sale_id,sale_at,sku,qty,unit_price_usd,payment_method,event_tag
SQ-000585,2026-01-15T19:07:00-07:00,CR-DROPIN,3,18.0,card,winter_ops
SQ-000586,2026-01-16T19:31:00-07:00,CR-PATCH-007,2,34.33,card,winter_ops
SQ-000587,2026-01-08T10:16:00-07:00,CR-PATCH-002,2,58.34,card,winter_ops
SQ-000588,2026-01-18T12:42:00-07:00,CR-PATCH-001,3,13.53,card,winter_ops
SQ-000589,2026-01-03T16:03:00-07:00,CR-TOWEL-001,1,12.25,card,winter_ops
SQ-000590,2026-01-15T15:12:00-07:00,CR-PATCH-006,2,27.29,card,winter_ops
SQ-000591,2026-01-07T18:48:00-07:00,CR-KIT-002,3,52.47,card,winter_ops
SQ-000592,2026-01-23T16:41:00-07:00,CR-TOWEL-002,1,34.16,card,winter_ops
SQ-000593,2026-01-08T14:24:00-07:00,CR-KIT-004,2,7.42,card,winter_ops
SQ-000594,2026-01-07T10:17:00-07:00,CR-KIT-005,2,40.38,card,winter_ops
SQ-000595,2026-01-28T18:41:00-07:00,CR-TOWEL-002,1,34.16,card,winter_ops
SQ-000596,2026-01-04T20:07:00-07:00,CR-KIT-003,1,58.66,card,winter_ops
SQ-000597,2026-01-06T13:01:00-07:00,CR-KIT-003,2,58.66,cash,winter_ops
SQ-000598,2026-01-09T10:59:00-07:00,CR-PATCH-001,3,13.53,card,winter_ops
SQ-000599,2026-01-14T12:09:00-07:00,CR-PATCH-001,2,13.53,cash,winter_ops
SQ-000600,2026-01-11T09:28:00-07:00,CR-GI-001,2,17.93,card,winter_ops
SQ-000601,2026-01-02T19:24:00-07:00,CR-GI-002,3,39.31,cash,winter_ops
SQ-000602,2026-01-10T12:25:00-07:00,CR-PATCH-006,1,27.29,card,winter_ops
SQ-000603,2026-01-20T16:33:00-07:00,CR-GI-001,2,17.93,card,winter_ops
SQ-000604,2026-01-21T12:07:00-07:00,CR-TOWEL-003,1,29.52,card,winter_ops
SQ-000605,2026-01-02T18:17:00-07:00,CR-TOWEL-003,1,29.52,card,winter_ops
SQ-000606,2026-01-04T13:14:00-07:00,CR-PATCH-005,3,54.15,cash,winter_ops
SQ-000607,2026-01-13T10:14:00-07:00,CR-KIT-005,3,40.38,card,winter_ops
SQ-000608,2026-01-07T11:50:00-07:00,CR-PATCH-002,1,58.34,card,winter_ops
SQ-000609,2026-01-10T20:38:00-07:00,CR-DROPIN,2,18.0,card,winter_ops
SQ-000610,2026-01-06T17:58:00-07:00,CR-GI-002,3,39.31,cash,winter_ops
SQ-000611,2026-01-28T20:15:00-07:00,CR-TOWEL-002,1,34.16,card,winter_ops
SQ-000612,2026-01-06T11:21:00-07:00,CR-TOWEL-001,2,12.25,card,winter_ops
SQ-000613,2026-01-22T16:27:00-07:00,CR-PATCH-003,2,41.1,card,winter_ops
SQ-000614,2026-01-09T10:10:00-07:00,CR-GI-004,3,14.2,card,winter_ops
SQ-000615,2026-01-12T16:37:00-07:00,CR-KIT-001,1,12.34,cash,winter_ops
SQ-000616,2026-01-16T10:02:00-07:00,CR-GI-003,1,64.46,card,winter_ops
SQ-000617,2026-01-17T17:10:00-07:00,CR-GI-003,1,64.46,card,winter_ops
SQ-000618,2026-01-10T20:21:00-07:00,CR-GI-002,2,39.31,cash,winter_ops
SQ-000619,2026-01-18T13:42:00-07:00,CR-PATCH-001,2,13.53,card,winter_ops
SQ-000620,2026-01-15T09:52:00-07:00,CR-PATCH-001,2,13.53,card,winter_ops
SQ-000621,2026-01-17T19:54:00-07:00,CR-KIT-002,3,52.47,cash,winter_ops
SQ-000622,2026-01-09T19:33:00-07:00,CR-GI-002,3,39.31,card,winter_ops
SQ-000623,2026-01-14T12:42:00-07:00,CR-KIT-004,1,7.42,card,winter_ops
SQ-000624,2026-01-01T12:36:00-07:00,CR-PATCH-002,3,58.34,cash,winter_ops
SQ-000625,2026-01-07T20:05:00-07:00,CR-PATCH-001,1,13.53,cash,winter_ops
SQ-000626,2026-01-04T13:56:00-07:00,CR-DROPIN,3,18.0,cash,winter_ops
SQ-000627,2026-01-06T13:58:00-07:00,CR-GI-001,3,17.93,card,winter_ops
SQ-000628,2026-01-13T18:26:00-07:00,CR-KIT-002,2,52.47,card,winter_ops
SQ-000629,2026-01-02T18:33:00-07:00,CR-PATCH-006,3,27.29,card,winter_ops
SQ-000630,2026-01-04T15:50:00-07:00,CR-KIT-001,2,12.34,card,winter_ops
SQ-000631,2026-01-04T09:31:00-07:00,CR-TOWEL-002,3,34.16,card,winter_ops
SQ-000632,2026-01-22T11:33:00-07:00,CR-KIT-003,2,58.66,card,winter_ops
SQ-000633,2026-01-16T13:04:00-07:00,CR-TOWEL-002,2,34.16,card,winter_ops
SQ-000634,2026-01-02T12:18:00-07:00,CR-KIT-003,3,58.66,card,winter_ops
SQ-000635,2026-01-16T13:00:00-07:00,CR-TOWEL-003,2,29.52,card,winter_ops
SQ-000636,2026-01-02T13:08:00-07:00,CR-PATCH-003,2,41.1,card,winter_ops
SQ-000637,2026-01-22T17:09:00-07:00,CR-GI-001,1,17.93,card,winter_ops
SQ-000638,2026-01-24T12:27:00-07:00,CR-KIT-004,3,7.42,card,winter_ops
SQ-000639,2026-01-08T09:30:00-07:00,CR-TOWEL-002,2,34.16,card,winter_ops
SQ-000640,2026-01-13T15:25:00-07:00,CR-DROPIN,1,18.0,card,winter_ops
SQ-000641,2026-01-20T13:11:00-07:00,CR-TOWEL-002,3,34.16,cash,winter_ops
SQ-000642,2026-01-26T18:08:00-07:00,CR-KIT-002,3,52.47,card,winter_ops
SQ-000643,2026-01-05T15:35:00-07:00,CR-PATCH-008,1,23.2,card,winter_ops
SQ-000644,2026-01-03T13:36:00-07:00,CR-TOWEL-002,3,34.16,cash,winter_ops
SQ-000645,2026-01-06T15:50:00-07:00,CR-PATCH-005,2,54.15,card,winter_ops
SQ-000646,2026-01-17T16:44:00-07:00,CR-KIT-004,2,7.42,card,winter_ops
SQ-000647,2026-01-12T15:29:00-07:00,CR-KIT-003,2,58.66,cash,winter_ops
SQ-000648,2026-01-01T17:01:00-07:00,CR-KIT-003,2,58.66,card,winter_ops
SQ-000649,2026-01-20T13:50:00-07:00,CR-KIT-004,1,7.42,card,winter_ops
SQ-000650,2026-01-20T17:57:00-07:00,CR-KIT-004,3,7.42,card,winter_ops
SQ-000651,2026-01-25T15:08:00-07:00,CR-TOWEL-003,2,29.52,card,winter_ops
SQ-000652,2026-01-26T17:29:00-07:00,CR-KIT-003,1,58.66,card,winter_ops
SQ-000653,2026-01-09T19:06:00-07:00,CR-TOWEL-003,2,29.52,card,winter_ops
SQ-000654,2026-01-19T16:44:00-07:00,CR-TOWEL-002,2,34.16,card,winter_ops
SQ-000655,2026-01-24T18:43:00-07:00,CR-GI-002,3,39.31,card,winter_ops
SQ-000656,2026-01-17T11:35:00-07:00,CR-PATCH-006,3,27.29,cash,winter_ops
SQ-000657,2026-01-08T19:40:00-07:00,CR-KIT-004,1,7.42,card,winter_ops
SQ-000658,2026-01-10T20:59:00-07:00,CR-DROPIN,1,18.0,cash,winter_ops
SQ-000659,2026-01-23T12:07:00-07:00,CR-KIT-001,1,12.34,card,winter_ops
SQ-000660,2026-01-20T10:33:00-07:00,CR-KIT-004,1,7.42,card,winter_ops
SQ-000661,2026-01-04T16:01:00-07:00,CR-PATCH-006,3,27.29,cash,winter_ops
SQ-000662,2026-01-02T10:19:00-07:00,CR-KIT-005,2,40.38,cash,winter_ops
SQ-000663,2026-01-27T12:53:00-07:00,CR-GI-004,3,14.2,card,winter_ops
SQ-000664,2026-01-22T16:54:00-07:00,CR-KIT-001,3,12.34,card,winter_ops
SQ-000665,2026-01-05T19:01:00-07:00,CR-PATCH-004,1,7.92,card,winter_ops
SQ-000666,2026-01-06T17:47:00-07:00,CR-GI-003,3,64.46,card,winter_ops
SQ-000667,2026-01-16T13:18:00-07:00,CR-PATCH-002,3,58.34,card,winter_ops
SQ-000668,2026-01-16T14:42:00-07:00,CR-PATCH-007,2,34.33,cash,winter_ops
SQ-000669,2026-01-23T10:29:00-07:00,CR-KIT-005,2,40.38,cash,winter_ops
SQ-000670,2026-01-01T13:29:00-07:00,CR-KIT-004,1,7.42,cash,winter_ops
SQ-000671,2026-01-19T13:02:00-07:00,CR-PATCH-003,3,41.1,cash,winter_ops
SQ-000672,2026-01-12T11:29:00-07:00,CR-TOWEL-003,3,29.52,cash,winter_ops
SQ-000673,2026-01-01T11:22:00-07:00,CR-PATCH-008,3,23.2,card,winter_ops
SQ-000674,2026-01-23T17:24:00-07:00,CR-PATCH-001,3,13.53,card,winter_ops
SQ-000675,2026-01-21T11:22:00-07:00,CR-GI-004,3,14.2,card,winter_ops
SQ-000676,2026-01-23T11:17:00-07:00,CR-KIT-003,3,58.66,card,winter_ops
SQ-000677,2026-01-03T19:30:00-07:00,CR-KIT-005,2,40.38,cash,winter_ops
SQ-000678,2026-01-22T11:36:00-07:00,CR-KIT-001,3,12.34,card,winter_ops
SQ-000679,2026-01-23T14:37:00-07:00,CR-KIT-004,3,7.42,card,winter_ops
SQ-000680,2026-01-20T15:04:00-07:00,CR-PATCH-007,1,34.33,card,winter_ops
SQ-000681,2026-01-08T10:42:00-07:00,CR-GI-004,1,14.2,cash,winter_ops
SQ-000682,2026-01-11T12:49:00-07:00,CR-PATCH-002,3,58.34,card,winter_ops
SQ-000683,2026-01-06T20:57:00-07:00,CR-GI-002,2,39.31,cash,winter_ops
SQ-000684,2026-01-02T18:16:00-07:00,CR-TOWEL-001,1,12.25,card,winter_ops
SQ-000685,2026-01-15T14:38:00-07:00,CR-TOWEL-001,3,12.25,card,winter_ops
SQ-000686,2026-01-11T10:44:00-07:00,CR-GI-004,2,14.2,cash,winter_ops
SQ-000687,2026-01-21T18:35:00-07:00,CR-KIT-004,1,7.42,card,winter_ops
SQ-000688,2026-01-16T16:43:00-07:00,CR-PATCH-008,2,23.2,card,winter_ops
SQ-000689,2026-01-24T11:27:00-07:00,CR-PATCH-006,3,27.29,card,winter_ops
SQ-000690,2026-01-19T09:40:00-07:00,CR-TOWEL-001,3,12.25,card,winter_ops
SQ-000691,2026-01-02T11:57:00-07:00,CR-PATCH-006,1,27.29,card,winter_ops
SQ-000692,2026-01-19T17:55:00-07:00,CR-PATCH-004,1,7.92,card,winter_ops
SQ-000693,2026-01-22T20:58:00-07:00,CR-GI-004,3,14.2,cash,winter_ops
SQ-000694,2026-01-27T12:36:00-07:00,CR-PATCH-006,2,27.29,card,winter_ops
SQ-000695,2026-01-20T17:54:00-07:00,CR-PATCH-001,1,13.53,card,winter_ops
SQ-000696,2026-01-14T19:24:00-07:00,CR-KIT-003,1,58.66,card,winter_ops
SQ-000697,2026-01-26T17:19:00-07:00,CR-KIT-004,1,7.42,card,winter_ops
SQ-000698,2026-01-08T09:38:00-07:00,CR-PATCH-002,3,58.34,card,winter_ops
SQ-000699,2026-01-08T13:59:00-07:00,CR-PATCH-003,2,41.1,cash,winter_ops
SQ-000700,2026-01-03T11:18:00-07:00,CR-PATCH-001,1,13.53,card,winter_ops
SQ-000701,2026-01-20T17:19:00-07:00,CR-GI-001,2,17.93,card,winter_ops
SQ-000702,2026-01-23T10:37:00-07:00,CR-PATCH-005,2,54.15,card,winter_ops
SQ-000703,2026-01-01T09:21:00-07:00,CR-DROPIN,2,18.0,card,winter_ops
SQ-000704,2026-01-11T09:08:00-07:00,CR-PATCH-006,1,27.29,card,winter_ops
SQ-000705,2026-01-08T16:04:00-07:00,CR-TOWEL-003,3,29.52,card,winter_ops
SQ-000706,2026-01-03T15:38:00-07:00,CR-PATCH-001,3,13.53,card,winter_ops
SQ-000707,2026-01-16T11:17:00-07:00,CR-PATCH-005,3,54.15,card,winter_ops
SQ-000708,2026-01-02T16:32:00-07:00,CR-GI-002,1,39.31,card,winter_ops
SQ-000709,2026-01-16T13:50:00-07:00,CR-PATCH-004,1,7.92,card,winter_ops
SQ-000710,2026-01-01T12:34:00-07:00,CR-TOWEL-003,3,29.52,cash,winter_ops
SQ-000711,2026-01-18T16:03:00-07:00,CR-PATCH-003,2,41.1,cash,winter_ops
SQ-000712,2026-01-14T20:27:00-07:00,CR-KIT-004,3,7.42,card,winter_ops
SQ-000713,2026-01-15T10:57:00-07:00,CR-GI-002,3,39.31,card,winter_ops
SQ-000714,2026-03-11T15:58:00-07:00,CR-PATCH-006,1,27.29,card,spring_ops
SQ-000715,2026-03-03T18:00:00-07:00,CR-GI-003,1,64.46,cash,spring_ops
SQ-000716,2026-03-19T09:51:00-07:00,CR-PATCH-005,1,54.15,card,spring_ops
SQ-000717,2026-03-03T09:08:00-07:00,CR-TOWEL-003,2,29.52,card,spring_ops
SQ-000718,2026-03-02T14:22:00-07:00,CR-TOWEL-002,3,34.16,card,spring_ops
SQ-000719,2026-03-05T18:25:00-07:00,CR-TOWEL-002,2,34.16,card,spring_ops
SQ-000720,2026-03-03T13:34:00-07:00,CR-TOWEL-001,1,12.25,cash,spring_ops
SQ-000721,2026-03-28T12:28:00-07:00,CR-PATCH-001,3,13.53,card,spring_ops
SQ-000722,2026-03-25T17:18:00-07:00,CR-PATCH-001,3,13.53,card,spring_ops
SQ-000723,2026-03-09T14:44:00-07:00,CR-GI-001,3,17.93,card,spring_ops
SQ-000724,2026-03-12T15:45:00-07:00,CR-TOWEL-003,3,29.52,cash,spring_ops
SQ-000725,2026-03-03T12:58:00-07:00,CR-PATCH-008,1,23.2,card,spring_ops
SQ-000726,2026-03-24T17:13:00-07:00,CR-TOWEL-002,1,34.16,card,spring_ops
SQ-000727,2026-03-02T12:44:00-07:00,CR-KIT-004,2,7.42,cash,spring_ops
SQ-000728,2026-03-01T16:53:00-07:00,CR-GI-002,1,39.31,card,spring_ops
SQ-000729,2026-03-19T15:19:00-07:00,CR-PATCH-008,1,23.2,card,spring_ops
SQ-000730,2026-03-28T18:24:00-07:00,CR-PATCH-008,2,23.2,card,spring_ops
SQ-000731,2026-03-13T16:02:00-07:00,CR-KIT-005,1,40.38,card,spring_ops
SQ-000732,2026-03-06T19:27:00-07:00,CR-KIT-005,3,40.38,card,spring_ops
SQ-000733,2026-03-02T17:48:00-07:00,CR-TOWEL-002,2,34.16,card,spring_ops
SQ-000734,2026-03-25T14:59:00-07:00,CR-KIT-001,2,12.34,card,spring_ops
SQ-000735,2026-03-11T20:53:00-07:00,CR-PATCH-003,3,41.1,cash,spring_ops
SQ-000736,2026-03-26T20:59:00-07:00,CR-PATCH-004,3,7.92,card,spring_ops
SQ-000737,2026-03-18T15:46:00-07:00,CR-GI-002,3,39.31,card,spring_ops
SQ-000738,2026-03-15T15:36:00-07:00,CR-PATCH-005,3,54.15,card,spring_ops
SQ-000739,2026-03-13T16:47:00-07:00,CR-GI-004,1,14.2,card,spring_ops
SQ-000740,2026-03-09T19:17:00-07:00,CR-PATCH-003,1,41.1,card,spring_ops
SQ-000741,2026-03-10T14:36:00-07:00,CR-PATCH-005,2,54.15,card,spring_ops
SQ-000742,2026-03-09T14:17:00-07:00,CR-KIT-001,3,12.34,card,spring_ops
SQ-000743,2026-03-26T18:00:00-07:00,CR-DROPIN,1,18.0,card,spring_ops
SQ-000744,2026-03-22T14:53:00-07:00,CR-PATCH-007,2,34.33,card,spring_ops
SQ-000745,2026-03-15T09:28:00-07:00,CR-KIT-003,1,58.66,cash,spring_ops
SQ-000746,2026-03-12T16:40:00-07:00,CR-TOWEL-003,3,29.52,card,spring_ops
SQ-000747,2026-03-02T18:05:00-07:00,CR-PATCH-004,2,7.92,card,spring_ops
SQ-000748,2026-03-15T11:16:00-07:00,CR-TOWEL-001,2,12.25,card,spring_ops
SQ-000749,2026-03-05T12:40:00-07:00,CR-PATCH-002,1,58.34,card,spring_ops
SQ-000750,2026-03-21T09:14:00-07:00,CR-KIT-001,1,12.34,card,spring_ops
SQ-000751,2026-03-22T17:55:00-07:00,CR-GI-004,2,14.2,card,spring_ops
SQ-000752,2026-03-18T20:14:00-07:00,CR-TOWEL-003,1,29.52,card,spring_ops
SQ-000753,2026-03-01T19:54:00-07:00,CR-PATCH-008,2,23.2,card,spring_ops
SQ-000754,2026-03-08T14:06:00-07:00,CR-KIT-001,1,12.34,cash,spring_ops
SQ-000755,2026-03-17T10:15:00-07:00,CR-GI-002,1,39.31,card,spring_ops
SQ-000756,2026-03-12T19:26:00-07:00,CR-PATCH-007,1,34.33,cash,spring_ops
SQ-000757,2026-03-05T09:20:00-07:00,CR-TOWEL-002,3,34.16,card,spring_ops
SQ-000758,2026-03-14T19:23:00-07:00,CR-KIT-002,2,52.47,card,spring_ops
SQ-000759,2026-03-01T11:23:00-07:00,CR-KIT-001,1,12.34,card,spring_ops
SQ-000760,2026-03-19T09:06:00-07:00,CR-KIT-004,3,7.42,card,spring_ops
SQ-000761,2026-03-17T20:49:00-07:00,CR-KIT-002,3,52.47,card,spring_ops
SQ-000762,2026-03-13T18:02:00-07:00,CR-PATCH-006,3,27.29,card,spring_ops
SQ-000763,2026-03-25T19:05:00-07:00,CR-KIT-005,1,40.38,card,spring_ops
SQ-000764,2026-03-17T18:40:00-07:00,CR-PATCH-007,3,34.33,cash,spring_ops
SQ-000765,2026-03-24T10:54:00-07:00,CR-PATCH-005,3,54.15,card,spring_ops
SQ-000766,2026-03-16T19:33:00-07:00,CR-KIT-001,3,12.34,cash,spring_ops
SQ-000767,2026-03-09T12:53:00-07:00,CR-KIT-002,3,52.47,card,spring_ops
SQ-000768,2026-03-11T12:51:00-07:00,CR-GI-003,2,64.46,card,spring_ops
SQ-000769,2026-03-11T20:07:00-07:00,CR-KIT-003,3,58.66,card,spring_ops
SQ-000770,2026-03-24T15:23:00-07:00,CR-KIT-003,1,58.66,card,spring_ops
SQ-000771,2026-03-17T10:58:00-07:00,CR-PATCH-005,2,54.15,cash,spring_ops
SQ-000772,2026-03-08T16:50:00-07:00,CR-KIT-001,2,12.34,card,spring_ops
SQ-000773,2026-03-27T11:59:00-07:00,CR-PATCH-007,3,34.33,card,spring_ops
SQ-000774,2026-03-22T18:42:00-07:00,CR-PATCH-004,1,7.92,card,spring_ops
SQ-000775,2026-03-11T14:07:00-07:00,CR-TOWEL-002,1,34.16,cash,spring_ops
SQ-000776,2026-03-17T11:36:00-07:00,CR-PATCH-004,2,7.92,card,spring_ops
SQ-000777,2026-03-15T09:10:00-07:00,CR-GI-004,1,14.2,cash,spring_ops
SQ-000778,2026-03-25T17:45:00-07:00,CR-PATCH-008,2,23.2,card,spring_ops
SQ-000779,2026-03-28T09:53:00-07:00,CR-KIT-004,2,7.42,card,spring_ops
SQ-000780,2026-03-03T11:32:00-07:00,CR-GI-004,3,14.2,cash,spring_ops
SQ-000781,2026-03-12T11:25:00-07:00,CR-PATCH-004,3,7.92,card,spring_ops
SQ-000782,2026-03-04T14:57:00-07:00,CR-TOWEL-002,2,34.16,card,spring_ops
SQ-000783,2026-03-03T20:58:00-07:00,CR-TOWEL-003,2,29.52,cash,spring_ops
SQ-000784,2026-03-21T16:47:00-07:00,CR-PATCH-004,2,7.92,card,spring_ops
SQ-000785,2026-03-23T11:46:00-07:00,CR-PATCH-002,1,58.34,card,spring_ops
SQ-000786,2026-03-01T18:37:00-07:00,CR-KIT-004,2,7.42,cash,spring_ops
SQ-000787,2026-03-11T16:11:00-07:00,CR-KIT-005,3,40.38,card,spring_ops
SQ-000788,2026-03-08T13:31:00-07:00,CR-GI-002,2,39.31,card,spring_ops
SQ-000789,2026-03-17T17:37:00-07:00,CR-PATCH-007,3,34.33,cash,spring_ops
SQ-000790,2026-03-11T15:20:00-07:00,CR-TOWEL-002,1,34.16,card,spring_ops
SQ-000791,2026-03-27T20:56:00-07:00,CR-TOWEL-003,3,29.52,card,spring_ops
SQ-000792,2026-03-17T13:36:00-07:00,CR-PATCH-004,3,7.92,card,spring_ops
SQ-000793,2026-03-12T13:10:00-07:00,CR-GI-002,1,39.31,card,spring_ops
SQ-000794,2026-03-16T16:14:00-07:00,CR-PATCH-008,1,23.2,card,spring_ops
SQ-000795,2026-03-20T10:59:00-07:00,CR-PATCH-008,1,23.2,card,spring_ops
SQ-000796,2026-03-04T12:35:00-07:00,CR-KIT-004,3,7.42,card,spring_ops
SQ-000797,2026-03-20T09:57:00-07:00,CR-PATCH-003,3,41.1,card,spring_ops
SQ-000798,2026-03-16T09:23:00-07:00,CR-PATCH-003,1,41.1,card,spring_ops
SQ-000799,2026-03-14T20:28:00-07:00,CR-PATCH-007,3,34.33,card,spring_ops
SQ-000800,2026-03-10T10:45:00-07:00,CR-KIT-003,3,58.66,card,spring_ops
SQ-000801,2026-03-14T16:16:00-07:00,CR-KIT-003,1,58.66,card,spring_ops
SQ-000802,2026-03-24T19:07:00-07:00,CR-PATCH-008,2,23.2,card,spring_ops
SQ-000803,2026-03-24T10:20:00-07:00,CR-GI-003,1,64.46,card,spring_ops
SQ-000804,2026-03-15T19:47:00-07:00,CR-PATCH-008,3,23.2,card,spring_ops
SQ-000805,2026-03-02T15:06:00-07:00,CR-KIT-002,3,52.47,card,spring_ops
SQ-000806,2026-03-27T17:42:00-07:00,CR-PATCH-006,3,27.29,card,spring_ops
SQ-000807,2026-03-21T09:15:00-07:00,CR-DROPIN,1,18.0,cash,spring_ops
SQ-000808,2026-03-22T12:16:00-07:00,CR-GI-003,2,64.46,card,spring_ops
SQ-000809,2026-03-27T11:46:00-07:00,CR-PATCH-002,2,58.34,card,spring_ops
SQ-000810,2026-03-07T19:56:00-07:00,CR-KIT-004,1,7.42,card,spring_ops
SQ-000811,2026-03-14T10:31:00-07:00,CR-PATCH-003,3,41.1,card,spring_ops
SQ-000812,2026-03-02T15:44:00-07:00,CR-GI-004,2,14.2,cash,spring_ops
SQ-000813,2026-03-19T12:40:00-07:00,CR-DROPIN,2,18.0,cash,spring_ops
SQ-000814,2026-03-22T11:56:00-07:00,CR-GI-001,2,17.93,card,spring_ops
SQ-000815,2026-03-22T16:31:00-07:00,CR-TOWEL-002,3,34.16,cash,spring_ops
SQ-000816,2026-03-12T17:30:00-07:00,CR-KIT-001,2,12.34,card,spring_ops
SQ-000817,2026-03-04T13:26:00-07:00,CR-GI-003,2,64.46,card,spring_ops
SQ-000818,2026-03-22T15:07:00-07:00,CR-GI-003,1,64.46,cash,spring_ops
SQ-000819,2026-03-22T10:22:00-07:00,CR-KIT-002,3,52.47,cash,spring_ops
SQ-000820,2026-03-25T16:53:00-07:00,CR-KIT-004,2,7.42,cash,spring_ops
SQ-000821,2026-03-01T13:17:00-07:00,CR-GI-003,3,64.46,card,spring_ops
SQ-000822,2026-03-02T17:49:00-07:00,CR-PATCH-004,2,7.92,card,spring_ops
SQ-000823,2026-03-14T15:51:00-07:00,CR-KIT-002,2,52.47,cash,spring_ops
SQ-000824,2026-03-09T09:17:00-07:00,CR-KIT-005,2,40.38,card,spring_ops
SQ-000825,2026-03-21T09:19:00-07:00,CR-KIT-002,2,52.47,cash,spring_ops
SQ-000826,2026-03-19T11:34:00-07:00,CR-GI-003,1,64.46,card,spring_ops
SQ-000827,2026-03-20T14:08:00-07:00,CR-KIT-001,3,12.34,card,spring_ops
SQ-000828,2026-03-26T15:05:00-07:00,CR-PATCH-003,3,41.1,card,spring_ops
SQ-000829,2026-03-25T17:04:00-07:00,CR-PATCH-001,3,13.53,card,spring_ops
SQ-000830,2026-03-07T14:34:00-07:00,CR-GI-001,1,17.93,card,spring_ops
SQ-000831,2026-03-13T20:14:00-07:00,CR-PATCH-005,2,54.15,card,spring_ops
SQ-000832,2026-03-11T15:13:00-07:00,CR-PATCH-001,3,13.53,card,spring_ops
SQ-000833,2026-03-02T09:48:00-07:00,CR-PATCH-003,3,41.1,card,spring_ops
SQ-000834,2026-03-13T16:02:00-07:00,CR-GI-001,1,17.93,card,spring_ops
SQ-000835,2026-03-01T12:40:00-07:00,CR-TOWEL-002,3,34.16,card,spring_ops
SQ-000836,2026-03-09T20:07:00-07:00,CR-TOWEL-003,2,29.52,cash,spring_ops
SQ-000837,2026-03-27T20:56:00-07:00,CR-KIT-004,2,7.42,card,spring_ops
SQ-000838,2026-03-03T17:46:00-07:00,CR-TOWEL-001,3,12.25,cash,spring_ops
SQ-000839,2026-03-01T20:53:00-07:00,CR-PATCH-003,3,41.1,card,spring_ops
SQ-000840,2026-03-24T18:50:00-07:00,CR-GI-002,2,39.31,card,spring_ops
SQ-000841,2026-03-28T13:50:00-07:00,CR-KIT-001,2,12.34,cash,spring_ops
SQ-000842,2026-03-24T09:19:00-07:00,CR-GI-001,2,17.93,cash,spring_ops
SQ-000843,2026-03-04T13:41:00-07:00,CR-PATCH-006,3,27.29,cash,spring_ops
SQ-000844,2026-03-10T15:05:00-07:00,CR-KIT-005,1,40.38,cash,spring_ops
SQ-000845,2026-03-09T16:18:00-07:00,CR-PATCH-005,3,54.15,card,spring_ops
SQ-000846,2026-03-01T16:46:00-07:00,CR-KIT-005,2,40.38,card,spring_ops
SQ-000847,2026-03-23T10:28:00-07:00,CR-PATCH-005,1,54.15,card,spring_ops
SQ-000848,2026-03-25T12:28:00-07:00,CR-KIT-005,2,40.38,cash,spring_ops
SQ-000849,2026-03-04T19:19:00-07:00,CR-PATCH-007,2,34.33,card,spring_ops
SQ-000850,2026-03-03T10:35:00-07:00,CR-DROPIN,1,18.0,card,spring_ops
SQ-000851,2026-03-19T12:05:00-07:00,CR-PATCH-002,1,58.34,cash,spring_ops
SQ-000852,2026-03-27T16:33:00-07:00,CR-KIT-001,3,12.34,card,spring_ops
SQ-000853,2026-03-25T16:16:00-07:00,CR-TOWEL-003,2,29.52,card,spring_ops
SQ-000854,2026-03-27T11:02:00-07:00,CR-KIT-002,2,52.47,cash,spring_ops
SQ-000855,2026-03-09T20:13:00-07:00,CR-PATCH-003,3,41.1,cash,spring_ops
SQ-000856,2026-03-16T14:41:00-07:00,CR-PATCH-005,1,54.15,card,spring_ops
SQ-000857,2026-03-23T16:32:00-07:00,CR-KIT-003,3,58.66,card,spring_ops
SQ-000858,2026-03-14T20:04:00-07:00,CR-GI-002,2,39.31,card,spring_ops
SQ-000859,2026-03-06T17:47:00-07:00,CR-PATCH-003,1,41.1,card,spring_ops
SQ-000860,2026-03-15T10:02:00-07:00,CR-PATCH-006,2,27.29,cash,spring_ops
SQ-000861,2026-03-21T17:31:00-07:00,CR-GI-004,1,14.2,cash,spring_ops
SQ-000862,2026-03-01T13:07:00-07:00,CR-KIT-005,2,40.38,card,spring_ops
SQ-000863,2026-03-17T14:39:00-07:00,CR-PATCH-008,2,23.2,card,spring_ops
SQ-000864,2026-03-10T17:43:00-07:00,CR-KIT-004,1,7.42,card,spring_ops
SQ-000865,2026-03-20T13:30:00-07:00,CR-GI-001,2,17.93,card,spring_ops
SQ-000866,2026-03-24T20:54:00-07:00,CR-KIT-002,1,52.47,card,spring_ops
SQ-000867,2026-03-23T16:00:00-07:00,CR-GI-001,2,17.93,cash,spring_ops
SQ-000868,2026-03-05T16:04:00-07:00,CR-GI-004,1,14.2,card,spring_ops
SQ-000869,2026-03-07T20:06:00-07:00,CR-PATCH-006,3,27.29,cash,spring_ops
SQ-000870,2026-03-04T09:39:00-07:00,CR-KIT-002,2,52.47,card,spring_ops
SQ-000871,2026-03-12T19:35:00-07:00,CR-TOWEL-001,1,12.25,card,spring_ops
SQ-000872,2026-03-01T12:17:00-07:00,CR-DROPIN,2,18.0,cash,spring_ops
SQ-000873,2026-03-24T13:23:00-07:00,CR-PATCH-007,3,34.33,cash,spring_ops
SQ-000874,2026-03-18T17:41:00-07:00,CR-PATCH-008,3,23.2,card,spring_ops
SQ-000875,2026-03-19T11:06:00-07:00,CR-TOWEL-001,3,12.25,card,spring_ops
SQ-000876,2026-03-06T13:36:00-07:00,CR-PATCH-008,1,23.2,card,spring_ops
