charge_id,student_id,amount_usd,charge_date,status,tier
ch_000803,CR-00015,95.0,2026-04-04,succeeded,monthly_95
ch_000804,CR-00016,95.0,2026-04-03,succeeded,monthly_95
ch_000805,CR-00017,95.0,2026-04-02,succeeded,monthly_95
ch_000806,CR-00019,95.0,2026-04-03,succeeded,monthly_95
ch_000807,CR-00020,95.0,2026-04-03,succeeded,monthly_95
ch_000808,CR-00021,95.0,2026-04-05,succeeded,monthly_95
ch_000809,CR-00023,95.0,2026-04-03,succeeded,monthly_95
ch_000810,CR-00025,95.0,2026-04-03,succeeded,monthly_95
ch_000811,CR-00026,95.0,2026-04-04,succeeded,monthly_95
ch_000812,CR-00028,95.0,2026-04-01,succeeded,monthly_95
ch_000813,CR-00029,95.0,2026-04-02,succeeded,monthly_95
ch_000814,CR-00030,95.0,2026-04-05,succeeded,monthly_95
ch_000815,CR-00031,95.0,2026-04-02,succeeded,monthly_95
ch_000816,CR-00032,95.0,2026-04-03,succeeded,monthly_95
ch_000817,CR-00033,95.0,2026-04-03,succeeded,monthly_95
ch_000818,CR-00034,95.0,2026-04-01,succeeded,monthly_95
ch_000819,CR-00036,95.0,2026-04-02,succeeded,monthly_95
ch_000820,CR-00037,95.0,2026-04-02,succeeded,monthly_95
ch_000821,CR-00039,95.0,2026-04-01,succeeded,monthly_95
ch_000822,CR-00040,95.0,2026-04-02,succeeded,monthly_95
ch_000823,CR-00041,95.0,2026-04-02,succeeded,monthly_95
ch_000824,CR-00042,95.0,2026-04-05,failed,monthly_95
ch_000825,CR-00046,95.0,2026-04-03,succeeded,monthly_95
ch_000826,CR-00048,95.0,2026-04-05,succeeded,monthly_95
ch_000827,CR-00049,95.0,2026-04-04,succeeded,monthly_95
ch_000828,CR-00050,95.0,2026-04-04,succeeded,monthly_95
ch_000829,CR-00051,95.0,2026-04-05,succeeded,monthly_95
ch_000830,CR-00053,95.0,2026-04-05,succeeded,monthly_95
ch_000831,CR-00054,95.0,2026-04-01,succeeded,monthly_95
ch_000832,CR-00057,95.0,2026-04-02,succeeded,monthly_95
ch_000833,CR-00058,95.0,2026-04-03,succeeded,monthly_95
ch_000834,CR-00059,95.0,2026-04-04,succeeded,monthly_95
ch_000835,CR-EX-001,95.0,2026-04-01,succeeded,monthly_95
ch_000836,CR-EX-002,95.0,2026-04-04,succeeded,monthly_95
ch_000837,CR-EX-003,95.0,2026-04-03,succeeded,monthly_95
ch_000838,CR-EX-004,95.0,2026-04-05,succeeded,monthly_95
ch_000839,CR-EX-005,95.0,2026-04-03,succeeded,monthly_95
ch_000840,CR-EX-006,95.0,2026-04-04,succeeded,monthly_95
ch_000841,CR-EX-007,95.0,2026-04-03,succeeded,monthly_95
ch_000842,CR-EX-008,95.0,2026-04-03,failed,monthly_95
ch_000843,CR-EX-009,95.0,2026-04-04,succeeded,monthly_95
ch_000844,CR-EX-010,95.0,2026-04-01,succeeded,monthly_95
ch_000845,CR-EX-011,95.0,2026-04-04,succeeded,monthly_95
ch_000846,CR-EX-012,95.0,2026-04-04,succeeded,monthly_95
ch_000847,CR-EX-013,95.0,2026-04-03,succeeded,monthly_95
ch_000848,CR-EX-014,95.0,2026-04-04,succeeded,monthly_95
ch_000849,CR-EX-015,95.0,2026-04-04,succeeded,monthly_95
ch_000850,CR-EX-016,95.0,2026-04-05,succeeded,monthly_95
ch_000851,CR-EX-017,95.0,2026-04-02,succeeded,monthly_95
ch_000852,CR-EX-018,95.0,2026-04-04,succeeded,monthly_95
ch_000853,CR-EX-019,95.0,2026-04-05,succeeded,monthly_95
ch_000854,CR-EX-020,95.0,2026-04-01,succeeded,monthly_95
ch_000855,CR-EX-021,95.0,2026-04-05,succeeded,monthly_95
ch_000856,CR-EX-022,95.0,2026-04-01,succeeded,monthly_95
ch_000857,CR-EX-023,95.0,2026-04-03,failed,monthly_95
ch_000858,CR-EX-024,95.0,2026-04-05,succeeded,monthly_95
ch_000859,CR-EX-025,95.0,2026-04-05,succeeded,monthly_95
ch_000860,CR-EX-026,95.0,2026-04-02,succeeded,monthly_95
ch_000861,CR-EX-027,95.0,2026-04-04,succeeded,monthly_95
ch_000862,CR-EX-028,95.0,2026-04-04,succeeded,monthly_95
ch_000863,CR-EX-029,95.0,2026-04-03,succeeded,monthly_95
ch_000864,CR-EX-030,95.0,2026-04-03,succeeded,monthly_95
ch_000865,CR-EX-031,95.0,2026-04-04,succeeded,monthly_95
ch_000866,CR-EX-032,95.0,2026-04-01,succeeded,monthly_95
ch_000867,CR-EX-033,95.0,2026-04-03,succeeded,monthly_95
ch_000868,CR-EX-034,95.0,2026-04-04,succeeded,monthly_95
ch_000869,CR-EX-035,95.0,2026-04-03,succeeded,monthly_95
ch_000870,CR-EX-036,95.0,2026-04-04,succeeded,monthly_95
ch_000871,CR-EX-037,95.0,2026-04-02,succeeded,monthly_95
ch_000872,CR-EX-038,95.0,2026-04-03,failed,monthly_95
ch_000873,CR-EX-039,95.0,2026-04-01,succeeded,monthly_95
ch_000874,CR-EX-040,95.0,2026-04-03,succeeded,monthly_95
ch_000875,CR-EX-041,95.0,2026-04-05,succeeded,monthly_95
ch_000876,DROPIN,18.0,2026-04-28,succeeded,dropin_18
ch_000877,DROPIN,18.0,2026-04-09,succeeded,dropin_18
ch_000878,DROPIN,18.0,2026-04-21,succeeded,dropin_18
ch_000879,DROPIN,18.0,2026-04-22,succeeded,dropin_18
ch_000880,DROPIN,18.0,2026-04-16,succeeded,dropin_18
ch_000881,DROPIN,18.0,2026-04-23,succeeded,dropin_18
ch_000882,DROPIN,18.0,2026-04-27,succeeded,dropin_18
ch_000883,DROPIN,18.0,2026-04-04,succeeded,dropin_18
ch_000884,DROPIN,18.0,2026-04-12,succeeded,dropin_18
ch_000885,DROPIN,18.0,2026-04-17,succeeded,dropin_18
ch_000886,DROPIN,18.0,2026-04-24,succeeded,dropin_18
ch_000887,DROPIN,18.0,2026-04-19,succeeded,dropin_18
ch_000888,DROPIN,18.0,2026-04-01,succeeded,dropin_18
ch_000889,DROPIN,18.0,2026-04-28,succeeded,dropin_18
ch_000890,DROPIN,18.0,2026-04-09,succeeded,dropin_18
ch_000891,DROPIN,18.0,2026-04-06,succeeded,dropin_18
ch_000892,DROPIN,18.0,2026-04-19,succeeded,dropin_18
ch_000893,DROPIN,18.0,2026-04-02,succeeded,dropin_18
ch_000894,DROPIN,18.0,2026-04-05,succeeded,dropin_18
ch_000895,DROPIN,18.0,2026-04-11,succeeded,dropin_18
ch_000896,DROPIN,18.0,2026-04-15,succeeded,dropin_18
ch_000897,DROPIN,18.0,2026-04-23,succeeded,dropin_18
ch_000898,DROPIN,18.0,2026-04-05,succeeded,dropin_18
ch_000899,DROPIN,18.0,2026-04-12,succeeded,dropin_18
ch_000900,DROPIN,18.0,2026-04-06,succeeded,dropin_18
ch_000901,DROPIN,18.0,2026-04-02,succeeded,dropin_18
ch_000902,DROPIN,18.0,2026-04-09,succeeded,dropin_18
ch_000903,DROPIN,18.0,2026-04-12,succeeded,dropin_18
ch_000904,DROPIN,18.0,2026-04-14,succeeded,dropin_18
ch_000905,DROPIN,18.0,2026-04-21,succeeded,dropin_18
ch_000906,DROPIN,18.0,2026-04-12,succeeded,dropin_18
ch_000907,DROPIN,18.0,2026-04-02,succeeded,dropin_18
ch_000908,DROPIN,18.0,2026-04-10,succeeded,dropin_18
ch_000909,DROPIN,18.0,2026-04-10,succeeded,dropin_18
ch_000910,DROPIN,18.0,2026-04-17,succeeded,dropin_18
ch_000911,DROPIN,18.0,2026-04-21,succeeded,dropin_18
ch_000912,DROPIN,18.0,2026-04-03,succeeded,dropin_18
ch_000913,DROPIN,18.0,2026-04-17,succeeded,dropin_18
ch_000914,CR-00001,95.0,2026-05-01,succeeded,monthly_95
ch_000915,CR-00002,95.0,2026-05-03,succeeded,monthly_95
ch_000916,CR-00003,95.0,2026-05-03,succeeded,monthly_95
ch_000917,CR-00004,95.0,2026-05-03,succeeded,monthly_95
ch_000918,CR-00005,95.0,2026-05-02,succeeded,monthly_95
ch_000919,CR-00006,95.0,2026-05-05,failed,monthly_95
ch_000920,CR-00007,95.0,2026-05-04,succeeded,monthly_95
ch_000921,CR-00008,95.0,2026-05-01,succeeded,monthly_95
ch_000922,CR-00009,95.0,2026-05-02,succeeded,monthly_95
ch_000923,CR-00010,95.0,2026-05-05,succeeded,monthly_95
ch_000924,CR-00011,95.0,2026-05-01,succeeded,monthly_95
ch_000925,CR-00012,95.0,2026-05-01,succeeded,monthly_95
ch_000926,CR-00013,95.0,2026-05-04,succeeded,monthly_95
ch_000927,CR-00014,95.0,2026-05-02,succeeded,monthly_95
ch_000928,CR-00015,95.0,2026-05-05,succeeded,monthly_95
ch_000929,CR-00016,95.0,2026-05-02,succeeded,monthly_95
ch_000930,CR-00017,95.0,2026-05-01,succeeded,monthly_95
ch_000931,CR-00019,95.0,2026-05-02,succeeded,monthly_95
ch_000932,CR-00020,95.0,2026-05-02,succeeded,monthly_95
ch_000933,CR-00021,95.0,2026-05-01,succeeded,monthly_95
ch_000934,CR-00023,95.0,2026-05-04,succeeded,monthly_95
ch_000935,CR-00025,95.0,2026-05-05,succeeded,monthly_95
ch_000936,CR-00026,95.0,2026-05-03,succeeded,monthly_95
ch_000937,CR-00028,95.0,2026-05-01,succeeded,monthly_95
ch_000938,CR-00029,95.0,2026-05-05,succeeded,monthly_95
ch_000939,CR-00030,95.0,2026-05-02,succeeded,monthly_95
ch_000940,CR-00031,95.0,2026-05-02,succeeded,monthly_95
ch_000941,CR-00032,95.0,2026-05-05,succeeded,monthly_95
ch_000942,CR-00033,95.0,2026-05-05,succeeded,monthly_95
ch_000943,CR-00034,95.0,2026-05-05,succeeded,monthly_95
ch_000944,CR-00036,95.0,2026-05-05,succeeded,monthly_95
ch_000945,CR-00037,95.0,2026-05-02,succeeded,monthly_95
ch_000946,CR-00039,95.0,2026-05-05,succeeded,monthly_95
ch_000947,CR-00040,95.0,2026-05-01,failed,monthly_95
ch_000948,CR-00041,95.0,2026-05-04,succeeded,monthly_95
ch_000949,CR-00042,95.0,2026-05-04,succeeded,monthly_95
ch_000950,CR-00046,95.0,2026-05-03,succeeded,monthly_95
ch_000951,CR-00048,95.0,2026-05-05,succeeded,monthly_95
ch_000952,CR-00049,95.0,2026-05-03,succeeded,monthly_95
ch_000953,CR-00050,95.0,2026-05-02,succeeded,monthly_95
ch_000954,CR-00051,95.0,2026-05-03,succeeded,monthly_95
ch_000955,CR-00053,95.0,2026-05-03,succeeded,monthly_95
ch_000956,CR-00054,95.0,2026-05-04,succeeded,monthly_95
ch_000957,CR-00057,95.0,2026-05-04,succeeded,monthly_95
ch_000958,CR-00058,95.0,2026-05-04,succeeded,monthly_95
ch_000959,CR-00059,95.0,2026-05-04,succeeded,monthly_95
ch_000960,CR-EX-001,95.0,2026-05-03,succeeded,monthly_95
ch_000961,CR-EX-002,95.0,2026-05-04,succeeded,monthly_95
ch_000962,CR-EX-003,95.0,2026-05-04,succeeded,monthly_95
ch_000963,CR-EX-004,95.0,2026-05-01,succeeded,monthly_95
ch_000964,CR-EX-005,95.0,2026-05-04,succeeded,monthly_95
ch_000965,CR-EX-006,95.0,2026-05-05,succeeded,monthly_95
ch_000966,CR-EX-007,95.0,2026-05-02,succeeded,monthly_95
ch_000967,CR-EX-008,95.0,2026-05-02,succeeded,monthly_95
ch_000968,CR-EX-009,95.0,2026-05-05,succeeded,monthly_95
ch_000969,CR-EX-010,95.0,2026-05-04,succeeded,monthly_95
ch_000970,CR-EX-011,95.0,2026-05-04,succeeded,monthly_95
ch_000971,CR-EX-012,95.0,2026-05-03,succeeded,monthly_95
ch_000972,CR-EX-013,95.0,2026-05-05,succeeded,monthly_95
ch_000973,CR-EX-014,95.0,2026-05-04,succeeded,monthly_95
ch_000974,CR-EX-015,95.0,2026-05-05,succeeded,monthly_95
ch_000975,CR-EX-016,95.0,2026-05-04,succeeded,monthly_95
ch_000976,CR-EX-017,95.0,2026-05-02,succeeded,monthly_95
ch_000977,CR-EX-018,95.0,2026-05-01,succeeded,monthly_95
ch_000978,CR-EX-019,95.0,2026-05-04,succeeded,monthly_95
ch_000979,CR-EX-020,95.0,2026-05-02,succeeded,monthly_95
ch_000980,CR-EX-021,95.0,2026-05-01,failed,monthly_95
ch_000981,CR-EX-022,95.0,2026-05-04,succeeded,monthly_95
ch_000982,CR-EX-023,95.0,2026-05-02,succeeded,monthly_95
ch_000983,CR-EX-024,95.0,2026-05-03,succeeded,monthly_95
ch_000984,CR-EX-025,95.0,2026-05-05,succeeded,monthly_95
ch_000985,CR-EX-026,95.0,2026-05-01,succeeded,monthly_95
ch_000986,CR-EX-027,95.0,2026-05-05,succeeded,monthly_95
ch_000987,CR-EX-028,95.0,2026-05-04,succeeded,monthly_95
ch_000988,CR-EX-029,95.0,2026-05-04,succeeded,monthly_95
ch_000989,CR-EX-030,95.0,2026-05-03,succeeded,monthly_95
ch_000990,CR-EX-031,95.0,2026-05-05,succeeded,monthly_95
ch_000991,CR-EX-032,95.0,2026-05-01,succeeded,monthly_95
ch_000992,CR-EX-033,95.0,2026-05-01,succeeded,monthly_95
ch_000993,CR-EX-034,95.0,2026-05-03,succeeded,monthly_95
ch_000994,CR-EX-035,95.0,2026-05-04,succeeded,monthly_95
ch_000995,CR-EX-036,95.0,2026-05-01,succeeded,monthly_95
ch_000996,CR-EX-037,95.0,2026-05-03,succeeded,monthly_95
ch_000997,DROPIN,18.0,2026-05-16,succeeded,dropin_18
ch_000998,DROPIN,18.0,2026-05-14,succeeded,dropin_18
ch_000999,DROPIN,18.0,2026-05-05,succeeded,dropin_18
ch_001000,DROPIN,18.0,2026-05-10,succeeded,dropin_18
ch_001001,DROPIN,18.0,2026-05-23,succeeded,dropin_18
ch_001002,DROPIN,18.0,2026-05-13,succeeded,dropin_18
ch_001003,DROPIN,18.0,2026-05-16,succeeded,dropin_18
ch_001004,DROPIN,18.0,2026-05-25,succeeded,dropin_18
ch_001005,DROPIN,18.0,2026-05-04,succeeded,dropin_18
ch_001006,DROPIN,18.0,2026-05-19,succeeded,dropin_18
ch_001007,DROPIN,18.0,2026-05-22,succeeded,dropin_18
ch_001008,DROPIN,18.0,2026-05-16,succeeded,dropin_18
ch_001009,DROPIN,18.0,2026-05-22,succeeded,dropin_18
ch_001010,DROPIN,18.0,2026-05-18,succeeded,dropin_18
ch_001011,DROPIN,18.0,2026-05-22,succeeded,dropin_18
ch_001012,DROPIN,18.0,2026-05-18,succeeded,dropin_18
ch_001013,DROPIN,18.0,2026-05-19,succeeded,dropin_18
ch_001014,DROPIN,18.0,2026-05-16,succeeded,dropin_18
ch_001015,DROPIN,18.0,2026-05-16,succeeded,dropin_18
ch_001016,DROPIN,18.0,2026-05-18,succeeded,dropin_18
ch_001017,DROPIN,18.0,2026-05-28,succeeded,dropin_18
ch_001018,DROPIN,18.0,2026-05-06,succeeded,dropin_18
ch_001019,DROPIN,18.0,2026-05-17,succeeded,dropin_18
ch_001020,DROPIN,18.0,2026-05-02,succeeded,dropin_18
ch_001021,DROPIN,18.0,2026-05-13,succeeded,dropin_18
ch_001022,DROPIN,18.0,2026-05-09,succeeded,dropin_18
ch_001023,DROPIN,18.0,2026-05-16,succeeded,dropin_18
ch_001024,DROPIN,18.0,2026-05-19,succeeded,dropin_18
ch_001025,DROPIN,18.0,2026-05-13,succeeded,dropin_18
ch_001026,DROPIN,18.0,2026-05-20,succeeded,dropin_18
ch_001027,CR-00001,95.0,2026-06-03,succeeded,monthly_95
ch_001028,CR-00002,95.0,2026-06-01,succeeded,monthly_95
ch_001029,CR-00003,95.0,2026-06-05,succeeded,monthly_95
ch_001030,CR-00004,95.0,2026-06-03,succeeded,monthly_95
ch_001031,CR-00005,95.0,2026-06-03,succeeded,monthly_95
ch_001032,CR-00006,95.0,2026-06-02,succeeded,monthly_95
ch_001033,CR-00007,95.0,2026-06-05,succeeded,monthly_95
ch_001034,CR-00008,95.0,2026-06-03,succeeded,monthly_95
ch_001035,CR-00009,95.0,2026-06-05,succeeded,monthly_95
ch_001036,CR-00010,95.0,2026-06-04,succeeded,monthly_95
ch_001037,CR-00011,95.0,2026-06-03,succeeded,monthly_95
ch_001038,CR-00012,95.0,2026-06-01,succeeded,monthly_95
ch_001039,CR-00013,95.0,2026-06-04,succeeded,monthly_95
ch_001040,CR-00014,95.0,2026-06-04,succeeded,monthly_95
ch_001041,CR-00015,95.0,2026-06-03,succeeded,monthly_95
ch_001042,CR-00016,95.0,2026-06-03,succeeded,monthly_95
ch_001043,CR-00017,95.0,2026-06-04,succeeded,monthly_95
ch_001044,CR-00019,95.0,2026-06-01,succeeded,monthly_95
ch_001045,CR-00020,95.0,2026-06-03,succeeded,monthly_95
ch_001046,CR-00021,95.0,2026-06-05,succeeded,monthly_95
ch_001047,CR-00023,95.0,2026-06-01,succeeded,monthly_95
ch_001048,CR-00025,95.0,2026-06-05,succeeded,monthly_95
ch_001049,CR-00026,95.0,2026-06-05,succeeded,monthly_95
ch_001050,CR-00028,95.0,2026-06-01,succeeded,monthly_95
ch_001051,CR-00029,95.0,2026-06-03,succeeded,monthly_95
ch_001052,CR-00030,95.0,2026-06-02,succeeded,monthly_95
ch_001053,CR-00031,95.0,2026-06-05,succeeded,monthly_95
ch_001054,CR-00032,95.0,2026-06-02,succeeded,monthly_95
ch_001055,CR-00033,95.0,2026-06-05,succeeded,monthly_95
ch_001056,CR-00034,95.0,2026-06-02,succeeded,monthly_95
ch_001057,CR-00036,95.0,2026-06-04,succeeded,monthly_95
ch_001058,CR-00037,95.0,2026-06-05,succeeded,monthly_95
ch_001059,CR-00039,95.0,2026-06-05,succeeded,monthly_95
ch_001060,CR-00040,95.0,2026-06-02,succeeded,monthly_95
ch_001061,CR-00041,95.0,2026-06-02,succeeded,monthly_95
ch_001062,CR-00042,95.0,2026-06-04,succeeded,monthly_95
ch_001063,CR-00046,95.0,2026-06-01,succeeded,monthly_95
ch_001064,CR-00048,95.0,2026-06-03,succeeded,monthly_95
ch_001065,CR-00049,95.0,2026-06-03,succeeded,monthly_95
ch_001066,CR-00050,95.0,2026-06-02,succeeded,monthly_95
ch_001067,CR-00051,95.0,2026-06-02,succeeded,monthly_95
ch_001068,CR-00053,95.0,2026-06-04,succeeded,monthly_95
ch_001069,CR-00054,95.0,2026-06-01,succeeded,monthly_95
ch_001070,CR-00057,95.0,2026-06-01,succeeded,monthly_95
ch_001071,CR-00058,95.0,2026-06-05,succeeded,monthly_95
ch_001072,CR-00059,95.0,2026-06-04,succeeded,monthly_95
ch_001073,CR-EX-001,95.0,2026-06-01,succeeded,monthly_95
ch_001074,CR-EX-002,95.0,2026-06-01,succeeded,monthly_95
ch_001075,CR-EX-003,95.0,2026-06-03,succeeded,monthly_95
ch_001076,CR-EX-004,95.0,2026-06-04,succeeded,monthly_95
ch_001077,CR-EX-005,95.0,2026-06-01,succeeded,monthly_95
ch_001078,CR-EX-006,95.0,2026-06-02,succeeded,monthly_95
ch_001079,CR-EX-007,95.0,2026-06-05,succeeded,monthly_95
ch_001080,CR-EX-008,95.0,2026-06-01,succeeded,monthly_95
ch_001081,CR-EX-009,95.0,2026-06-05,succeeded,monthly_95
ch_001082,CR-EX-010,95.0,2026-06-05,succeeded,monthly_95
ch_001083,CR-EX-011,95.0,2026-06-01,succeeded,monthly_95
ch_001084,CR-EX-012,95.0,2026-06-01,succeeded,monthly_95
ch_001085,CR-EX-013,95.0,2026-06-03,succeeded,monthly_95
ch_001086,CR-EX-014,95.0,2026-06-05,succeeded,monthly_95
ch_001087,CR-EX-015,95.0,2026-06-02,succeeded,monthly_95
ch_001088,CR-EX-016,95.0,2026-06-02,succeeded,monthly_95
ch_001089,CR-EX-017,95.0,2026-06-02,succeeded,monthly_95
ch_001090,CR-EX-018,95.0,2026-06-03,succeeded,monthly_95
ch_001091,CR-EX-019,95.0,2026-06-03,succeeded,monthly_95
ch_001092,CR-EX-020,95.0,2026-06-01,succeeded,monthly_95
ch_001093,CR-EX-021,95.0,2026-06-03,succeeded,monthly_95
ch_001094,CR-EX-022,95.0,2026-06-01,succeeded,monthly_95
ch_001095,CR-EX-023,95.0,2026-06-04,succeeded,monthly_95
ch_001096,CR-EX-024,95.0,2026-06-02,succeeded,monthly_95
ch_001097,CR-EX-025,95.0,2026-06-02,succeeded,monthly_95
ch_001098,CR-EX-026,95.0,2026-06-03,succeeded,monthly_95
ch_001099,CR-EX-027,95.0,2026-06-01,succeeded,monthly_95
ch_001100,CR-EX-028,95.0,2026-06-05,succeeded,monthly_95
ch_001101,CR-EX-029,95.0,2026-06-01,succeeded,monthly_95
ch_001102,CR-EX-030,95.0,2026-06-02,succeeded,monthly_95
ch_001103,CR-EX-031,95.0,2026-06-04,succeeded,monthly_95
ch_001104,CR-EX-032,95.0,2026-06-03,succeeded,monthly_95
ch_001105,CR-EX-033,95.0,2026-06-01,succeeded,monthly_95
ch_001106,DROPIN,18.0,2026-06-28,succeeded,dropin_18
ch_001107,DROPIN,18.0,2026-06-15,succeeded,dropin_18
ch_001108,DROPIN,18.0,2026-06-13,succeeded,dropin_18
ch_001109,DROPIN,18.0,2026-06-01,succeeded,dropin_18
ch_001110,DROPIN,18.0,2026-06-13,succeeded,dropin_18
ch_001111,DROPIN,18.0,2026-06-09,succeeded,dropin_18
ch_001112,DROPIN,18.0,2026-06-10,succeeded,dropin_18
ch_001113,DROPIN,18.0,2026-06-03,succeeded,dropin_18
ch_001114,DROPIN,18.0,2026-06-27,succeeded,dropin_18
ch_001115,DROPIN,18.0,2026-06-25,succeeded,dropin_18
ch_001116,DROPIN,18.0,2026-06-08,succeeded,dropin_18
ch_001117,DROPIN,18.0,2026-06-10,succeeded,dropin_18
ch_001118,DROPIN,18.0,2026-06-07,succeeded,dropin_18
ch_001119,DROPIN,18.0,2026-06-28,succeeded,dropin_18
ch_001120,DROPIN,18.0,2026-06-06,succeeded,dropin_18
ch_001121,DROPIN,18.0,2026-06-15,succeeded,dropin_18
ch_001122,DROPIN,18.0,2026-06-21,succeeded,dropin_18
ch_001123,DROPIN,18.0,2026-06-11,succeeded,dropin_18
ch_001124,DROPIN,18.0,2026-06-26,succeeded,dropin_18
ch_001125,DROPIN,18.0,2026-06-25,succeeded,dropin_18
ch_001126,DROPIN,18.0,2026-06-21,succeeded,dropin_18
ch_001127,DROPIN,18.0,2026-06-14,succeeded,dropin_18
ch_001128,DROPIN,18.0,2026-06-26,succeeded,dropin_18
ch_001129,DROPIN,18.0,2026-06-02,succeeded,dropin_18
ch_001130,DROPIN,18.0,2026-06-09,succeeded,dropin_18
ch_001131,DROPIN,18.0,2026-06-28,succeeded,dropin_18
ch_001132,DROPIN,18.0,2026-06-03,succeeded,dropin_18
ch_001133,DROPIN,18.0,2026-06-27,succeeded,dropin_18
ch_001134,DROPIN,18.0,2026-06-25,succeeded,dropin_18
ch_001135,DROPIN,18.0,2026-06-16,succeeded,dropin_18
ch_001136,DROPIN,18.0,2026-06-16,succeeded,dropin_18
ch_001137,DROPIN,18.0,2026-06-24,succeeded,dropin_18
ch_001138,CR-00001,95.0,2026-07-04,succeeded,monthly_95
ch_001139,CR-00002,95.0,2026-07-02,succeeded,monthly_95
ch_001140,CR-00003,95.0,2026-07-03,succeeded,monthly_95
ch_001141,CR-00004,95.0,2026-07-05,succeeded,monthly_95
ch_001142,CR-00005,95.0,2026-07-01,succeeded,monthly_95
ch_001143,CR-00006,95.0,2026-07-02,succeeded,monthly_95
ch_001144,CR-00007,95.0,2026-07-02,succeeded,monthly_95
ch_001145,CR-00008,95.0,2026-07-02,failed,monthly_95
ch_001146,CR-00009,95.0,2026-07-01,succeeded,monthly_95
ch_001147,CR-00010,95.0,2026-07-02,succeeded,monthly_95
ch_001148,CR-00011,95.0,2026-07-03,succeeded,monthly_95
ch_001149,CR-00012,95.0,2026-07-02,succeeded,monthly_95
ch_001150,CR-00013,95.0,2026-07-03,succeeded,monthly_95
ch_001151,CR-00014,95.0,2026-07-04,succeeded,monthly_95
ch_001152,CR-00015,95.0,2026-07-04,succeeded,monthly_95
ch_001153,CR-00016,95.0,2026-07-02,succeeded,monthly_95
ch_001154,CR-00017,95.0,2026-07-01,failed,monthly_95
ch_001155,CR-00019,95.0,2026-07-02,succeeded,monthly_95
ch_001156,CR-00020,95.0,2026-07-02,succeeded,monthly_95
ch_001157,CR-00021,95.0,2026-07-01,succeeded,monthly_95
ch_001158,CR-00023,95.0,2026-07-03,succeeded,monthly_95
ch_001159,CR-00025,95.0,2026-07-02,succeeded,monthly_95
ch_001160,CR-00026,95.0,2026-07-05,succeeded,monthly_95
ch_001161,CR-00028,95.0,2026-07-04,succeeded,monthly_95
ch_001162,CR-00029,95.0,2026-07-02,succeeded,monthly_95
ch_001163,CR-00030,95.0,2026-07-03,succeeded,monthly_95
ch_001164,CR-00031,95.0,2026-07-02,succeeded,monthly_95
ch_001165,CR-00032,95.0,2026-07-02,succeeded,monthly_95
ch_001166,CR-00033,95.0,2026-07-02,succeeded,monthly_95
ch_001167,CR-00034,95.0,2026-07-02,succeeded,monthly_95
ch_001168,CR-00036,95.0,2026-07-03,failed,monthly_95
ch_001169,CR-00037,95.0,2026-07-02,succeeded,monthly_95
ch_001170,CR-00039,95.0,2026-07-04,succeeded,monthly_95
ch_001171,CR-00040,95.0,2026-07-03,succeeded,monthly_95
ch_001172,CR-00041,95.0,2026-07-02,succeeded,monthly_95
ch_001173,CR-00042,95.0,2026-07-05,succeeded,monthly_95
ch_001174,CR-00046,95.0,2026-07-01,succeeded,monthly_95
ch_001175,CR-00048,95.0,2026-07-02,failed,monthly_95
ch_001176,CR-00049,95.0,2026-07-05,succeeded,monthly_95
ch_001177,CR-00050,95.0,2026-07-05,succeeded,monthly_95
ch_001178,CR-00051,95.0,2026-07-01,succeeded,monthly_95
ch_001179,CR-00053,95.0,2026-07-03,succeeded,monthly_95
ch_001180,CR-00054,95.0,2026-07-02,succeeded,monthly_95
ch_001181,CR-00057,95.0,2026-07-05,succeeded,monthly_95
ch_001182,CR-00058,95.0,2026-07-04,succeeded,monthly_95
ch_001183,CR-00059,95.0,2026-07-02,succeeded,monthly_95
ch_001184,CR-EX-001,95.0,2026-07-05,succeeded,monthly_95
ch_001185,CR-EX-002,95.0,2026-07-03,succeeded,monthly_95
ch_001186,CR-EX-003,95.0,2026-07-01,succeeded,monthly_95
ch_001187,CR-EX-004,95.0,2026-07-04,succeeded,monthly_95
ch_001188,CR-EX-005,95.0,2026-07-03,succeeded,monthly_95
ch_001189,CR-EX-006,95.0,2026-07-04,succeeded,monthly_95
ch_001190,CR-EX-007,95.0,2026-07-03,succeeded,monthly_95
ch_001191,CR-EX-008,95.0,2026-07-03,succeeded,monthly_95
ch_001192,CR-EX-009,95.0,2026-07-04,succeeded,monthly_95
ch_001193,CR-EX-010,95.0,2026-07-03,succeeded,monthly_95
ch_001194,CR-EX-011,95.0,2026-07-04,succeeded,monthly_95
ch_001195,CR-EX-012,95.0,2026-07-02,succeeded,monthly_95
ch_001196,CR-EX-013,95.0,2026-07-04,succeeded,monthly_95
ch_001197,CR-EX-014,95.0,2026-07-02,succeeded,monthly_95
ch_001198,CR-EX-015,95.0,2026-07-02,succeeded,monthly_95
ch_001199,CR-EX-016,95.0,2026-07-03,succeeded,monthly_95
ch_001200,CR-EX-017,95.0,2026-07-04,succeeded,monthly_95
ch_001201,CR-EX-018,95.0,2026-07-04,succeeded,monthly_95
ch_001202,CR-EX-019,95.0,2026-07-03,succeeded,monthly_95
ch_001203,CR-EX-020,95.0,2026-07-05,succeeded,monthly_95
ch_001204,CR-EX-021,95.0,2026-07-04,succeeded,monthly_95
ch_001205,CR-EX-022,95.0,2026-07-02,succeeded,monthly_95
