vpn_session_id,session_start_cet,session_end_cet,user_id,gateway,client_ip,bytes_transferred
VPN-001546,2025-09-15T16:41:00+01:00,2025-09-15T16:42:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.74,677888
VPN-001547,2025-09-15T16:07:00+01:00,2025-09-15T16:08:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.91,620544
VPN-001548,2025-09-15T16:44:00+01:00,2025-09-15T16:45:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.95,424960
VPN-001549,2025-09-15T17:34:00+01:00,2025-09-15T17:35:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.47,797696
VPN-001550,2025-09-15T16:59:00+01:00,2025-09-15T17:00:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.36,313344
VPN-001551,2025-09-15T16:18:00+01:00,2025-09-15T16:19:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.65,546816
VPN-001552,2025-09-15T16:18:00+01:00,2025-09-15T16:19:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.8,273408
VPN-001553,2025-09-16T17:34:00+01:00,2025-09-16T17:35:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.25,870400
VPN-001554,2025-09-16T16:45:00+01:00,2025-09-16T16:46:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.28,841728
VPN-001555,2025-09-16T17:32:00+01:00,2025-09-16T17:33:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.5,897024
VPN-001556,2025-09-16T18:48:00+01:00,2025-09-16T18:49:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.62,215040
VPN-001557,2025-09-16T18:12:00+01:00,2025-09-16T18:13:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.33,190464
VPN-001558,2025-09-16T16:42:00+01:00,2025-09-16T16:43:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.59,759808
VPN-001559,2025-09-16T17:09:00+01:00,2025-09-16T17:10:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.20,332800
VPN-001560,2025-09-17T16:40:00+01:00,2025-09-17T16:41:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.40,561152
VPN-001561,2025-09-17T16:50:00+01:00,2025-09-17T16:51:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.77,115712
VPN-001562,2025-09-17T16:49:00+01:00,2025-09-17T16:50:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.2,239616
VPN-001563,2025-09-17T18:38:00+01:00,2025-09-17T18:39:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.88,200704
VPN-001564,2025-09-17T17:48:00+01:00,2025-09-17T17:49:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.63,823296
VPN-001565,2025-09-17T17:20:00+01:00,2025-09-17T17:21:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.32,114688
VPN-001566,2025-09-18T17:56:00+01:00,2025-09-18T17:57:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.89,423936
VPN-001567,2025-09-18T16:10:00+01:00,2025-09-18T16:11:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.40,94208
VPN-001568,2025-09-18T17:42:00+01:00,2025-09-18T17:43:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.80,365568
VPN-001569,2025-09-18T17:12:00+01:00,2025-09-18T17:13:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.26,295936
VPN-001570,2025-09-18T18:42:00+01:00,2025-09-18T18:43:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.79,269312
VPN-001571,2025-09-18T16:59:00+01:00,2025-09-18T17:00:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.40,470016
VPN-001572,2025-09-18T17:35:00+01:00,2025-09-18T17:36:00+01:00,M.OHLIN,gw-sthlm-01,10.24.11.74,249856
VPN-001573,2025-09-18T17:20:00+01:00,2025-09-18T17:21:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.26,608256
VPN-001574,2025-09-19T17:49:00+01:00,2025-09-19T17:50:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.78,269312
VPN-001575,2025-09-19T18:20:00+01:00,2025-09-19T18:21:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.67,372736
VPN-001576,2025-09-19T16:25:00+01:00,2025-09-19T16:26:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.54,331776
VPN-001577,2025-09-19T17:36:00+01:00,2025-09-19T17:37:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.29,90112
VPN-001578,2025-09-19T17:43:00+01:00,2025-09-19T17:44:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.60,685056
VPN-001579,2025-09-19T18:47:00+01:00,2025-09-19T18:48:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.74,632832
VPN-001580,2025-09-19T17:16:00+01:00,2025-09-19T17:17:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.82,431104
VPN-001581,2025-09-22T18:11:00+01:00,2025-09-22T18:12:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.22,711680
VPN-001582,2025-09-22T16:40:00+01:00,2025-09-22T16:41:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.30,496640
VPN-001583,2025-09-22T18:46:00+01:00,2025-09-22T18:47:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.38,921600
VPN-001584,2025-09-22T16:28:00+01:00,2025-09-22T16:29:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.65,579584
VPN-001585,2025-09-22T16:41:00+01:00,2025-09-22T16:42:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.53,749568
VPN-001586,2025-09-22T18:52:00+01:00,2025-09-22T18:53:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.27,728064
VPN-001587,2025-09-22T18:50:00+01:00,2025-09-22T18:51:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.61,126976
VPN-001588,2025-09-22T17:57:00+01:00,2025-09-22T17:58:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.54,434176
VPN-001589,2025-09-23T16:44:00+01:00,2025-09-23T16:45:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.7,477184
VPN-001590,2025-09-23T16:52:00+01:00,2025-09-23T16:53:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.62,729088
VPN-001591,2025-09-23T17:45:00+01:00,2025-09-23T17:46:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.16,530432
VPN-001592,2025-09-23T17:02:00+01:00,2025-09-23T17:03:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.72,912384
VPN-001593,2025-09-23T18:43:00+01:00,2025-09-23T18:44:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.29,381952
VPN-001594,2025-09-23T17:39:00+01:00,2025-09-23T17:40:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.97,638976
VPN-001595,2025-09-23T18:29:00+01:00,2025-09-23T18:30:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.6,788480
VPN-001596,2025-09-24T17:07:00+01:00,2025-09-24T17:08:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.42,299008
VPN-001597,2025-09-24T18:45:00+01:00,2025-09-24T18:46:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.65,453632
VPN-001598,2025-09-24T17:48:00+01:00,2025-09-24T17:49:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.95,839680
VPN-001599,2025-09-24T16:54:00+01:00,2025-09-24T16:55:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.44,736256
VPN-001600,2025-09-24T17:43:00+01:00,2025-09-24T17:44:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.46,92160
VPN-001601,2025-09-24T18:27:00+01:00,2025-09-24T18:28:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.52,678912
VPN-001602,2025-09-24T16:01:00+01:00,2025-09-24T16:02:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.5,691200
VPN-001603,2025-09-25T18:06:00+01:00,2025-09-25T18:07:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.37,683008
VPN-001604,2025-09-25T18:56:00+01:00,2025-09-25T18:57:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.3,798720
VPN-001605,2025-09-25T16:25:00+01:00,2025-09-25T16:26:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.60,520192
VPN-001606,2025-09-25T16:30:00+01:00,2025-09-25T16:31:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.33,118784
VPN-001607,2025-09-25T18:49:00+01:00,2025-09-25T18:50:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.93,106496
VPN-001608,2025-09-25T16:14:00+01:00,2025-09-25T16:15:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.23,88064
VPN-001609,2025-09-26T18:44:00+01:00,2025-09-26T18:45:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.7,319488
VPN-001610,2025-09-26T16:49:00+01:00,2025-09-26T16:50:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.60,177152
VPN-001611,2025-09-26T17:44:00+01:00,2025-09-26T17:45:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.10,156672
VPN-001612,2025-09-26T18:56:00+01:00,2025-09-26T18:57:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.74,920576
VPN-001613,2025-09-26T17:58:00+01:00,2025-09-26T18:00:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.72,472064
VPN-001614,2025-09-26T18:25:00+01:00,2025-09-26T18:26:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.79,615424
VPN-001615,2025-09-29T18:22:00+01:00,2025-09-29T18:23:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.36,579584
VPN-001616,2025-09-29T18:50:00+01:00,2025-09-29T18:51:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.8,396288
VPN-001617,2025-09-29T16:20:00+01:00,2025-09-29T16:21:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.84,452608
VPN-001618,2025-09-29T17:04:00+01:00,2025-09-29T17:05:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.77,776192
VPN-001619,2025-09-29T16:38:00+01:00,2025-09-29T16:39:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.35,591872
VPN-001620,2025-09-29T18:35:00+01:00,2025-09-29T18:36:00+01:00,M.OHLIN,gw-sthlm-01,10.24.11.7,259072
VPN-001621,2025-09-29T17:47:00+01:00,2025-09-29T17:48:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.17,648192
VPN-001622,2025-09-30T17:40:00+01:00,2025-09-30T17:41:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.42,680960
VPN-001623,2025-09-30T16:02:00+01:00,2025-09-30T16:03:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.85,73728
VPN-001624,2025-09-30T16:05:00+01:00,2025-09-30T16:06:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.68,600064
VPN-001625,2025-09-30T17:26:00+01:00,2025-09-30T17:27:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.88,409600
VPN-001626,2025-09-30T18:14:00+01:00,2025-09-30T18:15:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.79,165888
VPN-001627,2025-09-30T16:10:00+01:00,2025-09-30T16:11:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.7,865280
VPN-001628,2025-09-30T16:51:00+01:00,2025-09-30T16:52:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.8,194560
VPN-001629,2025-09-30T17:35:00+01:00,2025-09-30T17:36:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.49,896000
VPN-001630,2025-10-01T18:30:00+01:00,2025-10-01T18:31:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.31,755712
VPN-001631,2025-10-01T17:13:00+01:00,2025-10-01T17:14:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.17,232448
VPN-001632,2025-10-01T18:18:00+01:00,2025-10-01T18:19:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.5,708608
VPN-001633,2025-10-01T16:26:00+01:00,2025-10-01T16:27:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.30,468992
VPN-001634,2025-10-01T17:10:00+01:00,2025-10-01T17:11:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.3,797696
VPN-001635,2025-10-01T18:44:00+01:00,2025-10-01T18:45:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.89,486400
VPN-001636,2025-10-01T17:29:00+01:00,2025-10-01T17:30:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.8,412672
VPN-001637,2025-10-02T17:54:00+01:00,2025-10-02T17:55:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.39,74752
VPN-001638,2025-10-02T18:26:00+01:00,2025-10-02T18:27:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.30,308224
VPN-001639,2025-10-02T17:35:00+01:00,2025-10-02T17:36:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.72,640000
VPN-001640,2025-10-02T18:12:00+01:00,2025-10-02T18:13:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.13,709632
VPN-001641,2025-10-02T18:09:00+01:00,2025-10-02T18:10:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.68,751616
VPN-001642,2025-10-02T16:07:00+01:00,2025-10-02T16:08:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.17,183296
VPN-001643,2025-10-02T17:29:00+01:00,2025-10-02T17:30:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.50,673792
VPN-001644,2025-10-03T16:27:00+01:00,2025-10-03T16:28:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.96,291840
VPN-001645,2025-10-03T17:52:00+01:00,2025-10-03T17:53:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.69,146432
VPN-001646,2025-10-03T17:04:00+01:00,2025-10-03T17:05:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.23,465920
VPN-001647,2025-10-03T16:23:00+01:00,2025-10-03T16:24:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.88,708608
VPN-001648,2025-10-03T17:46:00+01:00,2025-10-03T17:47:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.85,93184
VPN-001649,2025-10-03T16:15:00+01:00,2025-10-03T16:16:00+01:00,M.OHLIN,gw-sthlm-01,10.24.11.23,647168
VPN-001650,2025-10-03T16:37:00+01:00,2025-10-03T16:38:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.78,334848
VPN-001651,2025-10-06T17:29:00+01:00,2025-10-06T17:30:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.74,577536
VPN-001652,2025-10-06T16:28:00+01:00,2025-10-06T16:29:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.64,442368
VPN-001653,2025-10-06T18:10:00+01:00,2025-10-06T18:11:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.99,95232
VPN-001654,2025-10-06T18:36:00+01:00,2025-10-06T18:37:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.6,74752
VPN-001655,2025-10-06T16:40:00+01:00,2025-10-06T16:41:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.17,657408
VPN-001656,2025-10-06T16:57:00+01:00,2025-10-06T16:58:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.95,835584
VPN-001657,2025-10-06T17:22:00+01:00,2025-10-06T17:23:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.77,815104
VPN-001658,2025-10-07T18:35:00+01:00,2025-10-07T18:36:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.7,37888
VPN-001659,2025-10-07T17:20:00+01:00,2025-10-07T17:21:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.36,628736
VPN-001660,2025-10-07T18:58:00+01:00,2025-10-07T19:00:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.98,349184
VPN-001661,2025-10-07T16:51:00+01:00,2025-10-07T16:52:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.40,736256
VPN-001662,2025-10-07T18:38:00+01:00,2025-10-07T18:39:00+01:00,M.OHLIN,gw-sthlm-01,10.24.11.35,274432
VPN-001663,2025-10-08T18:59:00+01:00,2025-10-08T19:00:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.63,240640
VPN-001664,2025-10-08T16:45:00+01:00,2025-10-08T16:46:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.50,837632
VPN-001665,2025-10-08T16:09:00+01:00,2025-10-08T16:10:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.73,859136
VPN-001666,2025-10-08T18:23:00+01:00,2025-10-08T18:24:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.65,319488
VPN-001667,2025-10-08T17:53:00+01:00,2025-10-08T17:54:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.57,762880
VPN-001668,2025-10-08T17:23:00+01:00,2025-10-08T17:24:00+01:00,M.OHLIN,gw-sthlm-01,10.24.11.22,338944
VPN-001669,2025-10-09T18:15:00+01:00,2025-10-09T18:16:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.29,37888
VPN-001670,2025-10-09T17:07:00+01:00,2025-10-09T17:08:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.24,493568
VPN-001671,2025-10-09T18:54:00+01:00,2025-10-09T18:55:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.82,177152
VPN-001672,2025-10-09T17:32:00+01:00,2025-10-09T17:33:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.18,666624
VPN-001673,2025-10-09T16:36:00+01:00,2025-10-09T16:37:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.43,896000
VPN-001674,2025-10-09T16:51:00+01:00,2025-10-09T16:52:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.90,360448
VPN-001675,2025-10-09T17:18:00+01:00,2025-10-09T17:19:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.7,347136
VPN-001676,2025-10-10T18:51:00+01:00,2025-10-10T18:52:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.55,181248
VPN-001677,2025-10-10T17:18:00+01:00,2025-10-10T17:19:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.41,515072
VPN-001678,2025-10-10T16:12:00+01:00,2025-10-10T16:13:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.20,413696
VPN-001679,2025-10-10T18:36:00+01:00,2025-10-10T18:37:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.44,869376
VPN-001680,2025-10-10T18:06:00+01:00,2025-10-10T18:07:00+01:00,M.OHLIN,gw-sthlm-01,10.24.11.37,873472
VPN-001681,2025-10-10T16:32:00+01:00,2025-10-10T16:33:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.41,104448
VPN-001682,2025-10-13T16:12:00+01:00,2025-10-13T16:13:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.61,157696
VPN-001683,2025-10-13T16:45:00+01:00,2025-10-13T16:46:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.39,732160
VPN-001684,2025-10-13T18:16:00+01:00,2025-10-13T18:17:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.74,571392
VPN-001685,2025-10-13T18:10:00+01:00,2025-10-13T18:11:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.79,61440
VPN-001686,2025-10-13T16:21:00+01:00,2025-10-13T16:22:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.73,496640
VPN-001687,2025-10-13T16:22:00+01:00,2025-10-13T16:23:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.22,123904
VPN-001688,2025-10-14T16:09:00+01:00,2025-10-14T16:10:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.31,294912
VPN-001689,2025-10-14T18:17:00+01:00,2025-10-14T18:18:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.54,107520
VPN-001690,2025-10-14T17:43:00+01:00,2025-10-14T17:44:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.23,90112
VPN-001691,2025-10-14T16:07:00+01:00,2025-10-14T16:08:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.86,513024
VPN-001692,2025-10-14T18:19:00+01:00,2025-10-14T18:20:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.90,747520
VPN-001693,2025-10-14T18:41:00+01:00,2025-10-14T18:42:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.4,775168
VPN-001694,2025-10-14T18:46:00+01:00,2025-10-14T18:47:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.17,117760
VPN-001695,2025-10-15T18:43:00+01:00,2025-10-15T18:44:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.20,331776
VPN-001696,2025-10-15T17:38:00+01:00,2025-10-15T17:39:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.64,747520
VPN-001697,2025-10-15T16:59:00+01:00,2025-10-15T17:00:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.62,241664
VPN-001698,2025-10-15T17:08:00+01:00,2025-10-15T17:09:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.72,851968
VPN-001699,2025-10-15T18:05:00+01:00,2025-10-15T18:06:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.25,274432
VPN-001700,2025-10-15T16:50:00+01:00,2025-10-15T16:51:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.56,503808
VPN-001701,2025-10-15T17:13:00+01:00,2025-10-15T17:14:00+01:00,M.OHLIN,gw-sthlm-01,10.24.11.10,908288
VPN-001702,2025-10-15T18:29:00+01:00,2025-10-15T18:30:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.67,401408
VPN-001703,2025-10-16T16:12:00+01:00,2025-10-16T16:13:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.46,449536
VPN-001704,2025-10-16T18:30:00+01:00,2025-10-16T18:31:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.29,824320
VPN-001705,2025-10-16T18:36:00+01:00,2025-10-16T18:37:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.77,858112
VPN-001706,2025-10-16T18:22:00+01:00,2025-10-16T18:23:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.11,873472
VPN-001707,2025-10-16T16:18:00+01:00,2025-10-16T16:19:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.20,533504
VPN-001708,2025-10-16T16:13:00+01:00,2025-10-16T16:14:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.60,317440
VPN-001709,2025-10-16T16:02:00+01:00,2025-10-16T16:03:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.24,819200
VPN-001710,2025-10-17T17:43:00+01:00,2025-10-17T17:44:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.94,378880
VPN-001711,2025-10-17T18:16:00+01:00,2025-10-17T18:17:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.71,742400
VPN-001712,2025-10-17T18:30:00+01:00,2025-10-17T18:31:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.82,786432
VPN-001713,2025-10-17T16:22:00+01:00,2025-10-17T16:23:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.20,752640
VPN-001714,2025-10-17T16:16:00+01:00,2025-10-17T16:17:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.78,862208
VPN-001715,2025-10-17T17:10:00+01:00,2025-10-17T17:11:00+01:00,M.OHLIN,gw-sthlm-01,10.24.11.73,253952
VPN-001716,2025-10-17T17:54:00+01:00,2025-10-17T17:55:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.71,229376
VPN-001717,2025-10-20T17:29:00+01:00,2025-10-20T17:30:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.17,166912
VPN-001718,2025-10-20T18:01:00+01:00,2025-10-20T18:02:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.8,206848
VPN-001719,2025-10-20T16:01:00+01:00,2025-10-20T16:02:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.78,577536
VPN-001720,2025-10-20T18:12:00+01:00,2025-10-20T18:13:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.78,626688
VPN-001721,2025-10-20T18:58:00+01:00,2025-10-20T19:00:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.46,548864
VPN-001722,2025-10-20T17:15:00+01:00,2025-10-20T17:16:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.16,706560
VPN-001723,2025-10-21T16:38:00+01:00,2025-10-21T16:39:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.53,27648
VPN-001724,2025-10-21T17:04:00+01:00,2025-10-21T17:05:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.69,151552
VPN-001725,2025-10-21T18:14:00+01:00,2025-10-21T18:15:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.96,437248
VPN-001726,2025-10-21T17:00:00+01:00,2025-10-21T17:01:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.42,736256
VPN-001727,2025-10-21T16:47:00+01:00,2025-10-21T16:48:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.26,745472
VPN-001728,2025-10-21T16:40:00+01:00,2025-10-21T16:41:00+01:00,M.OHLIN,gw-sthlm-01,10.24.11.57,563200
VPN-001729,2025-10-21T18:35:00+01:00,2025-10-21T18:36:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.68,172032
VPN-001730,2025-10-22T18:25:00+01:00,2025-10-22T18:26:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.90,717824
VPN-001731,2025-10-22T17:39:00+01:00,2025-10-22T17:40:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.78,218112
VPN-001732,2025-10-22T17:48:00+01:00,2025-10-22T17:49:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.27,293888
VPN-001733,2025-10-22T16:49:00+01:00,2025-10-22T16:50:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.61,679936
VPN-001734,2025-10-22T16:18:00+01:00,2025-10-22T16:19:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.62,332800
VPN-001735,2025-10-22T16:06:00+01:00,2025-10-22T16:07:00+01:00,M.OHLIN,gw-sthlm-01,10.24.11.96,881664
VPN-001736,2025-10-22T17:44:00+01:00,2025-10-22T17:45:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.56,408576
VPN-001737,2025-10-23T16:36:00+01:00,2025-10-23T16:37:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.62,619520
VPN-001738,2025-10-23T17:16:00+01:00,2025-10-23T17:17:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.53,205824
VPN-001739,2025-10-23T16:13:00+01:00,2025-10-23T16:14:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.44,57344
VPN-001740,2025-10-23T17:50:00+01:00,2025-10-23T17:51:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.20,497664
VPN-001741,2025-10-23T16:51:00+01:00,2025-10-23T16:52:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.25,124928
VPN-001742,2025-10-23T18:56:00+01:00,2025-10-23T18:57:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.94,797696
