invoice_id,vendor_rank,vendor_name,entity_code,invoice_date,period,amount_sek,cadence,msa_id,status,bank_movement_id,diversion_ref
INV-002832,67,NyInvest AB,VG-EE1,2025-04-01,2025-04,323232.83,monthly,MSA-0067,ok,BNK-002832,
INV-002833,67,NyInvest AB,VG-EE1,2025-05-01,2025-05,320912.83,monthly,MSA-0067,ok,BNK-002833,
INV-002834,67,NyInvest AB,VG-EE1,2025-06-01,2025-06,317744.83,monthly,MSA-0067,ok,BNK-002834,
INV-002835,67,NyInvest AB,VG-EE1,2025-07-01,2025-07,323154.83,monthly,MSA-0067,ok,BNK-002835,
INV-002836,67,NyInvest AB,VG-EE1,2025-08-01,2025-08,323300.83,monthly,MSA-0067,ok,BNK-002836,
INV-002837,67,NyInvest AB,VG-EE1,2025-09-01,2025-09,318026.83,monthly,MSA-0067,ok,BNK-002837,
INV-002838,67,NyInvest AB,VG-EE1,2025-10-01,2025-10,319133.83,monthly,MSA-0067,ok,BNK-002838,
INV-002839,67,NyInvest AB,VG-EE1,2025-11-01,2025-11,319978.83,monthly,MSA-0067,ok,BNK-002839,
INV-002840,67,NyInvest AB,VG-EE1,2025-12-01,2025-12,321532.83,monthly,MSA-0067,ok,BNK-002840,
INV-002841,68,HalcyBemanning AB,VG-SE8,2022-01-01,2022-01,949906.25,quarterly,MSA-0068,ok,BNK-002841,
INV-002842,68,HalcyBemanning AB,VG-SE8,2022-04-01,2022-04,949272.25,quarterly,MSA-0068,ok,BNK-002842,
INV-002843,68,HalcyBemanning AB,VG-SE8,2022-07-01,2022-07,951237.25,quarterly,MSA-0068,ok,BNK-002843,
INV-002844,68,HalcyBemanning AB,VG-SE8,2022-10-01,2022-10,949726.25,quarterly,MSA-0068,ok,BNK-002844,
INV-002845,68,HalcyBemanning AB,VG-SE8,2023-01-01,2023-01,947349.25,quarterly,MSA-0068,ok,BNK-002845,
INV-002846,68,HalcyBemanning AB,VG-SE8,2023-04-01,2023-04,952976.25,quarterly,MSA-0068,ok,BNK-002846,
INV-002847,68,HalcyBemanning AB,VG-SE8,2023-07-01,2023-07,947435.25,quarterly,MSA-0068,ok,BNK-002847,
INV-002848,68,HalcyBemanning AB,VG-SE8,2023-10-01,2023-10,947262.25,quarterly,MSA-0068,ok,BNK-002848,
INV-002849,68,HalcyBemanning AB,VG-SE8,2024-01-01,2024-01,946305.25,quarterly,MSA-0068,ok,BNK-002849,
INV-002850,68,HalcyBemanning AB,VG-SE8,2024-04-01,2024-04,952677.25,quarterly,MSA-0068,ok,BNK-002850,
INV-002851,68,HalcyBemanning AB,VG-SE8,2024-07-01,2024-07,947174.25,quarterly,MSA-0068,ok,BNK-002851,
INV-002852,68,HalcyBemanning AB,VG-SE8,2024-10-01,2024-10,948985.25,quarterly,MSA-0068,ok,BNK-002852,
INV-002853,68,HalcyBemanning AB,VG-SE8,2025-01-01,2025-01,951414.25,quarterly,MSA-0068,ok,BNK-002853,
INV-002854,68,HalcyBemanning AB,VG-SE8,2025-04-01,2025-04,953386.25,quarterly,MSA-0068,ok,BNK-002854,
INV-002855,68,HalcyBemanning AB,VG-SE8,2025-07-01,2025-07,948215.25,quarterly,MSA-0068,ok,BNK-002855,
INV-002856,68,HalcyBemanning AB,VG-SE8,2025-10-01,2025-10,951372.25,quarterly,MSA-0068,ok,BNK-002856,
INV-002857,69,CorvidFastighet AB,VG-SE5,2022-01-01,2022-01,315517.17,monthly,MSA-0069,ok,BNK-002857,
INV-002858,69,CorvidFastighet AB,VG-SE5,2022-02-01,2022-02,313638.17,monthly,MSA-0069,ok,BNK-002858,
INV-002859,69,CorvidFastighet AB,VG-SE5,2022-03-01,2022-03,310679.17,monthly,MSA-0069,ok,BNK-002859,
INV-002860,69,CorvidFastighet AB,VG-SE5,2022-04-01,2022-04,311308.17,monthly,MSA-0069,ok,BNK-002860,
INV-002861,69,CorvidFastighet AB,VG-SE5,2022-05-01,2022-05,311021.17,monthly,MSA-0069,ok,BNK-002861,
INV-002862,69,CorvidFastighet AB,VG-SE5,2022-06-01,2022-06,310347.17,monthly,MSA-0069,ok,BNK-002862,
INV-002863,69,CorvidFastighet AB,VG-SE5,2022-07-01,2022-07,314229.17,monthly,MSA-0069,ok,BNK-002863,
INV-002864,69,CorvidFastighet AB,VG-SE5,2022-08-01,2022-08,309567.17,monthly,MSA-0069,ok,BNK-002864,
INV-002865,69,CorvidFastighet AB,VG-SE5,2022-09-01,2022-09,315632.17,monthly,MSA-0069,ok,BNK-002865,
INV-002866,69,CorvidFastighet AB,VG-SE5,2022-10-01,2022-10,312266.17,monthly,MSA-0069,ok,BNK-002866,
INV-002867,69,CorvidFastighet AB,VG-SE5,2022-11-01,2022-11,315449.17,monthly,MSA-0069,ok,BNK-002867,
INV-002868,69,CorvidFastighet AB,VG-SE5,2022-12-01,2022-12,311523.17,monthly,MSA-0069,ok,BNK-002868,
INV-002869,69,CorvidFastighet AB,VG-SE5,2023-01-01,2023-01,309753.17,monthly,MSA-0069,ok,BNK-002869,
INV-002870,69,CorvidFastighet AB,VG-SE5,2023-02-01,2023-02,315964.17,monthly,MSA-0069,ok,BNK-002870,
INV-002871,69,CorvidFastighet AB,VG-SE5,2023-03-01,2023-03,310781.17,monthly,MSA-0069,ok,BNK-002871,
INV-002872,69,CorvidFastighet AB,VG-SE5,2023-04-01,2023-04,311544.17,monthly,MSA-0069,ok,BNK-002872,
INV-002873,69,CorvidFastighet AB,VG-SE5,2023-05-01,2023-05,315061.17,monthly,MSA-0069,ok,BNK-002873,
INV-002874,69,CorvidFastighet AB,VG-SE5,2023-06-01,2023-06,316056.17,monthly,MSA-0069,ok,BNK-002874,
INV-002875,69,CorvidFastighet AB,VG-SE5,2023-07-01,2023-07,316049.17,monthly,MSA-0069,ok,BNK-002875,
INV-002876,69,CorvidFastighet AB,VG-SE5,2023-08-01,2023-08,310077.17,monthly,MSA-0069,ok,BNK-002876,
INV-002877,69,CorvidFastighet AB,VG-SE5,2023-09-01,2023-09,312988.17,monthly,MSA-0069,ok,BNK-002877,
INV-002878,69,CorvidFastighet AB,VG-SE5,2023-10-01,2023-10,311434.17,monthly,MSA-0069,ok,BNK-002878,
INV-002879,69,CorvidFastighet AB,VG-SE5,2023-11-01,2023-11,316052.17,monthly,MSA-0069,ok,BNK-002879,
INV-002880,69,CorvidFastighet AB,VG-SE5,2023-12-01,2023-12,314720.17,monthly,MSA-0069,ok,BNK-002880,
INV-002881,69,CorvidFastighet AB,VG-SE5,2024-01-01,2024-01,309292.17,monthly,MSA-0069,ok,BNK-002881,
INV-002882,69,CorvidFastighet AB,VG-SE5,2024-02-01,2024-02,316011.17,monthly,MSA-0069,ok,BNK-002882,
INV-002883,69,CorvidFastighet AB,VG-SE5,2024-03-01,2024-03,312257.17,monthly,MSA-0069,ok,BNK-002883,
INV-002884,69,CorvidFastighet AB,VG-SE5,2024-04-01,2024-04,312380.17,monthly,MSA-0069,ok,BNK-002884,
INV-002885,69,CorvidFastighet AB,VG-SE5,2024-05-01,2024-05,315525.17,monthly,MSA-0069,ok,BNK-002885,
INV-002886,69,CorvidFastighet AB,VG-SE5,2024-06-01,2024-06,315132.17,monthly,MSA-0069,ok,BNK-002886,
INV-002887,69,CorvidFastighet AB,VG-SE5,2024-07-01,2024-07,312384.17,monthly,MSA-0069,ok,BNK-002887,
INV-002888,69,CorvidFastighet AB,VG-SE5,2024-08-01,2024-08,310077.17,monthly,MSA-0069,ok,BNK-002888,
INV-002889,69,CorvidFastighet AB,VG-SE5,2024-09-01,2024-09,314061.17,monthly,MSA-0069,ok,BNK-002889,
INV-002890,69,CorvidFastighet AB,VG-SE5,2024-10-01,2024-10,312283.17,monthly,MSA-0069,ok,BNK-002890,
INV-002891,69,CorvidFastighet AB,VG-SE5,2024-11-01,2024-11,313356.17,monthly,MSA-0069,ok,BNK-002891,
INV-002892,69,CorvidFastighet AB,VG-SE5,2024-12-01,2024-12,314270.17,monthly,MSA-0069,ok,BNK-002892,
INV-002893,69,CorvidFastighet AB,VG-SE5,2025-01-01,2025-01,314791.17,monthly,MSA-0069,ok,BNK-002893,
INV-002894,69,CorvidFastighet AB,VG-SE5,2025-02-01,2025-02,316281.17,monthly,MSA-0069,ok,BNK-002894,
INV-002895,69,CorvidFastighet AB,VG-SE5,2025-03-01,2025-03,311553.17,monthly,MSA-0069,ok,BNK-002895,
INV-002896,69,CorvidFastighet AB,VG-SE5,2025-04-01,2025-04,313936.17,monthly,MSA-0069,ok,BNK-002896,
INV-002897,69,CorvidFastighet AB,VG-SE5,2025-05-01,2025-05,310728.17,monthly,MSA-0069,ok,BNK-002897,
INV-002898,69,CorvidFastighet AB,VG-SE5,2025-06-01,2025-06,315666.17,monthly,MSA-0069,ok,BNK-002898,
INV-002899,69,CorvidFastighet AB,VG-SE5,2025-07-01,2025-07,316157.17,monthly,MSA-0069,ok,BNK-002899,
INV-002900,69,CorvidFastighet AB,VG-SE5,2025-08-01,2025-08,310358.17,monthly,MSA-0069,ok,BNK-002900,
INV-002901,69,CorvidFastighet AB,VG-SE5,2025-09-01,2025-09,310186.17,monthly,MSA-0069,ok,BNK-002901,
INV-002902,69,CorvidFastighet AB,VG-SE5,2025-10-01,2025-10,311806.17,monthly,MSA-0069,ok,BNK-002902,
INV-002903,69,CorvidFastighet AB,VG-SE5,2025-11-01,2025-11,311513.17,monthly,MSA-0069,ok,BNK-002903,
INV-002904,69,CorvidFastighet AB,VG-SE5,2025-12-01,2025-12,314993.17,monthly,MSA-0069,ok,BNK-002904,
INV-002905,70,VastAdvisory HB,VG-SE10,2022-01-01,2022-01,933573.25,quarterly,MSA-0070,ok,BNK-002905,
INV-002906,70,VastAdvisory HB,VG-SE10,2022-04-01,2022-04,928976.25,quarterly,MSA-0070,ok,BNK-002906,
INV-002907,70,VastAdvisory HB,VG-SE10,2022-07-01,2022-07,934918.25,quarterly,MSA-0070,ok,BNK-002907,
INV-002908,70,VastAdvisory HB,VG-SE10,2022-10-01,2022-10,933370.25,quarterly,MSA-0070,ok,BNK-002908,
INV-002909,70,VastAdvisory HB,VG-SE10,2023-01-01,2023-01,930202.25,quarterly,MSA-0070,ok,BNK-002909,
INV-002910,70,VastAdvisory HB,VG-SE10,2023-04-01,2023-04,936638.25,quarterly,MSA-0070,ok,BNK-002910,
INV-002911,70,VastAdvisory HB,VG-SE10,2023-07-01,2023-07,932783.25,quarterly,MSA-0070,ok,BNK-002911,
INV-002912,70,VastAdvisory HB,VG-SE10,2023-10-01,2023-10,931635.25,quarterly,MSA-0070,ok,BNK-002912,
INV-002913,70,VastAdvisory HB,VG-SE10,2024-01-01,2024-01,930894.25,quarterly,MSA-0070,ok,BNK-002913,
INV-002914,70,VastAdvisory HB,VG-SE10,2024-04-01,2024-04,930787.25,quarterly,MSA-0070,ok,BNK-002914,
INV-002915,70,VastAdvisory HB,VG-SE10,2024-07-01,2024-07,934446.25,quarterly,MSA-0070,ok,BNK-002915,
INV-002916,70,VastAdvisory HB,VG-SE10,2024-10-01,2024-10,932787.25,quarterly,MSA-0070,ok,BNK-002916,
INV-002917,70,VastAdvisory HB,VG-SE10,2025-01-01,2025-01,936490.25,quarterly,MSA-0070,ok,BNK-002917,
INV-002918,70,VastAdvisory HB,VG-SE10,2025-04-01,2025-04,936634.25,quarterly,MSA-0070,ok,BNK-002918,
INV-002919,70,VastAdvisory HB,VG-SE10,2025-07-01,2025-07,928911.25,quarterly,MSA-0070,ok,BNK-002919,
INV-002920,70,VastAdvisory HB,VG-SE10,2025-10-01,2025-10,930996.25,quarterly,MSA-0070,ok,BNK-002920,
INV-002921,71,LoPartners AB,VG-SE5,2022-01-15,2022-01,3702570,annual,MSA-0071,ok,BNK-002921,
INV-002922,71,LoPartners AB,VG-SE5,2023-01-15,2023-01,3700261,annual,MSA-0071,ok,BNK-002922,
INV-002923,71,LoPartners AB,VG-SE5,2024-01-15,2024-01,3700857,annual,MSA-0071,ok,BNK-002923,
INV-002924,71,LoPartners AB,VG-SE5,2025-01-15,2025-01,3702919,annual,MSA-0071,ok,BNK-002924,
INV-002925,72,Stral Systems AB,VG-SE4,2022-01-15,2022-01,3662198,annual,MSA-0072,ok,BNK-002925,
INV-002926,72,Stral Systems AB,VG-SE4,2023-01-15,2023-01,3661884,annual,MSA-0072,ok,BNK-002926,
INV-002927,72,Stral Systems AB,VG-SE4,2024-01-15,2024-01,3660495,annual,MSA-0072,ok,BNK-002927,
INV-002928,72,Stral Systems AB,VG-SE4,2025-01-15,2025-01,3666489,annual,MSA-0072,ok,BNK-002928,
INV-002929,73,VastMedia HB,VG-SE7,2022-01-01,2022-01,304485.83,monthly,MSA-0073,ok,BNK-002929,
INV-002930,73,VastMedia HB,VG-SE7,2022-02-01,2022-02,305650.83,monthly,MSA-0073,ok,BNK-002930,
INV-002931,73,VastMedia HB,VG-SE7,2022-03-01,2022-03,307212.83,monthly,MSA-0073,ok,BNK-002931,
INV-002932,73,VastMedia HB,VG-SE7,2022-04-01,2022-04,299720.83,monthly,MSA-0073,ok,BNK-002932,
INV-002933,73,VastMedia HB,VG-SE7,2022-05-01,2022-05,301154.83,monthly,MSA-0073,ok,BNK-002933,
INV-002934,73,VastMedia HB,VG-SE7,2022-06-01,2022-06,301481.83,monthly,MSA-0073,ok,BNK-002934,
INV-002935,73,VastMedia HB,VG-SE7,2022-07-01,2022-07,299626.83,monthly,MSA-0073,ok,BNK-002935,
INV-002936,73,VastMedia HB,VG-SE7,2022-08-01,2022-08,299499.83,monthly,MSA-0073,ok,BNK-002936,
INV-002937,73,VastMedia HB,VG-SE7,2022-09-01,2022-09,306900.83,monthly,MSA-0073,ok,BNK-002937,
INV-002938,73,VastMedia HB,VG-SE7,2022-10-01,2022-10,301619.83,monthly,MSA-0073,ok,BNK-002938,
INV-002939,73,VastMedia HB,VG-SE7,2022-11-01,2022-11,302640.83,monthly,MSA-0073,ok,BNK-002939,
INV-002940,73,VastMedia HB,VG-SE7,2022-12-01,2022-12,303615.83,monthly,MSA-0073,ok,BNK-002940,
INV-002941,73,VastMedia HB,VG-SE7,2023-01-01,2023-01,301550.83,monthly,MSA-0073,ok,BNK-002941,
INV-002942,73,VastMedia HB,VG-SE7,2023-02-01,2023-02,303668.83,monthly,MSA-0073,ok,BNK-002942,
INV-002943,73,VastMedia HB,VG-SE7,2023-03-01,2023-03,304656.83,monthly,MSA-0073,ok,BNK-002943,
INV-002944,73,VastMedia HB,VG-SE7,2023-04-01,2023-04,300076.83,monthly,MSA-0073,ok,BNK-002944,
INV-002945,73,VastMedia HB,VG-SE7,2023-05-01,2023-05,304250.83,monthly,MSA-0073,ok,BNK-002945,
INV-002946,73,VastMedia HB,VG-SE7,2023-06-01,2023-06,300544.83,monthly,MSA-0073,ok,BNK-002946,
INV-002947,73,VastMedia HB,VG-SE7,2023-07-01,2023-07,305995.83,monthly,MSA-0073,ok,BNK-002947,
INV-002948,73,VastMedia HB,VG-SE7,2023-08-01,2023-08,299630.83,monthly,MSA-0073,ok,BNK-002948,
INV-002949,73,VastMedia HB,VG-SE7,2023-09-01,2023-09,306432.83,monthly,MSA-0073,ok,BNK-002949,
INV-002950,73,VastMedia HB,VG-SE7,2023-10-01,2023-10,300010.83,monthly,MSA-0073,ok,BNK-002950,
INV-002951,73,VastMedia HB,VG-SE7,2023-11-01,2023-11,300772.83,monthly,MSA-0073,ok,BNK-002951,
INV-002952,73,VastMedia HB,VG-SE7,2023-12-01,2023-12,300553.83,monthly,MSA-0073,ok,BNK-002952,
INV-002953,73,VastMedia HB,VG-SE7,2024-01-01,2024-01,302646.83,monthly,MSA-0073,ok,BNK-002953,
INV-002954,73,VastMedia HB,VG-SE7,2024-02-01,2024-02,304809.83,monthly,MSA-0073,ok,BNK-002954,
INV-002955,73,VastMedia HB,VG-SE7,2024-03-01,2024-03,299897.83,monthly,MSA-0073,ok,BNK-002955,
INV-002956,73,VastMedia HB,VG-SE7,2024-04-01,2024-04,305108.83,monthly,MSA-0073,ok,BNK-002956,
INV-002957,73,VastMedia HB,VG-SE7,2024-05-01,2024-05,301825.83,monthly,MSA-0073,ok,BNK-002957,
INV-002958,73,VastMedia HB,VG-SE7,2024-06-01,2024-06,300253.83,monthly,MSA-0073,ok,BNK-002958,
INV-002959,73,VastMedia HB,VG-SE7,2024-07-01,2024-07,302917.83,monthly,MSA-0073,ok,BNK-002959,
INV-002960,73,VastMedia HB,VG-SE7,2024-08-01,2024-08,306417.83,monthly,MSA-0073,ok,BNK-002960,
INV-002961,73,VastMedia HB,VG-SE7,2024-09-01,2024-09,302489.83,monthly,MSA-0073,ok,BNK-002961,
INV-002962,73,VastMedia HB,VG-SE7,2024-10-01,2024-10,306512.83,monthly,MSA-0073,ok,BNK-002962,
INV-002963,73,VastMedia HB,VG-SE7,2024-11-01,2024-11,300189.83,monthly,MSA-0073,ok,BNK-002963,
INV-002964,73,VastMedia HB,VG-SE7,2024-12-01,2024-12,303756.83,monthly,MSA-0073,ok,BNK-002964,
INV-002965,73,VastMedia HB,VG-SE7,2025-01-01,2025-01,303485.83,monthly,MSA-0073,ok,BNK-002965,
INV-002966,73,VastMedia HB,VG-SE7,2025-02-01,2025-02,305011.83,monthly,MSA-0073,ok,BNK-002966,
INV-002967,73,VastMedia HB,VG-SE7,2025-03-01,2025-03,303880.83,monthly,MSA-0073,ok,BNK-002967,
INV-002968,73,VastMedia HB,VG-SE7,2025-04-01,2025-04,299393.83,monthly,MSA-0073,ok,BNK-002968,
INV-002969,73,VastMedia HB,VG-SE7,2025-05-01,2025-05,306032.83,monthly,MSA-0073,ok,BNK-002969,
INV-002970,73,VastMedia HB,VG-SE7,2025-06-01,2025-06,301596.83,monthly,MSA-0073,ok,BNK-002970,
INV-002971,73,VastMedia HB,VG-SE7,2025-07-01,2025-07,301635.83,monthly,MSA-0073,ok,BNK-002971,
INV-002972,73,VastMedia HB,VG-SE7,2025-08-01,2025-08,303342.83,monthly,MSA-0073,ok,BNK-002972,
INV-002973,73,VastMedia HB,VG-SE7,2025-09-01,2025-09,301486.83,monthly,MSA-0073,ok,BNK-002973,
INV-002974,73,VastMedia HB,VG-SE7,2025-10-01,2025-10,300327.83,monthly,MSA-0073,ok,BNK-002974,
INV-002975,73,VastMedia HB,VG-SE7,2025-11-01,2025-11,303806.83,monthly,MSA-0073,ok,BNK-002975,
INV-002976,73,VastMedia HB,VG-SE7,2025-12-01,2025-12,303224.83,monthly,MSA-0073,ok,BNK-002976,
INV-002977,74,StjarnSolutions AB,VG-SE8,2022-01-15,2022-01,3594534,annual,MSA-0074,ok,BNK-002977,
INV-002978,74,StjarnSolutions AB,VG-SE8,2023-01-15,2023-01,3595861,annual,MSA-0074,ok,BNK-002978,
INV-002979,74,StjarnSolutions AB,VG-SE8,2024-01-15,2024-01,3592376,annual,MSA-0074,ok,BNK-002979,
INV-002980,74,StjarnSolutions AB,VG-SE8,2025-01-15,2025-01,3591606,annual,MSA-0074,ok,BNK-002980,
INV-002981,75,BlaBemanning HB,VG-SE3,2022-01-01,2022-01,296373.92,monthly,MSA-0075,ok,BNK-002981,
INV-002982,75,BlaBemanning HB,VG-SE3,2022-02-01,2022-02,292692.92,monthly,MSA-0075,ok,BNK-002982,
INV-002983,75,BlaBemanning HB,VG-SE3,2022-03-01,2022-03,299102.92,monthly,MSA-0075,ok,BNK-002983,
INV-002984,75,BlaBemanning HB,VG-SE3,2022-04-01,2022-04,295760.92,monthly,MSA-0075,ok,BNK-002984,
INV-002985,75,BlaBemanning HB,VG-SE3,2022-05-01,2022-05,293182.92,monthly,MSA-0075,ok,BNK-002985,
INV-002986,75,BlaBemanning HB,VG-SE3,2022-06-01,2022-06,295028.92,monthly,MSA-0075,ok,BNK-002986,
INV-002987,75,BlaBemanning HB,VG-SE3,2022-07-01,2022-07,292257.92,monthly,MSA-0075,ok,BNK-002987,
INV-002988,75,BlaBemanning HB,VG-SE3,2022-08-01,2022-08,296261.92,monthly,MSA-0075,ok,BNK-002988,
INV-002989,75,BlaBemanning HB,VG-SE3,2022-09-01,2022-09,294471.92,monthly,MSA-0075,ok,BNK-002989,
INV-002990,75,BlaBemanning HB,VG-SE3,2022-10-01,2022-10,296989.92,monthly,MSA-0075,ok,BNK-002990,
INV-002991,75,BlaBemanning HB,VG-SE3,2022-11-01,2022-11,294817.92,monthly,MSA-0075,ok,BNK-002991,
INV-002992,75,BlaBemanning HB,VG-SE3,2022-12-01,2022-12,297863.92,monthly,MSA-0075,ok,BNK-002992,
INV-002993,75,BlaBemanning HB,VG-SE3,2023-01-01,2023-01,294873.92,monthly,MSA-0075,ok,BNK-002993,
INV-002994,75,BlaBemanning HB,VG-SE3,2023-02-01,2023-02,298092.92,monthly,MSA-0075,ok,BNK-002994,
INV-002995,75,BlaBemanning HB,VG-SE3,2023-03-01,2023-03,292446.92,monthly,MSA-0075,ok,BNK-002995,
INV-002996,75,BlaBemanning HB,VG-SE3,2023-04-01,2023-04,295200.92,monthly,MSA-0075,ok,BNK-002996,
INV-002997,75,BlaBemanning HB,VG-SE3,2023-05-01,2023-05,298706.92,monthly,MSA-0075,ok,BNK-002997,
INV-002998,75,BlaBemanning HB,VG-SE3,2023-06-01,2023-06,291928.92,monthly,MSA-0075,ok,BNK-002998,
INV-002999,75,BlaBemanning HB,VG-SE3,2023-07-01,2023-07,297911.92,monthly,MSA-0075,ok,BNK-002999,
INV-003000,75,BlaBemanning HB,VG-SE3,2023-08-01,2023-08,291941.92,monthly,MSA-0075,ok,BNK-003000,
INV-003001,75,BlaBemanning HB,VG-SE3,2023-09-01,2023-09,296174.92,monthly,MSA-0075,ok,BNK-003001,
INV-003002,75,BlaBemanning HB,VG-SE3,2023-10-01,2023-10,292866.92,monthly,MSA-0075,ok,BNK-003002,
INV-003003,75,BlaBemanning HB,VG-SE3,2023-11-01,2023-11,298232.92,monthly,MSA-0075,ok,BNK-003003,
INV-003004,75,BlaBemanning HB,VG-SE3,2023-12-01,2023-12,294811.92,monthly,MSA-0075,ok,BNK-003004,
INV-003005,75,BlaBemanning HB,VG-SE3,2024-01-01,2024-01,298902.92,monthly,MSA-0075,ok,BNK-003005,
INV-003006,75,BlaBemanning HB,VG-SE3,2024-02-01,2024-02,296155.92,monthly,MSA-0075,ok,BNK-003006,
INV-003007,75,BlaBemanning HB,VG-SE3,2024-03-01,2024-03,292539.92,monthly,MSA-0075,ok,BNK-003007,
INV-003008,75,BlaBemanning HB,VG-SE3,2024-04-01,2024-04,299354.92,monthly,MSA-0075,ok,BNK-003008,
INV-003009,75,BlaBemanning HB,VG-SE3,2024-05-01,2024-05,297230.92,monthly,MSA-0075,ok,BNK-003009,
INV-003010,75,BlaBemanning HB,VG-SE3,2024-06-01,2024-06,297158.92,monthly,MSA-0075,ok,BNK-003010,
INV-003011,75,BlaBemanning HB,VG-SE3,2024-07-01,2024-07,294439.92,monthly,MSA-0075,ok,BNK-003011,
INV-003012,75,BlaBemanning HB,VG-SE3,2024-08-01,2024-08,292523.92,monthly,MSA-0075,ok,BNK-003012,
INV-003013,75,BlaBemanning HB,VG-SE3,2024-09-01,2024-09,293220.92,monthly,MSA-0075,ok,BNK-003013,
INV-003014,75,BlaBemanning HB,VG-SE3,2024-10-01,2024-10,299357.92,monthly,MSA-0075,ok,BNK-003014,
INV-003015,75,BlaBemanning HB,VG-SE3,2024-11-01,2024-11,298189.92,monthly,MSA-0075,ok,BNK-003015,
INV-003016,75,BlaBemanning HB,VG-SE3,2024-12-01,2024-12,295764.92,monthly,MSA-0075,ok,BNK-003016,
INV-003017,75,BlaBemanning HB,VG-SE3,2025-01-01,2025-01,297925.92,monthly,MSA-0075,ok,BNK-003017,
INV-003018,75,BlaBemanning HB,VG-SE3,2025-02-01,2025-02,299215.92,monthly,MSA-0075,ok,BNK-003018,
INV-003019,75,BlaBemanning HB,VG-SE3,2025-03-01,2025-03,293012.92,monthly,MSA-0075,ok,BNK-003019,
INV-003020,75,BlaBemanning HB,VG-SE3,2025-04-01,2025-04,298177.92,monthly,MSA-0075,ok,BNK-003020,
INV-003021,75,BlaBemanning HB,VG-SE3,2025-05-01,2025-05,297400.92,monthly,MSA-0075,ok,BNK-003021,
INV-003022,75,BlaBemanning HB,VG-SE3,2025-06-01,2025-06,299249.92,monthly,MSA-0075,ok,BNK-003022,
INV-003023,75,BlaBemanning HB,VG-SE3,2025-07-01,2025-07,296904.92,monthly,MSA-0075,ok,BNK-003023,
INV-003024,75,BlaBemanning HB,VG-SE3,2025-08-01,2025-08,299309.92,monthly,MSA-0075,ok,BNK-003024,
INV-003025,75,BlaBemanning HB,VG-SE3,2025-09-01,2025-09,296385.92,monthly,MSA-0075,ok,BNK-003025,
INV-003026,75,BlaBemanning HB,VG-SE3,2025-10-01,2025-10,292070.92,monthly,MSA-0075,ok,BNK-003026,
INV-003027,75,BlaBemanning HB,VG-SE3,2025-11-01,2025-11,296269.92,monthly,MSA-0075,ok,BNK-003027,
INV-003028,75,BlaBemanning HB,VG-SE3,2025-12-01,2025-12,298267.92,monthly,MSA-0075,ok,BNK-003028,
INV-003029,76,SundGroup OU,VG-SE4,2022-01-01,2022-01,289867.08,monthly,MSA-0076,ok,BNK-003029,
INV-003030,76,SundGroup OU,VG-SE4,2022-02-01,2022-02,289813.08,monthly,MSA-0076,ok,BNK-003030,
INV-003031,76,SundGroup OU,VG-SE4,2022-03-01,2022-03,292228.08,monthly,MSA-0076,ok,BNK-003031,
INV-003032,76,SundGroup OU,VG-SE4,2022-04-01,2022-04,296593.08,monthly,MSA-0076,ok,BNK-003032,
INV-003033,76,SundGroup OU,VG-SE4,2022-05-01,2022-05,292153.08,monthly,MSA-0076,ok,BNK-003033,
INV-003034,76,SundGroup OU,VG-SE4,2022-06-01,2022-06,289071.08,monthly,MSA-0076,ok,BNK-003034,
INV-003035,76,SundGroup OU,VG-SE4,2022-07-01,2022-07,290238.08,monthly,MSA-0076,ok,BNK-003035,
INV-003036,76,SundGroup OU,VG-SE4,2022-08-01,2022-08,291313.08,monthly,MSA-0076,ok,BNK-003036,
INV-003037,76,SundGroup OU,VG-SE4,2022-09-01,2022-09,293894.08,monthly,MSA-0076,ok,BNK-003037,
INV-003038,76,SundGroup OU,VG-SE4,2022-10-01,2022-10,295941.08,monthly,MSA-0076,ok,BNK-003038,
INV-003039,76,SundGroup OU,VG-SE4,2022-11-01,2022-11,291860.08,monthly,MSA-0076,ok,BNK-003039,
INV-003040,76,SundGroup OU,VG-SE4,2022-12-01,2022-12,294896.08,monthly,MSA-0076,ok,BNK-003040,
INV-003041,76,SundGroup OU,VG-SE4,2023-01-01,2023-01,293648.08,monthly,MSA-0076,ok,BNK-003041,
INV-003042,76,SundGroup OU,VG-SE4,2023-02-01,2023-02,294854.08,monthly,MSA-0076,ok,BNK-003042,
INV-003043,76,SundGroup OU,VG-SE4,2023-03-01,2023-03,291623.08,monthly,MSA-0076,ok,BNK-003043,
INV-003044,76,SundGroup OU,VG-SE4,2023-04-01,2023-04,289084.08,monthly,MSA-0076,ok,BNK-003044,
INV-003045,76,SundGroup OU,VG-SE4,2023-05-01,2023-05,296727.08,monthly,MSA-0076,ok,BNK-003045,
INV-003046,76,SundGroup OU,VG-SE4,2023-06-01,2023-06,291431.08,monthly,MSA-0076,ok,BNK-003046,
INV-003047,76,SundGroup OU,VG-SE4,2023-07-01,2023-07,293274.08,monthly,MSA-0076,ok,BNK-003047,
INV-003048,76,SundGroup OU,VG-SE4,2023-08-01,2023-08,295434.08,monthly,MSA-0076,ok,BNK-003048,
INV-003049,76,SundGroup OU,VG-SE4,2023-09-01,2023-09,296178.08,monthly,MSA-0076,ok,BNK-003049,
INV-003050,76,SundGroup OU,VG-SE4,2023-10-01,2023-10,288876.08,monthly,MSA-0076,ok,BNK-003050,
