je_id,posting_date,entity_code,account_code,account_name,debit_sek,credit_sek,memo,source_ref
JE-005491,2025-02-01,VG-SE9,6550,Consulting & services,331175.33,0,AP HalcyNordic HB,INV-002746
JE-005492,2025-02-01,VG-SE9,1930,Bank,0,331175.33,Payment HalcyNordic HB,BNK-002746
JE-005493,2025-03-01,VG-SE9,6550,Consulting & services,332658.33,0,AP HalcyNordic HB,INV-002747
JE-005494,2025-03-01,VG-SE9,1930,Bank,0,332658.33,Payment HalcyNordic HB,BNK-002747
JE-005495,2025-04-01,VG-SE9,6550,Consulting & services,333234.33,0,AP HalcyNordic HB,INV-002748
JE-005496,2025-04-01,VG-SE9,1930,Bank,0,333234.33,Payment HalcyNordic HB,BNK-002748
JE-005497,2025-05-01,VG-SE9,6550,Consulting & services,330031.33,0,AP HalcyNordic HB,INV-002749
JE-005498,2025-05-01,VG-SE9,1930,Bank,0,330031.33,Payment HalcyNordic HB,BNK-002749
JE-005499,2025-06-01,VG-SE9,6550,Consulting & services,336053.33,0,AP HalcyNordic HB,INV-002750
JE-005500,2025-06-01,VG-SE9,1930,Bank,0,336053.33,Payment HalcyNordic HB,BNK-002750
JE-005501,2025-07-01,VG-SE9,6550,Consulting & services,334264.33,0,AP HalcyNordic HB,INV-002751
JE-005502,2025-07-01,VG-SE9,1930,Bank,0,334264.33,Payment HalcyNordic HB,BNK-002751
JE-005503,2025-08-01,VG-SE9,6550,Consulting & services,337994.33,0,AP HalcyNordic HB,INV-002752
JE-005504,2025-08-01,VG-SE9,1930,Bank,0,337994.33,Payment HalcyNordic HB,BNK-002752
JE-005505,2025-09-01,VG-SE9,6550,Consulting & services,336416.33,0,AP HalcyNordic HB,INV-002753
JE-005506,2025-09-01,VG-SE9,1930,Bank,0,336416.33,Payment HalcyNordic HB,BNK-002753
JE-005507,2025-10-01,VG-SE9,6550,Consulting & services,335908.33,0,AP HalcyNordic HB,INV-002754
JE-005508,2025-10-01,VG-SE9,1930,Bank,0,335908.33,Payment HalcyNordic HB,BNK-002754
JE-005509,2025-11-01,VG-SE9,6550,Consulting & services,336428.33,0,AP HalcyNordic HB,INV-002755
JE-005510,2025-11-01,VG-SE9,1930,Bank,0,336428.33,Payment HalcyNordic HB,BNK-002755
JE-005511,2025-12-01,VG-SE9,6550,Consulting & services,330364.33,0,AP HalcyNordic HB,INV-002756
JE-005512,2025-12-01,VG-SE9,1930,Bank,0,330364.33,Payment HalcyNordic HB,BNK-002756
JE-005513,2022-01-15,VG-EE1,6550,Consulting & services,3968416,0,AP Fors Partners AB,INV-002757
JE-005514,2022-01-15,VG-EE1,1930,Bank,0,3968416,Payment Fors Partners AB,BNK-002757
JE-005515,2023-01-15,VG-EE1,6550,Consulting & services,3968504,0,AP Fors Partners AB,INV-002758
JE-005516,2023-01-15,VG-EE1,1930,Bank,0,3968504,Payment Fors Partners AB,BNK-002758
JE-005517,2024-01-15,VG-EE1,6550,Consulting & services,3969076,0,AP Fors Partners AB,INV-002759
JE-005518,2024-01-15,VG-EE1,1930,Bank,0,3969076,Payment Fors Partners AB,BNK-002759
JE-005519,2025-01-15,VG-EE1,6550,Consulting & services,3964098,0,AP Fors Partners AB,INV-002760
JE-005520,2025-01-15,VG-EE1,1930,Bank,0,3964098,Payment Fors Partners AB,BNK-002760
JE-005521,2022-01-01,VG-SE11,6550,Consulting & services,980380.0,0,AP ForsTeknik AB,INV-002761
JE-005522,2022-01-01,VG-SE11,1930,Bank,0,980380.0,Payment ForsTeknik AB,BNK-002761
JE-005523,2022-04-01,VG-SE11,6550,Consulting & services,987303.0,0,AP ForsTeknik AB,INV-002762
JE-005524,2022-04-01,VG-SE11,1930,Bank,0,987303.0,Payment ForsTeknik AB,BNK-002762
JE-005525,2022-07-01,VG-SE11,6550,Consulting & services,983331.0,0,AP ForsTeknik AB,INV-002763
JE-005526,2022-07-01,VG-SE11,1930,Bank,0,983331.0,Payment ForsTeknik AB,BNK-002763
JE-005527,2022-10-01,VG-SE11,6550,Consulting & services,987962.0,0,AP ForsTeknik AB,INV-002764
JE-005528,2022-10-01,VG-SE11,1930,Bank,0,987962.0,Payment ForsTeknik AB,BNK-002764
JE-005529,2023-01-01,VG-SE11,6550,Consulting & services,983002.0,0,AP ForsTeknik AB,INV-002765
JE-005530,2023-01-01,VG-SE11,1930,Bank,0,983002.0,Payment ForsTeknik AB,BNK-002765
JE-005531,2023-04-01,VG-SE11,6550,Consulting & services,986927.0,0,AP ForsTeknik AB,INV-002766
JE-005532,2023-04-01,VG-SE11,1930,Bank,0,986927.0,Payment ForsTeknik AB,BNK-002766
JE-005533,2023-07-01,VG-SE11,6550,Consulting & services,982277.0,0,AP ForsTeknik AB,INV-002767
JE-005534,2023-07-01,VG-SE11,1930,Bank,0,982277.0,Payment ForsTeknik AB,BNK-002767
JE-005535,2023-10-01,VG-SE11,6550,Consulting & services,987774.0,0,AP ForsTeknik AB,INV-002768
JE-005536,2023-10-01,VG-SE11,1930,Bank,0,987774.0,Payment ForsTeknik AB,BNK-002768
JE-005537,2024-01-01,VG-SE11,6550,Consulting & services,981867.0,0,AP ForsTeknik AB,INV-002769
JE-005538,2024-01-01,VG-SE11,1930,Bank,0,981867.0,Payment ForsTeknik AB,BNK-002769
JE-005539,2024-04-01,VG-SE11,6550,Consulting & services,987908.0,0,AP ForsTeknik AB,INV-002770
JE-005540,2024-04-01,VG-SE11,1930,Bank,0,987908.0,Payment ForsTeknik AB,BNK-002770
JE-005541,2024-07-01,VG-SE11,6550,Consulting & services,987860.0,0,AP ForsTeknik AB,INV-002771
JE-005542,2024-07-01,VG-SE11,1930,Bank,0,987860.0,Payment ForsTeknik AB,BNK-002771
JE-005543,2024-10-01,VG-SE11,6550,Consulting & services,980255.0,0,AP ForsTeknik AB,INV-002772
JE-005544,2024-10-01,VG-SE11,1930,Bank,0,980255.0,Payment ForsTeknik AB,BNK-002772
JE-005545,2025-01-01,VG-SE11,6550,Consulting & services,985054.0,0,AP ForsTeknik AB,INV-002773
JE-005546,2025-01-01,VG-SE11,1930,Bank,0,985054.0,Payment ForsTeknik AB,BNK-002773
JE-005547,2025-04-01,VG-SE11,6550,Consulting & services,986047.0,0,AP ForsTeknik AB,INV-002774
JE-005548,2025-04-01,VG-SE11,1930,Bank,0,986047.0,Payment ForsTeknik AB,BNK-002774
JE-005549,2025-07-01,VG-SE11,6550,Consulting & services,982233.0,0,AP ForsTeknik AB,INV-002775
JE-005550,2025-07-01,VG-SE11,1930,Bank,0,982233.0,Payment ForsTeknik AB,BNK-002775
JE-005551,2025-10-01,VG-SE11,6550,Consulting & services,986406.0,0,AP ForsTeknik AB,INV-002776
JE-005552,2025-10-01,VG-SE11,1930,Bank,0,986406.0,Payment ForsTeknik AB,BNK-002776
JE-005553,2022-01-01,VG-SE6,6550,Consulting & services,978644.5,0,AP Halcy Bemanning AB,INV-002777
JE-005554,2022-01-01,VG-SE6,1930,Bank,0,978644.5,Payment Halcy Bemanning AB,BNK-002777
JE-005555,2022-04-01,VG-SE6,6550,Consulting & services,970908.5,0,AP Halcy Bemanning AB,INV-002778
JE-005556,2022-04-01,VG-SE6,1930,Bank,0,970908.5,Payment Halcy Bemanning AB,BNK-002778
JE-005557,2022-07-01,VG-SE6,6550,Consulting & services,971203.5,0,AP Halcy Bemanning AB,INV-002779
JE-005558,2022-07-01,VG-SE6,1930,Bank,0,971203.5,Payment Halcy Bemanning AB,BNK-002779
JE-005559,2022-10-01,VG-SE6,6550,Consulting & services,972777.5,0,AP Halcy Bemanning AB,INV-002780
JE-005560,2022-10-01,VG-SE6,1930,Bank,0,972777.5,Payment Halcy Bemanning AB,BNK-002780
JE-005561,2023-01-01,VG-SE6,6550,Consulting & services,977548.5,0,AP Halcy Bemanning AB,INV-002781
JE-005562,2023-01-01,VG-SE6,1930,Bank,0,977548.5,Payment Halcy Bemanning AB,BNK-002781
JE-005563,2023-04-01,VG-SE6,6550,Consulting & services,976354.5,0,AP Halcy Bemanning AB,INV-002782
JE-005564,2023-04-01,VG-SE6,1930,Bank,0,976354.5,Payment Halcy Bemanning AB,BNK-002782
JE-005565,2023-07-01,VG-SE6,6550,Consulting & services,975076.5,0,AP Halcy Bemanning AB,INV-002783
JE-005566,2023-07-01,VG-SE6,1930,Bank,0,975076.5,Payment Halcy Bemanning AB,BNK-002783
JE-005567,2023-10-01,VG-SE6,6550,Consulting & services,971386.5,0,AP Halcy Bemanning AB,INV-002784
JE-005568,2023-10-01,VG-SE6,1930,Bank,0,971386.5,Payment Halcy Bemanning AB,BNK-002784
JE-005569,2024-01-01,VG-SE6,6550,Consulting & services,974496.5,0,AP Halcy Bemanning AB,INV-002785
JE-005570,2024-01-01,VG-SE6,1930,Bank,0,974496.5,Payment Halcy Bemanning AB,BNK-002785
JE-005571,2024-04-01,VG-SE6,6550,Consulting & services,975302.5,0,AP Halcy Bemanning AB,INV-002786
JE-005572,2024-04-01,VG-SE6,1930,Bank,0,975302.5,Payment Halcy Bemanning AB,BNK-002786
JE-005573,2024-07-01,VG-SE6,6550,Consulting & services,974014.5,0,AP Halcy Bemanning AB,INV-002787
JE-005574,2024-07-01,VG-SE6,1930,Bank,0,974014.5,Payment Halcy Bemanning AB,BNK-002787
JE-005575,2024-10-01,VG-SE6,6550,Consulting & services,978456.5,0,AP Halcy Bemanning AB,INV-002788
JE-005576,2024-10-01,VG-SE6,1930,Bank,0,978456.5,Payment Halcy Bemanning AB,BNK-002788
JE-005577,2025-01-01,VG-SE6,6550,Consulting & services,974309.5,0,AP Halcy Bemanning AB,INV-002789
JE-005578,2025-01-01,VG-SE6,1930,Bank,0,974309.5,Payment Halcy Bemanning AB,BNK-002789
JE-005579,2025-04-01,VG-SE6,6550,Consulting & services,971529.5,0,AP Halcy Bemanning AB,INV-002790
JE-005580,2025-04-01,VG-SE6,1930,Bank,0,971529.5,Payment Halcy Bemanning AB,BNK-002790
JE-005581,2025-07-01,VG-SE6,6550,Consulting & services,978114.5,0,AP Halcy Bemanning AB,INV-002791
JE-005582,2025-07-01,VG-SE6,1930,Bank,0,978114.5,Payment Halcy Bemanning AB,BNK-002791
JE-005583,2025-10-01,VG-SE6,6550,Consulting & services,972963.5,0,AP Halcy Bemanning AB,INV-002792
JE-005584,2025-10-01,VG-SE6,1930,Bank,0,972963.5,Payment Halcy Bemanning AB,BNK-002792
JE-005585,2022-01-01,VG-EE1,6550,Consulting & services,317446.83,0,AP NyInvest AB,INV-002793
JE-005586,2022-01-01,VG-EE1,1930,Bank,0,317446.83,Payment NyInvest AB,BNK-002793
JE-005587,2022-02-01,VG-EE1,6550,Consulting & services,318402.83,0,AP NyInvest AB,INV-002794
JE-005588,2022-02-01,VG-EE1,1930,Bank,0,318402.83,Payment NyInvest AB,BNK-002794
JE-005589,2022-03-01,VG-EE1,6550,Consulting & services,317312.83,0,AP NyInvest AB,INV-002795
JE-005590,2022-03-01,VG-EE1,1930,Bank,0,317312.83,Payment NyInvest AB,BNK-002795
JE-005591,2022-04-01,VG-EE1,6550,Consulting & services,319849.83,0,AP NyInvest AB,INV-002796
JE-005592,2022-04-01,VG-EE1,1930,Bank,0,319849.83,Payment NyInvest AB,BNK-002796
JE-005593,2022-05-01,VG-EE1,6550,Consulting & services,317281.83,0,AP NyInvest AB,INV-002797
JE-005594,2022-05-01,VG-EE1,1930,Bank,0,317281.83,Payment NyInvest AB,BNK-002797
JE-005595,2022-06-01,VG-EE1,6550,Consulting & services,321371.83,0,AP NyInvest AB,INV-002798
JE-005596,2022-06-01,VG-EE1,1930,Bank,0,321371.83,Payment NyInvest AB,BNK-002798
JE-005597,2022-07-01,VG-EE1,6550,Consulting & services,321783.83,0,AP NyInvest AB,INV-002799
JE-005598,2022-07-01,VG-EE1,1930,Bank,0,321783.83,Payment NyInvest AB,BNK-002799
JE-005599,2022-08-01,VG-EE1,6550,Consulting & services,323379.83,0,AP NyInvest AB,INV-002800
JE-005600,2022-08-01,VG-EE1,1930,Bank,0,323379.83,Payment NyInvest AB,BNK-002800
JE-005601,2022-09-01,VG-EE1,6550,Consulting & services,322373.83,0,AP NyInvest AB,INV-002801
JE-005602,2022-09-01,VG-EE1,1930,Bank,0,322373.83,Payment NyInvest AB,BNK-002801
JE-005603,2022-10-01,VG-EE1,6550,Consulting & services,323835.83,0,AP NyInvest AB,INV-002802
JE-005604,2022-10-01,VG-EE1,1930,Bank,0,323835.83,Payment NyInvest AB,BNK-002802
JE-005605,2022-11-01,VG-EE1,6550,Consulting & services,317226.83,0,AP NyInvest AB,INV-002803
JE-005606,2022-11-01,VG-EE1,1930,Bank,0,317226.83,Payment NyInvest AB,BNK-002803
JE-005607,2022-12-01,VG-EE1,6550,Consulting & services,321841.83,0,AP NyInvest AB,INV-002804
JE-005608,2022-12-01,VG-EE1,1930,Bank,0,321841.83,Payment NyInvest AB,BNK-002804
JE-005609,2023-01-01,VG-EE1,6550,Consulting & services,318447.83,0,AP NyInvest AB,INV-002805
JE-005610,2023-01-01,VG-EE1,1930,Bank,0,318447.83,Payment NyInvest AB,BNK-002805
JE-005611,2023-02-01,VG-EE1,6550,Consulting & services,318081.83,0,AP NyInvest AB,INV-002806
JE-005612,2023-02-01,VG-EE1,1930,Bank,0,318081.83,Payment NyInvest AB,BNK-002806
JE-005613,2023-03-01,VG-EE1,6550,Consulting & services,317279.83,0,AP NyInvest AB,INV-002807
JE-005614,2023-03-01,VG-EE1,1930,Bank,0,317279.83,Payment NyInvest AB,BNK-002807
JE-005615,2023-04-01,VG-EE1,6550,Consulting & services,317954.83,0,AP NyInvest AB,INV-002808
JE-005616,2023-04-01,VG-EE1,1930,Bank,0,317954.83,Payment NyInvest AB,BNK-002808
JE-005617,2023-05-01,VG-EE1,6550,Consulting & services,318453.83,0,AP NyInvest AB,INV-002809
JE-005618,2023-05-01,VG-EE1,1930,Bank,0,318453.83,Payment NyInvest AB,BNK-002809
JE-005619,2023-06-01,VG-EE1,6550,Consulting & services,321349.83,0,AP NyInvest AB,INV-002810
JE-005620,2023-06-01,VG-EE1,1930,Bank,0,321349.83,Payment NyInvest AB,BNK-002810
JE-005621,2023-07-01,VG-EE1,6550,Consulting & services,320244.83,0,AP NyInvest AB,INV-002811
JE-005622,2023-07-01,VG-EE1,1930,Bank,0,320244.83,Payment NyInvest AB,BNK-002811
JE-005623,2023-08-01,VG-EE1,6550,Consulting & services,317266.83,0,AP NyInvest AB,INV-002812
JE-005624,2023-08-01,VG-EE1,1930,Bank,0,317266.83,Payment NyInvest AB,BNK-002812
JE-005625,2023-09-01,VG-EE1,6550,Consulting & services,321097.83,0,AP NyInvest AB,INV-002813
JE-005626,2023-09-01,VG-EE1,1930,Bank,0,321097.83,Payment NyInvest AB,BNK-002813
JE-005627,2023-10-01,VG-EE1,6550,Consulting & services,324084.83,0,AP NyInvest AB,INV-002814
JE-005628,2023-10-01,VG-EE1,1930,Bank,0,324084.83,Payment NyInvest AB,BNK-002814
JE-005629,2023-11-01,VG-EE1,6550,Consulting & services,317327.83,0,AP NyInvest AB,INV-002815
JE-005630,2023-11-01,VG-EE1,1930,Bank,0,317327.83,Payment NyInvest AB,BNK-002815
JE-005631,2023-12-01,VG-EE1,6550,Consulting & services,321244.83,0,AP NyInvest AB,INV-002816
JE-005632,2023-12-01,VG-EE1,1930,Bank,0,321244.83,Payment NyInvest AB,BNK-002816
JE-005633,2024-01-01,VG-EE1,6550,Consulting & services,317636.83,0,AP NyInvest AB,INV-002817
JE-005634,2024-01-01,VG-EE1,1930,Bank,0,317636.83,Payment NyInvest AB,BNK-002817
JE-005635,2024-02-01,VG-EE1,6550,Consulting & services,321122.83,0,AP NyInvest AB,INV-002818
JE-005636,2024-02-01,VG-EE1,1930,Bank,0,321122.83,Payment NyInvest AB,BNK-002818
JE-005637,2024-03-01,VG-EE1,6550,Consulting & services,318944.83,0,AP NyInvest AB,INV-002819
JE-005638,2024-03-01,VG-EE1,1930,Bank,0,318944.83,Payment NyInvest AB,BNK-002819
JE-005639,2024-04-01,VG-EE1,6550,Consulting & services,317641.83,0,AP NyInvest AB,INV-002820
JE-005640,2024-04-01,VG-EE1,1930,Bank,0,317641.83,Payment NyInvest AB,BNK-002820
JE-005641,2024-05-01,VG-EE1,6550,Consulting & services,317056.83,0,AP NyInvest AB,INV-002821
JE-005642,2024-05-01,VG-EE1,1930,Bank,0,317056.83,Payment NyInvest AB,BNK-002821
JE-005643,2024-06-01,VG-EE1,6550,Consulting & services,317354.83,0,AP NyInvest AB,INV-002822
JE-005644,2024-06-01,VG-EE1,1930,Bank,0,317354.83,Payment NyInvest AB,BNK-002822
JE-005645,2024-07-01,VG-EE1,6550,Consulting & services,323266.83,0,AP NyInvest AB,INV-002823
JE-005646,2024-07-01,VG-EE1,1930,Bank,0,323266.83,Payment NyInvest AB,BNK-002823
JE-005647,2024-08-01,VG-EE1,6550,Consulting & services,324209.83,0,AP NyInvest AB,INV-002824
JE-005648,2024-08-01,VG-EE1,1930,Bank,0,324209.83,Payment NyInvest AB,BNK-002824
JE-005649,2024-09-01,VG-EE1,6550,Consulting & services,317565.83,0,AP NyInvest AB,INV-002825
JE-005650,2024-09-01,VG-EE1,1930,Bank,0,317565.83,Payment NyInvest AB,BNK-002825
JE-005651,2024-10-01,VG-EE1,6550,Consulting & services,323135.83,0,AP NyInvest AB,INV-002826
JE-005652,2024-10-01,VG-EE1,1930,Bank,0,323135.83,Payment NyInvest AB,BNK-002826
JE-005653,2024-11-01,VG-EE1,6550,Consulting & services,324086.83,0,AP NyInvest AB,INV-002827
JE-005654,2024-11-01,VG-EE1,1930,Bank,0,324086.83,Payment NyInvest AB,BNK-002827
JE-005655,2024-12-01,VG-EE1,6550,Consulting & services,320631.83,0,AP NyInvest AB,INV-002828
JE-005656,2024-12-01,VG-EE1,1930,Bank,0,320631.83,Payment NyInvest AB,BNK-002828
JE-005657,2025-01-01,VG-EE1,6550,Consulting & services,322662.83,0,AP NyInvest AB,INV-002829
JE-005658,2025-01-01,VG-EE1,1930,Bank,0,322662.83,Payment NyInvest AB,BNK-002829
JE-005659,2025-02-01,VG-EE1,6550,Consulting & services,322154.83,0,AP NyInvest AB,INV-002830
JE-005660,2025-02-01,VG-EE1,1930,Bank,0,322154.83,Payment NyInvest AB,BNK-002830
JE-005661,2025-03-01,VG-EE1,6550,Consulting & services,322775.83,0,AP NyInvest AB,INV-002831
JE-005662,2025-03-01,VG-EE1,1930,Bank,0,322775.83,Payment NyInvest AB,BNK-002831
JE-005663,2025-04-01,VG-EE1,6550,Consulting & services,323232.83,0,AP NyInvest AB,INV-002832
JE-005664,2025-04-01,VG-EE1,1930,Bank,0,323232.83,Payment NyInvest AB,BNK-002832
JE-005665,2025-05-01,VG-EE1,6550,Consulting & services,320912.83,0,AP NyInvest AB,INV-002833
JE-005666,2025-05-01,VG-EE1,1930,Bank,0,320912.83,Payment NyInvest AB,BNK-002833
JE-005667,2025-06-01,VG-EE1,6550,Consulting & services,317744.83,0,AP NyInvest AB,INV-002834
JE-005668,2025-06-01,VG-EE1,1930,Bank,0,317744.83,Payment NyInvest AB,BNK-002834
JE-005669,2025-07-01,VG-EE1,6550,Consulting & services,323154.83,0,AP NyInvest AB,INV-002835
JE-005670,2025-07-01,VG-EE1,1930,Bank,0,323154.83,Payment NyInvest AB,BNK-002835
JE-005671,2025-08-01,VG-EE1,6550,Consulting & services,323300.83,0,AP NyInvest AB,INV-002836
JE-005672,2025-08-01,VG-EE1,1930,Bank,0,323300.83,Payment NyInvest AB,BNK-002836
JE-005673,2025-09-01,VG-EE1,6550,Consulting & services,318026.83,0,AP NyInvest AB,INV-002837
JE-005674,2025-09-01,VG-EE1,1930,Bank,0,318026.83,Payment NyInvest AB,BNK-002837
JE-005675,2025-10-01,VG-EE1,6550,Consulting & services,319133.83,0,AP NyInvest AB,INV-002838
JE-005676,2025-10-01,VG-EE1,1930,Bank,0,319133.83,Payment NyInvest AB,BNK-002838
JE-005677,2025-11-01,VG-EE1,6550,Consulting & services,319978.83,0,AP NyInvest AB,INV-002839
JE-005678,2025-11-01,VG-EE1,1930,Bank,0,319978.83,Payment NyInvest AB,BNK-002839
JE-005679,2025-12-01,VG-EE1,6550,Consulting & services,321532.83,0,AP NyInvest AB,INV-002840
JE-005680,2025-12-01,VG-EE1,1930,Bank,0,321532.83,Payment NyInvest AB,BNK-002840
JE-005681,2022-01-01,VG-SE8,6550,Consulting & services,949906.25,0,AP HalcyBemanning AB,INV-002841
JE-005682,2022-01-01,VG-SE8,1930,Bank,0,949906.25,Payment HalcyBemanning AB,BNK-002841
JE-005683,2022-04-01,VG-SE8,6550,Consulting & services,949272.25,0,AP HalcyBemanning AB,INV-002842
JE-005684,2022-04-01,VG-SE8,1930,Bank,0,949272.25,Payment HalcyBemanning AB,BNK-002842
JE-005685,2022-07-01,VG-SE8,6550,Consulting & services,951237.25,0,AP HalcyBemanning AB,INV-002843
JE-005686,2022-07-01,VG-SE8,1930,Bank,0,951237.25,Payment HalcyBemanning AB,BNK-002843
JE-005687,2022-10-01,VG-SE8,6550,Consulting & services,949726.25,0,AP HalcyBemanning AB,INV-002844
JE-005688,2022-10-01,VG-SE8,1930,Bank,0,949726.25,Payment HalcyBemanning AB,BNK-002844
JE-005689,2023-01-01,VG-SE8,6550,Consulting & services,947349.25,0,AP HalcyBemanning AB,INV-002845
JE-005690,2023-01-01,VG-SE8,1930,Bank,0,947349.25,Payment HalcyBemanning AB,BNK-002845
JE-005691,2023-04-01,VG-SE8,6550,Consulting & services,952976.25,0,AP HalcyBemanning AB,INV-002846
JE-005692,2023-04-01,VG-SE8,1930,Bank,0,952976.25,Payment HalcyBemanning AB,BNK-002846
JE-005693,2023-07-01,VG-SE8,6550,Consulting & services,947435.25,0,AP HalcyBemanning AB,INV-002847
JE-005694,2023-07-01,VG-SE8,1930,Bank,0,947435.25,Payment HalcyBemanning AB,BNK-002847
JE-005695,2023-10-01,VG-SE8,6550,Consulting & services,947262.25,0,AP HalcyBemanning AB,INV-002848
JE-005696,2023-10-01,VG-SE8,1930,Bank,0,947262.25,Payment HalcyBemanning AB,BNK-002848
JE-005697,2024-01-01,VG-SE8,6550,Consulting & services,946305.25,0,AP HalcyBemanning AB,INV-002849
JE-005698,2024-01-01,VG-SE8,1930,Bank,0,946305.25,Payment HalcyBemanning AB,BNK-002849
JE-005699,2024-04-01,VG-SE8,6550,Consulting & services,952677.25,0,AP HalcyBemanning AB,INV-002850
JE-005700,2024-04-01,VG-SE8,1930,Bank,0,952677.25,Payment HalcyBemanning AB,BNK-002850
JE-005701,2024-07-01,VG-SE8,6550,Consulting & services,947174.25,0,AP HalcyBemanning AB,INV-002851
JE-005702,2024-07-01,VG-SE8,1930,Bank,0,947174.25,Payment HalcyBemanning AB,BNK-002851
JE-005703,2024-10-01,VG-SE8,6550,Consulting & services,948985.25,0,AP HalcyBemanning AB,INV-002852
JE-005704,2024-10-01,VG-SE8,1930,Bank,0,948985.25,Payment HalcyBemanning AB,BNK-002852
JE-005705,2025-01-01,VG-SE8,6550,Consulting & services,951414.25,0,AP HalcyBemanning AB,INV-002853
JE-005706,2025-01-01,VG-SE8,1930,Bank,0,951414.25,Payment HalcyBemanning AB,BNK-002853
JE-005707,2025-04-01,VG-SE8,6550,Consulting & services,953386.25,0,AP HalcyBemanning AB,INV-002854
JE-005708,2025-04-01,VG-SE8,1930,Bank,0,953386.25,Payment HalcyBemanning AB,BNK-002854
JE-005709,2025-07-01,VG-SE8,6550,Consulting & services,948215.25,0,AP HalcyBemanning AB,INV-002855
JE-005710,2025-07-01,VG-SE8,1930,Bank,0,948215.25,Payment HalcyBemanning AB,BNK-002855
JE-005711,2025-10-01,VG-SE8,6550,Consulting & services,951372.25,0,AP HalcyBemanning AB,INV-002856
JE-005712,2025-10-01,VG-SE8,1930,Bank,0,951372.25,Payment HalcyBemanning AB,BNK-002856
JE-005713,2022-01-01,VG-SE5,6550,Consulting & services,315517.17,0,AP CorvidFastighet AB,INV-002857
JE-005714,2022-01-01,VG-SE5,1930,Bank,0,315517.17,Payment CorvidFastighet AB,BNK-002857
JE-005715,2022-02-01,VG-SE5,6550,Consulting & services,313638.17,0,AP CorvidFastighet AB,INV-002858
JE-005716,2022-02-01,VG-SE5,1930,Bank,0,313638.17,Payment CorvidFastighet AB,BNK-002858
JE-005717,2022-03-01,VG-SE5,6550,Consulting & services,310679.17,0,AP CorvidFastighet AB,INV-002859
JE-005718,2022-03-01,VG-SE5,1930,Bank,0,310679.17,Payment CorvidFastighet AB,BNK-002859
JE-005719,2022-04-01,VG-SE5,6550,Consulting & services,311308.17,0,AP CorvidFastighet AB,INV-002860
JE-005720,2022-04-01,VG-SE5,1930,Bank,0,311308.17,Payment CorvidFastighet AB,BNK-002860
JE-005721,2022-05-01,VG-SE5,6550,Consulting & services,311021.17,0,AP CorvidFastighet AB,INV-002861
JE-005722,2022-05-01,VG-SE5,1930,Bank,0,311021.17,Payment CorvidFastighet AB,BNK-002861
JE-005723,2022-06-01,VG-SE5,6550,Consulting & services,310347.17,0,AP CorvidFastighet AB,INV-002862
JE-005724,2022-06-01,VG-SE5,1930,Bank,0,310347.17,Payment CorvidFastighet AB,BNK-002862
JE-005725,2022-07-01,VG-SE5,6550,Consulting & services,314229.17,0,AP CorvidFastighet AB,INV-002863
JE-005726,2022-07-01,VG-SE5,1930,Bank,0,314229.17,Payment CorvidFastighet AB,BNK-002863
JE-005727,2022-08-01,VG-SE5,6550,Consulting & services,309567.17,0,AP CorvidFastighet AB,INV-002864
JE-005728,2022-08-01,VG-SE5,1930,Bank,0,309567.17,Payment CorvidFastighet AB,BNK-002864
JE-005729,2022-09-01,VG-SE5,6550,Consulting & services,315632.17,0,AP CorvidFastighet AB,INV-002865
JE-005730,2022-09-01,VG-SE5,1930,Bank,0,315632.17,Payment CorvidFastighet AB,BNK-002865
JE-005731,2022-10-01,VG-SE5,6550,Consulting & services,312266.17,0,AP CorvidFastighet AB,INV-002866
JE-005732,2022-10-01,VG-SE5,1930,Bank,0,312266.17,Payment CorvidFastighet AB,BNK-002866
JE-005733,2022-11-01,VG-SE5,6550,Consulting & services,315449.17,0,AP CorvidFastighet AB,INV-002867
JE-005734,2022-11-01,VG-SE5,1930,Bank,0,315449.17,Payment CorvidFastighet AB,BNK-002867
JE-005735,2022-12-01,VG-SE5,6550,Consulting & services,311523.17,0,AP CorvidFastighet AB,INV-002868
JE-005736,2022-12-01,VG-SE5,1930,Bank,0,311523.17,Payment CorvidFastighet AB,BNK-002868
JE-005737,2023-01-01,VG-SE5,6550,Consulting & services,309753.17,0,AP CorvidFastighet AB,INV-002869
JE-005738,2023-01-01,VG-SE5,1930,Bank,0,309753.17,Payment CorvidFastighet AB,BNK-002869
JE-005739,2023-02-01,VG-SE5,6550,Consulting & services,315964.17,0,AP CorvidFastighet AB,INV-002870
JE-005740,2023-02-01,VG-SE5,1930,Bank,0,315964.17,Payment CorvidFastighet AB,BNK-002870
JE-005741,2023-03-01,VG-SE5,6550,Consulting & services,310781.17,0,AP CorvidFastighet AB,INV-002871
JE-005742,2023-03-01,VG-SE5,1930,Bank,0,310781.17,Payment CorvidFastighet AB,BNK-002871
JE-005743,2023-04-01,VG-SE5,6550,Consulting & services,311544.17,0,AP CorvidFastighet AB,INV-002872
JE-005744,2023-04-01,VG-SE5,1930,Bank,0,311544.17,Payment CorvidFastighet AB,BNK-002872
JE-005745,2023-05-01,VG-SE5,6550,Consulting & services,315061.17,0,AP CorvidFastighet AB,INV-002873
JE-005746,2023-05-01,VG-SE5,1930,Bank,0,315061.17,Payment CorvidFastighet AB,BNK-002873
JE-005747,2023-06-01,VG-SE5,6550,Consulting & services,316056.17,0,AP CorvidFastighet AB,INV-002874
