row_id,date,category_letter,category,supervised,minutes,note,audit_action,reason
AT-2025-04-18-E2,2025-04-18,E,wound,N,60,wound care f/u,keep,
AT-2025-04-18-E3,2025-04-18,E,wound,N,65,wound care f/u,keep,
AT-2025-04-18-F1,2025-04-18,F,splinting_orthotics,N,60,wrist cock-up fab,keep,
AT-2025-04-18-F2,2025-04-18,F,splinting_orthotics,N,50,dynamic outrigger,keep,
AT-2025-04-21-A1,2025-04-21,A,peripheral_nerve,N,45,sensory re-ed,keep,
AT-2025-04-21-A2,2025-04-21,A,peripheral_nerve,N,60,nerve glide ROM,keep,
AT-2025-04-22-I1,2025-04-22,I,modality_supervision_only,N,50,FES obs,keep,
AT-2025-04-22-I2,2025-04-22,I,modality_supervision_only,N,60,iontophoresis obs,keep,
AT-2025-04-23-A1,2025-04-23,A,peripheral_nerve,Y,60,nerve glide ROM,keep,
AT-2025-04-23-C1,2025-04-23,C,fracture,N,75,distal radius rehab,keep,
AT-2025-04-24-B1,2025-04-24,B,tendon,N,30,extensor rehab,keep,
AT-2025-04-25-D1,2025-04-25,D,arthritis,N,95,joint protection,keep,
AT-2025-04-25-D2,2025-04-25,D,arthritis,Y,45,energy conservation,keep,
AT-2025-04-25-E1,2025-04-25,E,wound,N,60,scar management,reclassify_to_solo,supervised-in-building-not-in-room per Box memo 2026-09-24
AT-2025-04-25-G1,2025-04-25,G,amputation,Y,45,residual limb prep,keep,
AT-2025-04-25-H1,2025-04-25,H,pediatric,N,90,peds hand rehab,keep,
AT-2025-04-25-J1,2025-04-25,J,other_eligible,N,45,HEP review,keep,
AT-2025-04-28-B1,2025-04-28,B,tendon,N,60,flexor post-op ROM,keep,
AT-2025-04-28-C1,2025-04-28,C,fracture,N,90,metacarpal ROM,keep,
AT-2025-04-28-D1,2025-04-28,D,arthritis,N,60,energy conservation,keep,
AT-2025-04-28-F1,2025-04-28,F,splinting_orthotics,N,45,custom thermoplastic,duplicate,"duplicate of adjacent session, deduped"
AT-2025-04-29-F1,2025-04-29,F,splinting_orthotics,Y,75,wrist cock-up fab,keep,
AT-2025-04-29-F2,2025-04-29,F,splinting_orthotics,Y,80,PIP capener,keep,
AT-2025-04-30-A1,2025-04-30,A,peripheral_nerve,N,60,graded exposure,keep,
AT-2025-04-30-B1,2025-04-30,B,tendon,Y,60,flexor post-op ROM,keep,
AT-2025-04-30-C1,2025-04-30,C,fracture,N,80,distal radius rehab,keep,
AT-2025-04-30-I1,2025-04-30,I,modality_supervision_only,N,50,paraffin only,keep,
AT-2025-05-01-I1,2025-05-01,I,modality_supervision_only,N,60,aide-run modality,keep,
AT-2025-05-02-B1,2025-05-02,B,tendon,N,30,extensor rehab,keep,
AT-2025-05-02-C1,2025-05-02,C,fracture,Y,60,PIP joint work,keep,
AT-2025-05-02-D1,2025-05-02,D,arthritis,Y,30,CMC support,keep,
AT-2025-05-02-I1,2025-05-02,I,modality_supervision_only,N,35,FES obs,keep,
AT-2025-05-02-I2,2025-05-02,I,modality_supervision_only,N,60,aide-run modality,drop_eligibility,fails eligibility per Box memo 2026-09-24 - modality-supervision-only
AT-2025-05-05-E1,2025-05-05,E,wound,N,80,MEM technique,keep,
AT-2025-05-05-E2,2025-05-05,E,wound,Y,80,scar management,keep,
AT-2025-05-05-F1,2025-05-05,F,splinting_orthotics,N,65,buddy strap adj,keep,
AT-2025-05-05-I1,2025-05-05,I,modality_supervision_only,N,75,aide-run modality,keep,
AT-2025-05-06-C1,2025-05-06,C,fracture,Y,45,ORIF f/u,keep,
AT-2025-05-06-E1,2025-05-06,E,wound,N,60,edema control,keep,
AT-2025-05-07-A1,2025-05-07,A,peripheral_nerve,N,60,nerve mobilization,keep,
AT-2025-05-07-F1,2025-05-07,F,splinting_orthotics,Y,45,wrist cock-up fab,keep,
AT-2025-05-07-I1,2025-05-07,I,modality_supervision_only,N,65,iontophoresis obs,keep,
AT-2025-05-08-A1,2025-05-08,A,peripheral_nerve,N,90,nerve glide ROM,keep,
AT-2025-05-08-H1,2025-05-08,H,pediatric,Y,45,peds bilateral,keep,
AT-2025-05-08-I1,2025-05-08,I,modality_supervision_only,N,75,aide-run modality,keep,
AT-2025-05-09-A1,2025-05-09,A,peripheral_nerve,Y,45,graded exposure,keep,
AT-2025-05-09-A2,2025-05-09,A,peripheral_nerve,N,45,sensory re-ed,duplicate,"duplicate of adjacent session, deduped"
AT-2025-05-09-B1,2025-05-09,B,tendon,N,65,flexor post-op ROM,keep,
AT-2025-05-09-B2,2025-05-09,B,tendon,Y,45,strengthening prog,keep,
AT-2025-05-09-B3,2025-05-09,B,tendon,Y,60,differential glide,keep,
AT-2025-05-09-B4,2025-05-09,B,tendon,Y,45,extensor rehab,keep,
AT-2025-05-09-C1,2025-05-09,C,fracture,N,45,distal radius rehab,keep,
AT-2025-05-09-C2,2025-05-09,C,fracture,N,30,metacarpal ROM,keep,
AT-2025-05-09-D1,2025-05-09,D,arthritis,N,50,RA hand pack,keep,
AT-2025-05-09-D2,2025-05-09,D,arthritis,N,90,joint protection,keep,
AT-2025-05-09-F1,2025-05-09,F,splinting_orthotics,N,30,PIP capener,keep,
AT-2025-05-09-I1,2025-05-09,I,modality_supervision_only,N,45,FES obs,keep,
AT-2025-05-12-F1,2025-05-12,F,splinting_orthotics,N,45,buddy strap adj,keep,
AT-2025-05-13-B1,2025-05-13,B,tendon,Y,60,protective ROM,keep,
AT-2025-05-13-D1,2025-05-13,D,arthritis,N,45,CMC support,keep,
AT-2025-05-14-D1,2025-05-14,D,arthritis,N,75,joint protection,keep,
AT-2025-05-15-B1,2025-05-15,B,tendon,N,60,extensor rehab,keep,
AT-2025-05-15-F1,2025-05-15,F,splinting_orthotics,Y,95,buddy strap adj,keep,
AT-2025-05-15-F2,2025-05-15,F,splinting_orthotics,Y,75,custom thermoplastic,keep,
AT-2025-05-16-B1,2025-05-16,B,tendon,Y,60,extensor rehab,keep,
AT-2025-05-16-C1,2025-05-16,C,fracture,Y,45,metacarpal ROM,keep,
AT-2025-05-16-F1,2025-05-16,F,splinting_orthotics,N,60,buddy strap adj,keep,
AT-2025-05-16-G1,2025-05-16,G,amputation,N,60,shrinker fitting,keep,
AT-2025-05-19-C1,2025-05-19,C,fracture,N,60,scaphoid protection,keep,
AT-2025-05-19-F1,2025-05-19,F,splinting_orthotics,N,45,dynamic outrigger,keep,
AT-2025-05-19-F2,2025-05-19,F,splinting_orthotics,N,60,dynamic outrigger,keep,
AT-2025-05-21-D1,2025-05-21,D,arthritis,N,75,joint protection,keep,
AT-2025-05-21-F1,2025-05-21,F,splinting_orthotics,Y,65,custom thermoplastic,keep,
AT-2025-05-21-I1,2025-05-21,I,modality_supervision_only,N,45,FES obs,drop_eligibility,fails eligibility per Box memo 2026-09-24 - modality-supervision-only
AT-2025-05-21-I2,2025-05-21,I,modality_supervision_only,N,95,FES obs,keep,
AT-2025-05-22-A1,2025-05-22,A,peripheral_nerve,N,45,desensitization,keep,
AT-2025-05-22-B1,2025-05-22,B,tendon,N,45,flexor post-op ROM,keep,
AT-2025-05-22-C1,2025-05-22,C,fracture,Y,45,scaphoid protection,keep,
AT-2025-05-22-H1,2025-05-22,H,pediatric,N,45,sensory reg,keep,
AT-2025-05-22-H2,2025-05-22,H,pediatric,N,60,peds hand rehab,keep,
AT-2025-05-23-A1,2025-05-23,A,peripheral_nerve,N,90,desensitization,keep,
AT-2025-05-23-A2,2025-05-23,A,peripheral_nerve,N,45,nerve glide ROM,keep,
AT-2025-05-23-C1,2025-05-23,C,fracture,N,75,ORIF f/u,keep,
AT-2025-05-23-D1,2025-05-23,D,arthritis,N,45,thermoplastic thumb,keep,
AT-2025-05-23-E1,2025-05-23,E,wound,N,50,wound care f/u,keep,
AT-2025-05-23-G1,2025-05-23,G,amputation,N,30,residual limb prep,keep,
AT-2025-05-23-G2,2025-05-23,G,amputation,N,30,shrinker fitting,keep,
AT-2025-05-23-H1,2025-05-23,H,pediatric,N,45,sensory reg,keep,
AT-2025-05-23-I1,2025-05-23,I,modality_supervision_only,Y,60,ultrasound obs,keep,
AT-2025-05-26-B1,2025-05-26,B,tendon,N,60,protective ROM,keep,
AT-2025-05-26-J1,2025-05-26,J,other_eligible,N,60,FCE partial,keep,
AT-2025-05-27-E1,2025-05-27,E,wound,N,60,edema control,keep,
AT-2025-05-28-A1,2025-05-28,A,peripheral_nerve,Y,60,sensory re-ed,keep,
AT-2025-05-28-B1,2025-05-28,B,tendon,Y,45,flexor post-op ROM,keep,
AT-2025-05-28-G1,2025-05-28,G,amputation,N,50,pre-prosthetic,keep,
AT-2025-05-29-A1,2025-05-29,A,peripheral_nerve,Y,45,desensitization,keep,
AT-2025-05-29-B1,2025-05-29,B,tendon,N,60,flexor post-op ROM,keep,
AT-2025-05-29-B2,2025-05-29,B,tendon,N,60,differential glide,keep,
AT-2025-05-29-E1,2025-05-29,E,wound,N,75,scar management,keep,
AT-2025-05-29-F1,2025-05-29,F,splinting_orthotics,N,65,wrist cock-up fab,keep,
AT-2025-05-30-B1,2025-05-30,B,tendon,N,45,strengthening prog,keep,
AT-2025-05-30-E1,2025-05-30,E,wound,N,65,wound care f/u,keep,
AT-2025-05-30-F1,2025-05-30,F,splinting_orthotics,N,95,custom thermoplastic,keep,
AT-2025-05-30-F2,2025-05-30,F,splinting_orthotics,Y,60,PIP capener,keep,
AT-2025-05-30-F3,2025-05-30,F,splinting_orthotics,N,50,PIP capener,keep,
AT-2025-05-30-G1,2025-05-30,G,amputation,N,65,pre-prosthetic,keep,
AT-2025-05-30-I3,2025-05-30,I,modality_supervision_only,Y,45,aide-run modality,decision_pending,reclassification queue - see 02_reclassification_queue.csv
AT-2025-06-02-D1,2025-06-02,D,arthritis,N,60,thermoplastic thumb,keep,
AT-2025-06-02-D2,2025-06-02,D,arthritis,Y,45,joint protection,duplicate,"duplicate of adjacent session, deduped"
AT-2025-06-02-I1,2025-06-02,I,modality_supervision_only,Y,45,ultrasound obs,keep,
AT-2025-06-03-C1,2025-06-03,C,fracture,N,90,metacarpal ROM,keep,
AT-2025-06-03-I1,2025-06-03,I,modality_supervision_only,N,65,iontophoresis obs,keep,
AT-2025-06-04-B1,2025-06-04,B,tendon,Y,60,differential glide,keep,
AT-2025-06-04-E1,2025-06-04,E,wound,N,65,edema control,keep,
AT-2025-06-04-F1,2025-06-04,F,splinting_orthotics,N,50,dynamic outrigger,keep,
AT-2025-06-05-A1,2025-06-05,A,peripheral_nerve,N,75,nerve mobilization,keep,
AT-2025-06-05-A2,2025-06-05,A,peripheral_nerve,N,75,sensory re-ed,keep,
AT-2025-06-06-B1,2025-06-06,B,tendon,N,60,strengthening prog,keep,
AT-2025-06-06-C1,2025-06-06,C,fracture,Y,45,scaphoid protection,keep,
AT-2025-06-06-C2,2025-06-06,C,fracture,N,45,metacarpal ROM,keep,
AT-2025-06-06-D1,2025-06-06,D,arthritis,Y,60,energy conservation,keep,
AT-2025-06-06-E1,2025-06-06,E,wound,Y,35,silicone gel,keep,
AT-2025-06-06-E2,2025-06-06,E,wound,N,60,edema control,keep,
AT-2025-06-06-F1,2025-06-06,F,splinting_orthotics,N,60,buddy strap adj,keep,
AT-2025-06-06-I1,2025-06-06,I,modality_supervision_only,Y,95,FES obs,keep,
AT-2025-06-06-I2,2025-06-06,I,modality_supervision_only,N,60,FES obs,keep,
AT-2025-06-06-I3,2025-06-06,I,modality_supervision_only,N,30,aide-run modality,duplicate,"duplicate of adjacent session, deduped"
AT-2025-06-06-I4,2025-06-06,I,modality_supervision_only,Y,90,FES obs,keep,
AT-2025-06-09-J1,2025-06-09,J,other_eligible,Y,45,FCE partial,keep,
AT-2025-06-10-A1,2025-06-10,A,peripheral_nerve,N,60,desensitization,keep,
AT-2025-06-10-A2,2025-06-10,A,peripheral_nerve,N,60,nerve glide ROM,keep,
AT-2025-06-10-H1,2025-06-10,H,pediatric,N,50,peds hand rehab,keep,
AT-2025-06-11-E1,2025-06-11,E,wound,N,90,scar management,keep,
AT-2025-06-11-J1,2025-06-11,J,other_eligible,N,60,IDT participation,keep,
AT-2025-06-12-B1,2025-06-12,B,tendon,N,75,flexor post-op ROM,keep,
AT-2025-06-12-E1,2025-06-12,E,wound,N,50,MEM technique,keep,
AT-2025-06-12-H1,2025-06-12,H,pediatric,Y,45,developmental play,keep,
AT-2025-06-13-A1,2025-06-13,A,peripheral_nerve,N,30,nerve glide ROM,keep,
AT-2025-06-13-D1,2025-06-13,D,arthritis,Y,45,thermoplastic thumb,keep,
AT-2025-06-13-F1,2025-06-13,F,splinting_orthotics,N,60,wrist cock-up fab,keep,
AT-2025-06-13-F2,2025-06-13,F,splinting_orthotics,N,90,wrist cock-up fab,keep,
AT-2025-06-13-F3,2025-06-13,F,splinting_orthotics,Y,75,dynamic outrigger,keep,
AT-2025-06-13-F4,2025-06-13,F,splinting_orthotics,Y,45,wrist cock-up fab,keep,
AT-2025-06-13-F5,2025-06-13,F,splinting_orthotics,N,60,wrist cock-up fab,keep,
AT-2025-06-13-G1,2025-06-13,G,amputation,N,60,pre-prosthetic,keep,
AT-2025-06-13-G2,2025-06-13,G,amputation,Y,45,pre-prosthetic,keep,
AT-2025-06-13-I1,2025-06-13,I,modality_supervision_only,N,90,aide-run modality,reclassify_to_solo,supervised-in-building-not-in-room per Box memo 2026-09-24
AT-2025-06-16-D1,2025-06-16,D,arthritis,N,45,energy conservation,keep,
AT-2025-06-16-I1,2025-06-16,I,modality_supervision_only,Y,50,aide-run modality,keep,
AT-2025-06-17-E1,2025-06-17,E,wound,N,90,wound care f/u,keep,
AT-2025-06-17-F1,2025-06-17,F,splinting_orthotics,Y,60,dynamic outrigger,keep,
AT-2025-06-18-B1,2025-06-18,B,tendon,N,45,extensor rehab,keep,
AT-2025-06-18-C1,2025-06-18,C,fracture,N,45,distal radius rehab,keep,
AT-2025-06-19-B1,2025-06-19,B,tendon,N,60,differential glide,keep,
AT-2025-06-20-A1,2025-06-20,A,peripheral_nerve,N,50,sensory re-ed,keep,
AT-2025-06-20-B1,2025-06-20,B,tendon,Y,45,flexor post-op ROM,keep,
AT-2025-06-20-D1,2025-06-20,D,arthritis,N,60,energy conservation,keep,
AT-2025-06-20-D2,2025-06-20,D,arthritis,N,60,joint protection,keep,
AT-2025-06-20-E1,2025-06-20,E,wound,Y,45,MEM technique,keep,
AT-2025-06-20-E2,2025-06-20,E,wound,N,50,MEM technique,keep,
AT-2025-06-20-F1,2025-06-20,F,splinting_orthotics,N,65,custom thermoplastic,keep,
AT-2025-06-23-B1,2025-06-23,B,tendon,N,30,extensor rehab,keep,
AT-2025-06-23-C1,2025-06-23,C,fracture,N,60,ORIF f/u,keep,
AT-2025-06-23-I1,2025-06-23,I,modality_supervision_only,Y,60,paraffin only,keep,
AT-2025-06-24-A1,2025-06-24,A,peripheral_nerve,Y,45,nerve glide ROM,keep,
AT-2025-06-24-F1,2025-06-24,F,splinting_orthotics,Y,50,wrist cock-up fab,keep,
AT-2025-06-25-A1,2025-06-25,A,peripheral_nerve,N,80,graded exposure,keep,
AT-2025-06-26-A1,2025-06-26,A,peripheral_nerve,N,95,graded exposure,keep,
AT-2025-06-26-G1,2025-06-26,G,amputation,N,65,phantom desens,keep,
AT-2025-06-26-I1,2025-06-26,I,modality_supervision_only,N,30,iontophoresis obs,keep,
AT-2025-06-26-J1,2025-06-26,J,other_eligible,N,30,FCE partial,keep,
AT-2025-06-26-J2,2025-06-26,J,other_eligible,N,60,FCE partial,keep,
AT-2025-06-27-B1,2025-06-27,B,tendon,N,50,protective ROM,keep,
AT-2025-06-27-B2,2025-06-27,B,tendon,Y,60,strengthening prog,keep,
AT-2025-06-27-C1,2025-06-27,C,fracture,N,60,scaphoid protection,duplicate,"duplicate of adjacent session, deduped"
AT-2025-06-27-C2,2025-06-27,C,fracture,Y,50,scaphoid protection,keep,
AT-2025-06-27-D1,2025-06-27,D,arthritis,Y,35,joint protection,keep,
AT-2025-06-27-E1,2025-06-27,E,wound,N,45,MEM technique,keep,
AT-2025-06-27-E2,2025-06-27,E,wound,N,50,MEM technique,keep,
AT-2025-06-27-F1,2025-06-27,F,splinting_orthotics,N,60,buddy strap adj,keep,
AT-2025-06-27-F2,2025-06-27,F,splinting_orthotics,N,45,wrist cock-up fab,keep,
AT-2025-06-27-I1,2025-06-27,I,modality_supervision_only,N,60,aide-run modality,drop_eligibility,fails eligibility per Box memo 2026-09-24 - modality-supervision-only
AT-2025-06-27-I2,2025-06-27,I,modality_supervision_only,N,45,paraffin only,keep,
AT-2025-06-27-I3,2025-06-27,I,modality_supervision_only,Y,95,paraffin only,keep,
AT-2025-06-27-J1,2025-06-27,J,other_eligible,N,60,documentation cluster,keep,
AT-2025-07-01-C1,2025-07-01,C,fracture,N,65,distal radius rehab,keep,
AT-2025-07-01-C2,2025-07-01,C,fracture,Y,45,distal radius rehab,keep,
AT-2025-07-01-D1,2025-07-01,D,arthritis,N,35,thermoplastic thumb,keep,
AT-2025-07-01-F1,2025-07-01,F,splinting_orthotics,N,60,custom thermoplastic,keep,
AT-2025-07-01-G1,2025-07-01,G,amputation,N,60,shrinker fitting,keep,
AT-2025-07-02-A1,2025-07-02,A,peripheral_nerve,Y,60,sensory re-ed,keep,
AT-2025-07-02-B1,2025-07-02,B,tendon,N,65,strengthening prog,keep,
AT-2025-07-02-D1,2025-07-02,D,arthritis,Y,35,thermoplastic thumb,keep,
AT-2025-07-02-G1,2025-07-02,G,amputation,Y,45,shrinker fitting,keep,
AT-2025-07-02-I1,2025-07-02,I,modality_supervision_only,Y,65,ultrasound obs,keep,
AT-2025-07-02-I2,2025-07-02,I,modality_supervision_only,N,45,ultrasound obs,keep,
AT-2025-07-03-A1,2025-07-03,A,peripheral_nerve,N,60,sensory re-ed,keep,
AT-2025-07-03-A2,2025-07-03,A,peripheral_nerve,Y,50,sensory re-ed,keep,
AT-2025-07-03-D1,2025-07-03,D,arthritis,N,45,RA hand pack,keep,
AT-2025-07-03-D2,2025-07-03,D,arthritis,N,45,joint protection,keep,
AT-2025-07-03-E1,2025-07-03,E,wound,N,65,silicone gel,keep,
AT-2025-07-04-A1,2025-07-04,A,peripheral_nerve,N,60,nerve glide ROM,keep,
AT-2025-07-04-D1,2025-07-04,D,arthritis,Y,50,thermoplastic thumb,keep,
AT-2025-07-04-D2,2025-07-04,D,arthritis,N,75,RA hand pack,keep,
AT-2025-07-04-F1,2025-07-04,F,splinting_orthotics,N,60,PIP capener,keep,
AT-2025-07-04-H1,2025-07-04,H,pediatric,Y,80,developmental play,keep,
AT-2025-07-04-I1,2025-07-04,I,modality_supervision_only,N,60,aide-run modality,keep,
AT-2025-07-07-A1,2025-07-07,A,peripheral_nerve,Y,75,nerve glide ROM,keep,
AT-2025-07-07-F1,2025-07-07,F,splinting_orthotics,N,60,buddy strap adj,keep,
AT-2025-07-07-F2,2025-07-07,F,splinting_orthotics,N,45,buddy strap adj,keep,
AT-2025-07-08-A1,2025-07-08,A,peripheral_nerve,N,50,desensitization,keep,
AT-2025-07-08-E1,2025-07-08,E,wound,N,90,MEM technique,keep,
AT-2025-07-08-G1,2025-07-08,G,amputation,N,30,phantom desens,keep,
AT-2025-07-09-C1,2025-07-09,C,fracture,N,60,PIP joint work,keep,
AT-2025-07-09-G1,2025-07-09,G,amputation,N,60,prosthetic training,keep,
AT-2025-07-10-E1,2025-07-10,E,wound,N,45,wound care f/u,keep,
AT-2025-07-10-I1,2025-07-10,I,modality_supervision_only,Y,30,ultrasound obs,keep,
AT-2025-07-10-I2,2025-07-10,I,modality_supervision_only,N,90,aide-run modality,keep,
AT-2025-07-10-I3,2025-07-10,I,modality_supervision_only,N,50,paraffin only,keep,
AT-2025-07-10-I4,2025-07-10,I,modality_supervision_only,N,60,FES obs,keep,
AT-2025-07-11-A1,2025-07-11,A,peripheral_nerve,N,60,sensory re-ed,keep,
AT-2025-07-11-A2,2025-07-11,A,peripheral_nerve,Y,50,sensory re-ed,keep,
AT-2025-07-11-E1,2025-07-11,E,wound,N,75,silicone gel,keep,
AT-2025-07-11-F1,2025-07-11,F,splinting_orthotics,N,50,custom thermoplastic,keep,
AT-2025-07-11-F2,2025-07-11,F,splinting_orthotics,Y,45,dynamic outrigger,reclassify_to_supervised,modality run under supervision per Box memo 2026-09-24
AT-2025-07-11-I1,2025-07-11,I,modality_supervision_only,N,60,FES obs,keep,
AT-2025-07-11-J1,2025-07-11,J,other_eligible,Y,60,assessment,keep,
AT-2025-07-14-A1,2025-07-14,A,peripheral_nerve,Y,60,sensory re-ed,keep,
AT-2025-07-14-A2,2025-07-14,A,peripheral_nerve,N,45,nerve mobilization,keep,
AT-2025-07-14-G1,2025-07-14,G,amputation,Y,30,shrinker fitting,reclassify_to_supervised,modality run under supervision per Box memo 2026-09-24
AT-2025-07-15-B1,2025-07-15,B,tendon,N,45,protective ROM,keep,
AT-2025-07-15-C1,2025-07-15,C,fracture,N,75,metacarpal ROM,keep,
AT-2025-07-16-C1,2025-07-16,C,fracture,N,65,ORIF f/u,keep,
AT-2025-07-17-A1,2025-07-17,A,peripheral_nerve,N,45,desensitization,duplicate,"duplicate of adjacent session, deduped"
AT-2025-07-18-A1,2025-07-18,A,peripheral_nerve,N,65,graded exposure,keep,
AT-2025-07-18-C1,2025-07-18,C,fracture,N,60,PIP joint work,keep,
AT-2025-07-18-D1,2025-07-18,D,arthritis,Y,60,joint protection,keep,
AT-2025-07-18-D2,2025-07-18,D,arthritis,Y,65,RA hand pack,keep,
AT-2025-07-18-F1,2025-07-18,F,splinting_orthotics,N,65,buddy strap adj,keep,
AT-2025-07-22-C1,2025-07-22,C,fracture,N,45,distal radius rehab,keep,
AT-2025-07-22-I1,2025-07-22,I,modality_supervision_only,N,75,iontophoresis obs,drop_eligibility,fails eligibility per Box memo 2026-09-24 - modality-supervision-only
AT-2025-07-23-B1,2025-07-23,B,tendon,N,75,strengthening prog,keep,
AT-2025-07-23-H1,2025-07-23,H,pediatric,N,30,peds bilateral,keep,
AT-2025-07-23-I1,2025-07-23,I,modality_supervision_only,Y,90,paraffin only,keep,
AT-2025-07-23-I2,2025-07-23,I,modality_supervision_only,N,60,paraffin only,drop_eligibility,fails eligibility per Box memo 2026-09-24 - modality-supervision-only
AT-2025-07-24-A1,2025-07-24,A,peripheral_nerve,Y,60,nerve mobilization,keep,
AT-2025-07-24-D1,2025-07-24,D,arthritis,Y,45,joint protection,reclassify_to_supervised,modality run under supervision per Box memo 2026-09-24
AT-2025-07-24-E1,2025-07-24,E,wound,N,90,wound care f/u,keep,
AT-2025-07-25-B1,2025-07-25,B,tendon,N,65,strengthening prog,keep,
AT-2025-07-25-D1,2025-07-25,D,arthritis,N,50,RA hand pack,keep,
AT-2025-07-25-E1,2025-07-25,E,wound,Y,30,edema control,keep,
AT-2025-07-25-F1,2025-07-25,F,splinting_orthotics,N,65,dynamic outrigger,keep,
AT-2025-07-25-I1,2025-07-25,I,modality_supervision_only,Y,45,aide-run modality,keep,
AT-2025-07-25-I2,2025-07-25,I,modality_supervision_only,Y,60,FES obs,keep,
AT-2025-07-25-I3,2025-07-25,I,modality_supervision_only,N,60,FES obs,keep,
AT-2025-07-25-J1,2025-07-25,J,other_eligible,N,65,IDT participation,keep,
AT-2025-07-25-J2,2025-07-25,J,other_eligible,N,75,IDT participation,keep,
AT-2025-07-25-J3,2025-07-25,J,other_eligible,N,90,IDT participation,keep,
AT-2025-07-28-I1,2025-07-28,I,modality_supervision_only,N,75,aide-run modality,keep,
AT-2025-07-29-F1,2025-07-29,F,splinting_orthotics,Y,60,wrist cock-up fab,keep,
AT-2025-07-30-A1,2025-07-30,A,peripheral_nerve,N,75,nerve mobilization,keep,
AT-2025-07-31-B1,2025-07-31,B,tendon,N,95,protective ROM,keep,
AT-2025-07-31-I1,2025-07-31,I,modality_supervision_only,Y,65,ultrasound obs,keep,
AT-2025-07-31-J1,2025-07-31,J,other_eligible,N,45,FCE partial,keep,
AT-2025-08-01-E1,2025-08-01,E,wound,N,60,scar management,keep,
AT-2025-08-01-E2,2025-08-01,E,wound,Y,45,wound care f/u,keep,
AT-2025-08-01-F1,2025-08-01,F,splinting_orthotics,N,65,dynamic outrigger,keep,
AT-2025-08-01-J1,2025-08-01,J,other_eligible,Y,65,HEP review,keep,
AT-2025-08-04-B1,2025-08-04,B,tendon,N,60,strengthening prog,keep,
AT-2025-08-05-A1,2025-08-05,A,peripheral_nerve,N,60,nerve mobilization,keep,
AT-2025-08-05-B1,2025-08-05,B,tendon,N,45,protective ROM,keep,
AT-2025-08-05-I1,2025-08-05,I,modality_supervision_only,N,75,FES obs,keep,
AT-2025-08-05-I2,2025-08-05,I,modality_supervision_only,N,60,paraffin only,keep,
AT-2025-08-06-I1,2025-08-06,I,modality_supervision_only,N,65,FES obs,keep,
AT-2025-08-06-J1,2025-08-06,J,other_eligible,Y,90,IDT participation,keep,
AT-2025-08-08-A1,2025-08-08,A,peripheral_nerve,N,75,graded exposure,keep,
AT-2025-08-08-D1,2025-08-08,D,arthritis,N,75,joint protection,keep,
AT-2025-08-08-H1,2025-08-08,H,pediatric,N,45,developmental play,keep,
AT-2025-08-08-J1,2025-08-08,J,other_eligible,N,65,IDT participation,keep,
AT-2025-08-11-B1,2025-08-11,B,tendon,N,35,protective ROM,keep,
AT-2025-08-11-D1,2025-08-11,D,arthritis,N,35,joint protection,keep,
AT-2025-08-11-F1,2025-08-11,F,splinting_orthotics,N,65,wrist cock-up fab,keep,
AT-2025-08-11-F2,2025-08-11,F,splinting_orthotics,Y,60,PIP capener,keep,
AT-2025-08-12-F1,2025-08-12,F,splinting_orthotics,N,65,PIP capener,keep,
AT-2025-08-12-I1,2025-08-12,I,modality_supervision_only,N,60,paraffin only,duplicate,"duplicate of adjacent session, deduped"
AT-2025-08-12-J1,2025-08-12,J,other_eligible,Y,60,FCE partial,keep,
AT-2025-08-13-C1,2025-08-13,C,fracture,N,80,scaphoid protection,keep,
AT-2025-08-13-E1,2025-08-13,E,wound,Y,60,wound care f/u,keep,
AT-2025-08-14-C1,2025-08-14,C,fracture,N,65,scaphoid protection,keep,
AT-2025-08-14-F1,2025-08-14,F,splinting_orthotics,Y,65,dynamic outrigger,keep,
AT-2025-08-14-G1,2025-08-14,G,amputation,N,50,pre-prosthetic,keep,
AT-2025-08-15-A1,2025-08-15,A,peripheral_nerve,N,30,nerve mobilization,keep,
AT-2025-08-15-C1,2025-08-15,C,fracture,N,45,metacarpal ROM,keep,
AT-2025-08-15-D1,2025-08-15,D,arthritis,N,50,energy conservation,keep,
AT-2025-08-15-I1,2025-08-15,I,modality_supervision_only,N,45,ultrasound obs,keep,
AT-2025-08-18-B1,2025-08-18,B,tendon,N,50,flexor post-op ROM,keep,
AT-2025-08-18-I1,2025-08-18,I,modality_supervision_only,Y,60,FES obs,duplicate,"duplicate of adjacent session, deduped"
AT-2025-08-19-A1,2025-08-19,A,peripheral_nerve,N,60,nerve glide ROM,keep,
AT-2025-08-20-A1,2025-08-20,A,peripheral_nerve,N,45,graded exposure,keep,
AT-2025-08-20-D1,2025-08-20,D,arthritis,N,45,RA hand pack,keep,
AT-2025-08-20-J1,2025-08-20,J,other_eligible,N,60,FCE partial,keep,
AT-2025-08-21-B1,2025-08-21,B,tendon,N,60,protective ROM,keep,
AT-2025-08-21-C1,2025-08-21,C,fracture,N,60,distal radius rehab,keep,
AT-2025-08-21-H1,2025-08-21,H,pediatric,Y,30,peds splinting,keep,
AT-2025-08-21-I1,2025-08-21,I,modality_supervision_only,Y,90,ultrasound obs,keep,
AT-2025-08-22-B1,2025-08-22,B,tendon,Y,60,flexor post-op ROM,keep,
AT-2025-08-22-C1,2025-08-22,C,fracture,N,60,distal radius rehab,keep,
