Id,Name,AccountId,StageName,Amount,Probability,CloseDate,Type
006GEN569,Grant Opportunity 569,001ACC182,Closed Won,4950.00,50,2026-11-01,Grant
006GEN570,Grant Opportunity 570,001ACC085,Closed Won,2573.00,100,2026-11-01,Donation
006GEN571,Grant Opportunity 571,001ACC075,Prospecting,2198.00,50,2026-11-01,Grant
006GEN572,Grant Opportunity 572,001ACC168,Closed Won,2857.00,10,2026-11-01,Donation
006GEN573,Grant Opportunity 573,001ACC008,Closed Won,4029.00,50,2026-11-01,Grant
006GEN574,Grant Opportunity 574,001ACC028,Closed Won,3946.00,100,2026-11-01,Grant
006GEN575,Grant Opportunity 575,001ACC140,Closed Lost,1631.00,10,2026-11-01,Partnership
006GEN576,Grant Opportunity 576,001ACC163,Prospecting,4545.00,50,2026-11-01,Partnership
006GEN577,Grant Opportunity 577,001ACC031,Closed Lost,4171.00,10,2026-11-01,Donation
006GEN578,Grant Opportunity 578,001ACC109,Prospecting,775.00,10,2026-11-01,Donation
006GEN579,Grant Opportunity 579,001ACC124,Closed Lost,4587.00,50,2026-11-01,Partnership
006GEN580,Grant Opportunity 580,001ACC182,Closed Won,2714.00,100,2026-11-01,Grant
006GEN581,Grant Opportunity 581,001ACC083,Closed Won,1739.00,100,2026-11-01,Grant
006GEN582,Grant Opportunity 582,001ACC151,Closed Lost,3675.00,10,2026-11-01,Partnership
006GEN583,Grant Opportunity 583,001ACC164,Prospecting,2605.00,10,2026-11-01,Donation
006GEN584,Grant Opportunity 584,001ACC016,Closed Lost,1182.00,10,2026-11-01,Donation
