delivery_id,sent_date,channel,provider,recipient_language,recipient_ward,message_type,status,bounce_reason,retry_count
EML-0502675,2026-07-12,email,sendgrid,fr,Jeanne-Mance,translated_summary,delivered,,0
SMS-0500141,2026-07-12,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500229,2026-07-12,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500449,2026-07-12,sms,twilio,en,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500542,2026-07-12,sms,twilio,fr,Mile End,survey_link,delivered,,0
SMS-0500730,2026-07-12,sms,twilio,ur,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500766,2026-07-12,sms,twilio,ar,Jeanne-Mance,follow_up,delivered,,0
SMS-0500823,2026-07-12,sms,twilio,ar,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500948,2026-07-12,sms,twilio,en,Milton-Parc,translated_summary,delivered,,0
SMS-0501277,2026-07-12,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0501463,2026-07-12,sms,twilio,en,Mile End,follow_up,delivered,,0
EML-0501839,2026-07-13,email,mailgun,fr,Jeanne-Mance,survey_link,delivered,,0
EML-0502284,2026-07-13,email,mailgun,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502378,2026-07-13,email,sendgrid,fr,Mile End,consultation_reminder,delivered,,0
EML-0502534,2026-07-13,email,sendgrid,fr,Jeanne-Mance,meeting_invite,delivered,,0
EML-0502594,2026-07-13,email,sendgrid,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502710,2026-07-13,email,sendgrid,en,Jeanne-Mance,consultation_reminder,delivered,,0
SMS-0500211,2026-07-13,sms,twilio,en,Milton-Parc,meeting_invite,delivered,,0
SMS-0500415,2026-07-13,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500458,2026-07-13,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500460,2026-07-13,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500465,2026-07-13,sms,twilio,fr,Mile End,translated_summary,delivered,,0
SMS-0500544,2026-07-13,sms,twilio,fr,Mile End,consultation_reminder,delivered,,0
SMS-0500550,2026-07-13,sms,twilio,fr,Milton-Parc,survey_link,delivered,,0
SMS-0500603,2026-07-13,sms,twilio,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500890,2026-07-13,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0501116,2026-07-13,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0501397,2026-07-13,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0501867,2026-07-14,email,mailgun,vi,Mile End,survey_link,delivered,,0
EML-0501881,2026-07-14,email,mailgun,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502312,2026-07-14,email,mailgun,fr,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0502470,2026-07-14,email,sendgrid,fr,Jeanne-Mance,consultation_reminder,delivered,,0
EML-0502501,2026-07-14,email,sendgrid,ur,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0502502,2026-07-14,email,sendgrid,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0502661,2026-07-14,email,sendgrid,fr,Mile End,follow_up,delivered,,0
SMS-0500186,2026-07-14,sms,twilio,en,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500455,2026-07-14,sms,twilio,ar,Mile End,meeting_invite,delivered,,0
SMS-0500507,2026-07-14,sms,twilio,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500599,2026-07-14,sms,twilio,en,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0501222,2026-07-14,sms,twilio,en,Mile End,consultation_reminder,delivered,,0
SMS-0501399,2026-07-14,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501424,2026-07-14,sms,twilio,ar,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0501491,2026-07-14,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502017,2026-07-15,email,mailgun,fr,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0502365,2026-07-15,email,mailgun,ar,Mile End,meeting_invite,delivered,,0
EML-0502528,2026-07-15,email,sendgrid,en,Jeanne-Mance,follow_up,delivered,,0
EML-0502542,2026-07-15,email,sendgrid,en,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500255,2026-07-15,sms,twilio,en,Mile End,meeting_invite,delivered,,0
SMS-0500477,2026-07-15,sms,twilio,en,Mile End,follow_up,delivered,,0
SMS-0500478,2026-07-15,sms,twilio,en,Milton-Parc,meeting_invite,delivered,,0
SMS-0500720,2026-07-15,sms,twilio,es,Plateau-Mont-Royal,meeting_invite,failed,carrier_unreachable,1
SMS-0501064,2026-07-15,sms,twilio,fr,Jeanne-Mance,consultation_reminder,delivered,,0
SMS-0501184,2026-07-15,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0501336,2026-07-15,sms,twilio,en,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502030,2026-07-16,email,mailgun,en,Jeanne-Mance,meeting_invite,delivered,,0
EML-0502174,2026-07-16,email,mailgun,fr,Mile End,consultation_reminder,delivered,,0
EML-0502274,2026-07-16,email,mailgun,fr,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0502276,2026-07-16,email,mailgun,fr,Mile End,consultation_reminder,delivered,,0
SMS-0500062,2026-07-16,sms,twilio,es,Mile End,follow_up,delivered,,0
SMS-0500341,2026-07-16,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500982,2026-07-16,sms,twilio,es,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0501353,2026-07-16,sms,twilio,en,Mile End,survey_link,delivered,,0
SMS-0501369,2026-07-16,sms,twilio,ur,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0501875,2026-07-17,email,mailgun,fr,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0501976,2026-07-17,email,mailgun,fr,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0502218,2026-07-17,email,mailgun,fr,Jeanne-Mance,follow_up,delivered,,0
EML-0502465,2026-07-17,email,sendgrid,fr,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502708,2026-07-17,email,sendgrid,fr,Jeanne-Mance,consultation_reminder,delivered,,0
SMS-0500098,2026-07-17,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500430,2026-07-17,sms,twilio,fr,Mile End,survey_link,delivered,,0
SMS-0500471,2026-07-17,sms,twilio,fr,Jeanne-Mance,follow_up,delivered,,0
SMS-0500645,2026-07-17,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500836,2026-07-17,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500837,2026-07-17,sms,twilio,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0501147,2026-07-17,sms,twilio,ur,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0501436,2026-07-17,sms,twilio,ar,Mile End,consultation_reminder,undelivered,unknown_number,2
SMS-0501438,2026-07-17,sms,twilio,fr,Mile End,follow_up,delivered,,0
EML-0501820,2026-07-18,email,mailgun,fr,Mile End,meeting_invite,delivered,,0
EML-0501934,2026-07-18,email,mailgun,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0501960,2026-07-18,email,mailgun,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502303,2026-07-18,email,mailgun,fr,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0502426,2026-07-18,email,sendgrid,vi,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500110,2026-07-18,sms,twilio,bn,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500213,2026-07-18,sms,twilio,ur,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500330,2026-07-18,sms,twilio,fr,Jeanne-Mance,translated_summary,undelivered,unknown_number,2
SMS-0500672,2026-07-18,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500847,2026-07-18,sms,twilio,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0501849,2026-07-19,email,mailgun,fr,Jeanne-Mance,follow_up,bounced,temporary_failure,0
EML-0501870,2026-07-19,email,mailgun,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0502441,2026-07-19,email,sendgrid,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502475,2026-07-19,email,sendgrid,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502668,2026-07-19,email,sendgrid,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500175,2026-07-19,sms,twilio,ar,Mile End,consultation_reminder,delivered,,0
SMS-0500248,2026-07-19,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500332,2026-07-19,sms,twilio,ar,Mile End,follow_up,delivered,,0
SMS-0500416,2026-07-19,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500490,2026-07-19,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500954,2026-07-19,sms,twilio,en,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500990,2026-07-19,sms,twilio,fr,Mile End,follow_up,delivered,,0
EML-0502008,2026-07-20,email,mailgun,fr,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502049,2026-07-20,email,mailgun,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502170,2026-07-20,email,mailgun,fr,Jeanne-Mance,translated_summary,delivered,,0
EML-0502281,2026-07-20,email,mailgun,fr,Mile End,survey_link,delivered,,0
EML-0502311,2026-07-20,email,mailgun,en,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0502337,2026-07-20,email,mailgun,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502495,2026-07-20,email,sendgrid,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502732,2026-07-20,email,sendgrid,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500041,2026-07-20,sms,twilio,ur,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500311,2026-07-20,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500568,2026-07-20,sms,twilio,ar,Plateau-Mont-Royal,meeting_invite,undelivered,unknown_number,2
SMS-0501090,2026-07-20,sms,twilio,en,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0501143,2026-07-20,sms,twilio,fr,Jeanne-Mance,translated_summary,delivered,,0
SMS-0501245,2026-07-20,sms,twilio,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501445,2026-07-20,sms,twilio,fr,Mile End,follow_up,delivered,,0
EML-0501840,2026-07-21,email,mailgun,en,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502411,2026-07-21,email,sendgrid,en,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0502539,2026-07-21,email,sendgrid,fr,Jeanne-Mance,follow_up,delivered,,0
EML-0502562,2026-07-21,email,sendgrid,en,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500293,2026-07-21,sms,twilio,ur,Mile End,consultation_reminder,delivered,,0
SMS-0500421,2026-07-21,sms,twilio,en,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500635,2026-07-21,sms,twilio,vi,Milton-Parc,consultation_reminder,delivered,,0
SMS-0500946,2026-07-21,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501103,2026-07-21,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0501110,2026-07-21,sms,twilio,fr,Mile End,survey_link,delivered,,0
SMS-0501333,2026-07-21,sms,twilio,en,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0501492,2026-07-21,sms,twilio,en,Mile End,survey_link,delivered,,0
EML-0502442,2026-07-22,email,sendgrid,fr,Jeanne-Mance,follow_up,delivered,,0
SMS-0500233,2026-07-22,sms,twilio,fr,Jeanne-Mance,follow_up,delivered,,0
SMS-0500346,2026-07-22,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500464,2026-07-22,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500612,2026-07-22,sms,twilio,es,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500694,2026-07-22,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0501181,2026-07-22,sms,twilio,en,Milton-Parc,translated_summary,delivered,,0
SMS-0501459,2026-07-22,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0501473,2026-07-22,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0501986,2026-07-23,email,mailgun,fr,Jeanne-Mance,translated_summary,delivered,,0
EML-0502345,2026-07-23,email,mailgun,fr,Milton-Parc,consultation_reminder,delivered,,0
EML-0502733,2026-07-23,email,sendgrid,en,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500329,2026-07-23,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500555,2026-07-23,sms,twilio,ur,Mile End,meeting_invite,delivered,,0
SMS-0500597,2026-07-23,sms,twilio,fr,Milton-Parc,translated_summary,delivered,,0
SMS-0500671,2026-07-23,sms,twilio,fr,Mile End,translated_summary,delivered,,0
SMS-0500966,2026-07-23,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501149,2026-07-23,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0501153,2026-07-23,sms,twilio,fr,Jeanne-Mance,survey_link,delivered,,0
SMS-0501289,2026-07-23,sms,twilio,fr,Jeanne-Mance,translated_summary,delivered,,0
SMS-0501368,2026-07-23,sms,twilio,ar,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0501455,2026-07-23,sms,twilio,en,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502132,2026-07-24,email,mailgun,bn,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0502363,2026-07-24,email,mailgun,fr,Milton-Parc,follow_up,delivered,,0
EML-0502382,2026-07-24,email,sendgrid,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502491,2026-07-24,email,sendgrid,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0502530,2026-07-24,email,sendgrid,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500130,2026-07-24,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500184,2026-07-24,sms,twilio,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500486,2026-07-24,sms,twilio,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500685,2026-07-24,sms,twilio,fr,Milton-Parc,consultation_reminder,delivered,,0
SMS-0500780,2026-07-24,sms,twilio,en,Mile End,translated_summary,delivered,,0
SMS-0501148,2026-07-24,sms,twilio,ur,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0501207,2026-07-24,sms,twilio,es,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502187,2026-07-25,email,mailgun,fr,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502487,2026-07-25,email,sendgrid,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502711,2026-07-25,email,sendgrid,en,Plateau-Mont-Royal,survey_link,failed,smtp_error,2
SMS-0500381,2026-07-25,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500607,2026-07-25,sms,twilio,fr,Mile End,survey_link,delivered,,0
SMS-0500649,2026-07-25,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500962,2026-07-25,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0501054,2026-07-25,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0501079,2026-07-25,sms,twilio,es,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0501138,2026-07-25,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0501339,2026-07-25,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0501346,2026-07-25,sms,twilio,en,Mile End,translated_summary,delivered,,0
SMS-0501385,2026-07-25,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0502167,2026-07-26,email,mailgun,en,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502273,2026-07-26,email,mailgun,fr,Milton-Parc,meeting_invite,delivered,,0
EML-0502462,2026-07-26,email,sendgrid,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502466,2026-07-26,email,sendgrid,vi,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502468,2026-07-26,email,sendgrid,fr,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0502560,2026-07-26,email,sendgrid,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502660,2026-07-26,email,sendgrid,en,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500095,2026-07-26,sms,twilio,en,Milton-Parc,consultation_reminder,delivered,,0
SMS-0500168,2026-07-26,sms,twilio,en,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500250,2026-07-26,sms,twilio,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500521,2026-07-26,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500582,2026-07-26,sms,twilio,en,Mile End,consultation_reminder,failed,carrier_unreachable,2
SMS-0500605,2026-07-26,sms,twilio,en,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0501860,2026-07-27,email,mailgun,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0501905,2026-07-27,email,mailgun,en,Mile End,translated_summary,delivered,,0
EML-0502327,2026-07-27,email,mailgun,ar,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502656,2026-07-27,email,sendgrid,en,Jeanne-Mance,translated_summary,delivered,,0
SMS-0500314,2026-07-27,sms,twilio,vi,Milton-Parc,consultation_reminder,delivered,,0
SMS-0500492,2026-07-27,sms,twilio,en,Jeanne-Mance,survey_link,undelivered,carrier_reject,0
SMS-0500560,2026-07-27,sms,twilio,fr,Milton-Parc,survey_link,delivered,,0
SMS-0500812,2026-07-27,sms,twilio,fr,Milton-Parc,consultation_reminder,delivered,,0
SMS-0500826,2026-07-27,sms,twilio,en,Jeanne-Mance,survey_link,delivered,,0
SMS-0500840,2026-07-27,sms,twilio,en,Jeanne-Mance,meeting_invite,delivered,,0
SMS-0500992,2026-07-27,sms,twilio,fr,Mile End,translated_summary,delivered,,0
SMS-0501162,2026-07-27,sms,twilio,bn,Jeanne-Mance,follow_up,delivered,,0
SMS-0501303,2026-07-27,sms,twilio,fr,Mile End,follow_up,delivered,,0
SMS-0501356,2026-07-27,sms,twilio,ur,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0501387,2026-07-27,sms,twilio,ur,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502237,2026-07-28,email,mailgun,fr,Mile End,consultation_reminder,delivered,,0
SMS-0500217,2026-07-28,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500431,2026-07-28,sms,twilio,en,Mile End,meeting_invite,delivered,,0
SMS-0501011,2026-07-28,sms,twilio,en,Mile End,follow_up,delivered,,0
SMS-0501142,2026-07-28,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0501173,2026-07-28,sms,twilio,fr,Jeanne-Mance,meeting_invite,delivered,,0
SMS-0501364,2026-07-28,sms,twilio,fr,Milton-Parc,follow_up,delivered,,0
SMS-0501376,2026-07-28,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0501409,2026-07-28,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0501825,2026-07-29,email,mailgun,fr,Jeanne-Mance,consultation_reminder,delivered,,0
EML-0501866,2026-07-29,email,mailgun,fr,Mile End,consultation_reminder,delivered,,0
EML-0502079,2026-07-29,email,mailgun,en,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502331,2026-07-29,email,mailgun,fr,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0502408,2026-07-29,email,sendgrid,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502425,2026-07-29,email,sendgrid,en,Jeanne-Mance,consultation_reminder,delivered,,0
SMS-0500027,2026-07-29,sms,twilio,ur,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500308,2026-07-29,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500517,2026-07-29,sms,twilio,ur,Mile End,survey_link,delivered,,0
SMS-0500540,2026-07-29,sms,twilio,en,Mile End,meeting_invite,delivered,,0
SMS-0500988,2026-07-29,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0501132,2026-07-29,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501292,2026-07-29,sms,twilio,vi,Jeanne-Mance,follow_up,delivered,,0
EML-0501852,2026-07-30,email,mailgun,fr,Milton-Parc,follow_up,delivered,,0
EML-0501978,2026-07-30,email,mailgun,fr,Jeanne-Mance,translated_summary,delivered,,0
EML-0502161,2026-07-30,email,mailgun,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0502190,2026-07-30,email,mailgun,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502250,2026-07-30,email,mailgun,fr,Mile End,meeting_invite,delivered,,0
EML-0502443,2026-07-30,email,sendgrid,fr,Jeanne-Mance,follow_up,delivered,,0
SMS-0500748,2026-07-30,sms,twilio,fr,Mile End,consultation_reminder,delivered,,0
SMS-0500916,2026-07-30,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0501133,2026-07-30,sms,twilio,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501439,2026-07-30,sms,twilio,fr,Jeanne-Mance,survey_link,delivered,,0
SMS-0501478,2026-07-30,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500197,2026-07-31,sms,twilio,ar,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500795,2026-07-31,sms,twilio,ar,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0501113,2026-07-31,sms,twilio,en,Milton-Parc,follow_up,undelivered,carrier_reject,1
SMS-0501358,2026-07-31,sms,twilio,bn,Jeanne-Mance,survey_link,delivered,,0
EML-0501884,2026-08-01,email,mailgun,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502145,2026-08-01,email,mailgun,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502258,2026-08-01,email,mailgun,fr,Milton-Parc,consultation_reminder,delivered,,0
EML-0502350,2026-08-01,email,mailgun,en,Mile End,survey_link,delivered,,0
EML-0502435,2026-08-01,email,sendgrid,fr,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502712,2026-08-01,email,sendgrid,ar,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500263,2026-08-01,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500536,2026-08-01,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500715,2026-08-01,sms,twilio,en,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500741,2026-08-01,sms,twilio,fr,Mile End,survey_link,delivered,,0
SMS-0500772,2026-08-01,sms,twilio,vi,Mile End,translated_summary,failed,carrier_unreachable,3
SMS-0501020,2026-08-01,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0501070,2026-08-01,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0501190,2026-08-01,sms,twilio,fr,Jeanne-Mance,follow_up,delivered,,0
SMS-0501224,2026-08-01,sms,twilio,vi,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0501372,2026-08-01,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502032,2026-08-02,email,mailgun,fr,Mile End,consultation_reminder,delivered,,0
EML-0502043,2026-08-02,email,mailgun,fr,Mile End,follow_up,delivered,,0
EML-0502664,2026-08-02,email,sendgrid,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500018,2026-08-02,sms,twilio,es,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500106,2026-08-02,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500150,2026-08-02,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500396,2026-08-02,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500500,2026-08-02,sms,twilio,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500529,2026-08-02,sms,twilio,fr,Mile End,survey_link,delivered,,0
SMS-0500789,2026-08-02,sms,twilio,en,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500835,2026-08-02,sms,twilio,en,Mile End,meeting_invite,delivered,,0
SMS-0501109,2026-08-02,sms,twilio,fr,Jeanne-Mance,follow_up,delivered,,0
SMS-0501320,2026-08-02,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0501362,2026-08-02,sms,twilio,fr,Jeanne-Mance,meeting_invite,delivered,,0
SMS-0501430,2026-08-02,sms,twilio,ar,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501440,2026-08-02,sms,twilio,en,Mile End,translated_summary,delivered,,0
EML-0501816,2026-08-03,email,mailgun,fr,Mile End,follow_up,delivered,,0
EML-0501926,2026-08-03,email,mailgun,fr,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0502601,2026-08-03,email,sendgrid,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500088,2026-08-03,sms,twilio,en,Milton-Parc,translated_summary,delivered,,0
SMS-0500146,2026-08-03,sms,twilio,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500288,2026-08-03,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500411,2026-08-03,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500426,2026-08-03,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500439,2026-08-03,sms,twilio,en,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0501085,2026-08-03,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0501094,2026-08-03,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0501187,2026-08-03,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501293,2026-08-03,sms,twilio,fr,Mile End,survey_link,delivered,,0
SMS-0501375,2026-08-03,sms,twilio,fr,Milton-Parc,follow_up,delivered,,0
EML-0502119,2026-08-04,email,mailgun,fr,Milton-Parc,translated_summary,delivered,,0
EML-0502627,2026-08-04,email,sendgrid,fr,Milton-Parc,follow_up,delivered,,0
SMS-0500189,2026-08-04,sms,twilio,en,Mile End,survey_link,delivered,,0
