id,identifier,number,title,description,priority,estimate,stateId,assigneeId,teamId,projectId,cycleId,labelIds,dueDate,sortOrder,branchName,createdAt,updatedAt,startedAt,completedAt,canceledAt
lin_220,HOME-220,220,Service plow blade for F-250,Tighten hydraulics; replace cutting edge,1,5,state_in_progress,user_midori,team_home,,,,2026-10-24,22000,midori/home-220-service-plow,2026-09-15T08:00:00.000Z,2026-10-17T08:00:00.000Z,2026-09-16T09:00:00.000Z,,
lin_221,HOME-221,221,Reconcile green notebook,Match handwritten expenses to bank,1,3,state_done,user_midori,team_home,,,,2026-03-09,22100,midori/home-221-reconcile-green,2026-01-31T08:00:00.000Z,2026-02-01T08:00:00.000Z,2026-02-01T09:00:00.000Z,2026-02-01T07:30:00.000Z,
lin_222,GRE-222,222,Manhattan 5lb - quant ch 12,Sections 12.1-12.4 ratios/percent,1,3,state_backlog,user_midori,team_gre,,,,,22200,midori/gre-222-manhattan-5lb,2025-08-21T08:00:00.000Z,2025-11-18T08:00:00.000Z,,,
lin_223,HOME-223,223,Fix barn gutter,Replace bent section on east side,4,5,state_in_progress,user_midori,team_home,,,,,22300,midori/home-223-fix-barn,2025-08-16T08:00:00.000Z,2026-07-27T08:00:00.000Z,2025-08-17T09:00:00.000Z,,
lin_224,HOME-224,224,Schedule shed paint stain,Order Sherwin-Williams superdeck cedar; book weekend,4,5,state_done,user_midori,team_home,,,,2026-04-16,22400,midori/home-224-schedule-shed,2026-03-26T08:00:00.000Z,2026-09-12T08:00:00.000Z,2026-03-27T09:00:00.000Z,2026-09-12T07:30:00.000Z,
lin_225,HOME-225,225,Snow tires on truck,Schedule with Robberson by Nov 1,1,1,state_backlog,user_midori,team_home,,,,,22500,midori/home-225-snow-tires,2026-07-01T08:00:00.000Z,2026-09-25T08:00:00.000Z,,,
lin_226,HOME-226,226,Snow tires on truck,Schedule with Robberson by Nov 1,2,3,state_todo,user_midori,team_home,,,,2026-06-24,22600,midori/home-226-snow-tires,2026-06-08T08:00:00.000Z,2026-10-15T08:00:00.000Z,,,
lin_227,HOME-227,227,Fix barn gutter,Replace bent section on east side,4,3,state_in_progress,user_midori,team_home,,,,2025-12-12,22700,midori/home-227-fix-barn,2025-11-19T08:00:00.000Z,2025-12-25T08:00:00.000Z,2025-11-20T09:00:00.000Z,,
lin_228,HOME-228,228,Snow tires on truck,Schedule with Robberson by Nov 1,2,4,state_done,user_midori,team_home,,,,2026-05-13,22800,midori/home-228-snow-tires,2026-05-06T08:00:00.000Z,2026-09-17T08:00:00.000Z,2026-05-07T09:00:00.000Z,2026-09-17T07:30:00.000Z,
lin_229,GRE-229,229,Review error log week 5,Redo missed quant problems,3,3,state_in_progress,user_midori,team_gre,,,,2026-03-11,22900,midori/gre-229-review-error,2026-02-11T08:00:00.000Z,2026-06-04T08:00:00.000Z,2026-02-12T09:00:00.000Z,,
lin_230,HOME-230,230,Get firewood delivered before snow,Order 2 cords from Cascade Firewood,4,2,state_todo,user_midori,team_home,,,,2026-08-08,23000,midori/home-230-get-firewood,2026-07-19T08:00:00.000Z,2026-08-24T08:00:00.000Z,,,
lin_231,GRE-231,231,Reading comp drills,3 passages timed,1,4,state_in_progress,user_midori,team_gre,,,,,23100,midori/gre-231-reading-comp,2026-07-04T08:00:00.000Z,2026-10-11T08:00:00.000Z,2026-07-05T09:00:00.000Z,,
lin_232,HOME-232,232,Reconcile green notebook,Match handwritten expenses to bank,2,1,state_backlog,user_midori,team_home,,,,2026-06-23,23200,midori/home-232-reconcile-green,2026-06-12T08:00:00.000Z,2026-07-23T08:00:00.000Z,,,
lin_233,HOME-233,233,Winterize trailer,"Drain water, check tires, grease bearings",2,3,state_backlog,user_midori,team_home,,,,,23300,midori/home-233-winterize-trailer,2025-09-01T08:00:00.000Z,2026-07-04T08:00:00.000Z,,,
lin_234,HOME-234,234,Snow tires on truck,Schedule with Robberson by Nov 1,4,4,state_todo,user_midori,team_home,,,,2026-07-01,23400,midori/home-234-snow-tires,2026-06-13T08:00:00.000Z,2026-08-07T08:00:00.000Z,,,
lin_235,HOME-235,235,Reseal round pen footing,Drag and add sand before spring,4,2,state_in_progress,user_midori,team_home,,,,2026-06-27,23500,midori/home-235-reseal-round,2026-06-02T08:00:00.000Z,2026-10-15T08:00:00.000Z,2026-06-03T09:00:00.000Z,,
lin_236,GRE-236,236,PowerPrep 1 - timed,Sunday morning timed practice test,2,3,state_done,user_midori,team_gre,,,,,23600,midori/gre-236-powerprep-1,2026-04-04T08:00:00.000Z,2026-08-06T08:00:00.000Z,2026-04-05T09:00:00.000Z,2026-08-06T07:30:00.000Z,
lin_237,HOME-237,237,Get firewood delivered before snow,Order 2 cords from Cascade Firewood,2,2,state_in_progress,user_midori,team_home,,,,2025-10-12,23700,midori/home-237-get-firewood,2025-09-06T08:00:00.000Z,2026-04-03T08:00:00.000Z,2025-09-07T09:00:00.000Z,,
lin_238,GRE-238,238,Reading comp drills,3 passages timed,3,1,state_todo,user_midori,team_gre,,,,2025-09-15,23800,midori/gre-238-reading-comp,2025-08-10T08:00:00.000Z,2026-08-14T08:00:00.000Z,,,
lin_239,HOME-239,239,Reconcile green notebook,Match handwritten expenses to bank,3,5,state_in_progress,user_midori,team_home,,,,2026-03-25,23900,midori/home-239-reconcile-green,2026-02-17T08:00:00.000Z,2026-02-24T08:00:00.000Z,2026-02-18T09:00:00.000Z,,
lin_240,GRE-240,240,Manhattan 5lb - quant ch 12,Sections 12.1-12.4 ratios/percent,1,1,state_in_progress,user_midori,team_gre,,,,2026-07-21,24000,midori/gre-240-manhattan-5lb,2026-06-29T08:00:00.000Z,2026-07-05T08:00:00.000Z,2026-06-30T09:00:00.000Z,,
lin_241,GRE-241,241,Magoosh vocab batch,200 cards in Anki,2,5,state_backlog,user_midori,team_gre,,,,2026-02-07,24100,midori/gre-241-magoosh-vocab,2026-01-17T08:00:00.000Z,2026-09-14T08:00:00.000Z,,,
lin_242,GRE-242,242,PowerPrep 1 - timed,Sunday morning timed practice test,3,5,state_in_progress,user_midori,team_gre,,,,,24200,midori/gre-242-powerprep-1,2026-02-16T08:00:00.000Z,2026-10-21T08:00:00.000Z,2026-02-17T09:00:00.000Z,,
lin_243,HOME-243,243,Worm Sage and Hikari,Rotate dewormer class this cycle,3,1,state_todo,user_midori,team_home,,,,,24300,midori/home-243-worm-sage,2026-04-25T08:00:00.000Z,2026-10-11T08:00:00.000Z,,,
lin_244,GRE-244,244,Magoosh vocab batch,200 cards in Anki,4,4,state_in_progress,user_midori,team_gre,,,,2026-04-22,24400,midori/gre-244-magoosh-vocab,2026-04-15T08:00:00.000Z,2026-04-21T08:00:00.000Z,2026-04-16T09:00:00.000Z,,
lin_245,HOME-245,245,Get firewood delivered before snow,Order 2 cords from Cascade Firewood,3,5,state_done,user_midori,team_home,,,,,24500,midori/home-245-get-firewood,2025-09-02T08:00:00.000Z,2026-01-07T08:00:00.000Z,2025-09-03T09:00:00.000Z,2026-01-07T07:30:00.000Z,
lin_246,HOME-246,246,Schedule shed paint stain,Order Sherwin-Williams superdeck cedar; book weekend,2,3,state_backlog,user_midori,team_home,,,,,24600,midori/home-246-schedule-shed,2025-11-03T08:00:00.000Z,2026-07-01T08:00:00.000Z,,,
lin_247,HOME-247,247,Winterize trailer,"Drain water, check tires, grease bearings",2,4,state_in_progress,user_midori,team_home,,,,2026-05-16,24700,midori/home-247-winterize-trailer,2026-04-15T08:00:00.000Z,2026-07-15T08:00:00.000Z,2026-04-16T09:00:00.000Z,,
lin_248,HOME-248,248,Reconcile green notebook,Match handwritten expenses to bank,2,1,state_backlog,user_midori,team_home,,,,2026-04-21,24800,midori/home-248-reconcile-green,2026-04-02T08:00:00.000Z,2026-10-07T08:00:00.000Z,,,
lin_249,HOME-249,249,Service plow blade for F-250,Tighten hydraulics; replace cutting edge,1,4,state_in_progress,user_midori,team_home,,,,2026-06-25,24900,midori/home-249-service-plow,2026-05-30T08:00:00.000Z,2026-06-26T08:00:00.000Z,2026-05-31T09:00:00.000Z,,
lin_250,GRE-250,250,Magoosh vocab batch,200 cards in Anki,3,2,state_todo,user_midori,team_gre,,,,,25000,midori/gre-250-magoosh-vocab,2026-02-17T08:00:00.000Z,2026-02-23T08:00:00.000Z,,,
lin_251,HOME-251,251,Schedule shed paint stain,Order Sherwin-Williams superdeck cedar; book weekend,1,1,state_done,user_midori,team_home,,,,2026-09-06,25100,midori/home-251-schedule-shed,2026-08-31T08:00:00.000Z,2026-09-06T08:00:00.000Z,2026-09-01T09:00:00.000Z,2026-09-06T07:30:00.000Z,
lin_252,HOME-252,252,Fix barn gutter,Replace bent section on east side,2,2,state_backlog,user_midori,team_home,,,,,25200,midori/home-252-fix-barn,2025-09-06T08:00:00.000Z,2026-07-05T08:00:00.000Z,,,
lin_253,GRE-253,253,Review error log week 5,Redo missed quant problems,1,5,state_todo,user_midori,team_gre,,,,2026-01-19,25300,midori/gre-253-review-error,2025-12-31T08:00:00.000Z,2026-08-05T08:00:00.000Z,,,
lin_254,GRE-254,254,PowerPrep 1 - timed,Sunday morning timed practice test,4,1,state_backlog,user_midori,team_gre,,,,,25400,midori/gre-254-powerprep-1,2026-07-17T08:00:00.000Z,2026-08-24T08:00:00.000Z,,,
lin_255,GRE-255,255,PowerPrep 1 - timed,Sunday morning timed practice test,3,1,state_todo,user_midori,team_gre,,,,,25500,midori/gre-255-powerprep-1,2026-04-15T08:00:00.000Z,2026-07-02T08:00:00.000Z,,,
lin_256,HOME-256,256,Snow tires on truck,Schedule with Robberson by Nov 1,1,4,state_done,user_midori,team_home,,,,2025-12-31,25600,midori/home-256-snow-tires,2025-11-26T08:00:00.000Z,2026-01-05T08:00:00.000Z,2025-11-27T09:00:00.000Z,2026-01-05T07:30:00.000Z,
lin_257,GRE-257,257,Review error log week 5,Redo missed quant problems,1,1,state_in_progress,user_midori,team_gre,,,,2025-09-19,25700,midori/gre-257-review-error,2025-08-15T08:00:00.000Z,2026-06-03T08:00:00.000Z,2025-08-16T09:00:00.000Z,,
lin_258,HOME-258,258,Get firewood delivered before snow,Order 2 cords from Cascade Firewood,2,3,state_done,user_midori,team_home,,,,,25800,midori/home-258-get-firewood,2025-10-30T08:00:00.000Z,2026-03-04T08:00:00.000Z,2025-10-31T09:00:00.000Z,2026-03-04T07:30:00.000Z,
lin_259,GRE-259,259,Book test seat - March 28,Reserve ETS slot in Portland morning,1,1,state_done,user_midori,team_gre,,,,2026-07-06,25900,midori/gre-259-book-test,2026-06-04T08:00:00.000Z,2026-06-15T08:00:00.000Z,2026-06-05T09:00:00.000Z,2026-06-15T07:30:00.000Z,
lin_260,GRE-260,260,Magoosh vocab batch,200 cards in Anki,1,1,state_backlog,user_midori,team_gre,,,,,26000,midori/gre-260-magoosh-vocab,2025-08-19T08:00:00.000Z,2025-10-22T08:00:00.000Z,,,
lin_261,GRE-261,261,Manhattan 5lb - quant ch 12,Sections 12.1-12.4 ratios/percent,3,4,state_done,user_midori,team_gre,,,,,26100,midori/gre-261-manhattan-5lb,2025-09-23T08:00:00.000Z,2026-06-23T08:00:00.000Z,2025-09-24T09:00:00.000Z,2026-06-23T07:30:00.000Z,
lin_262,GRE-262,262,PowerPrep 1 - timed,Sunday morning timed practice test,2,3,state_in_progress,user_midori,team_gre,,,,2026-06-30,26200,midori/gre-262-powerprep-1,2026-06-20T08:00:00.000Z,2026-10-09T08:00:00.000Z,2026-06-21T09:00:00.000Z,,
lin_263,HOME-263,263,Fix barn gutter,Replace bent section on east side,2,2,state_todo,user_midori,team_home,,,,2026-06-08,26300,midori/home-263-fix-barn,2026-05-24T08:00:00.000Z,2026-09-22T08:00:00.000Z,,,
lin_264,HOME-264,264,Snow tires on truck,Schedule with Robberson by Nov 1,2,2,state_backlog,user_midori,team_home,,,,2026-04-07,26400,midori/home-264-snow-tires,2026-03-30T08:00:00.000Z,2026-10-20T08:00:00.000Z,,,
lin_265,HOME-265,265,Service plow blade for F-250,Tighten hydraulics; replace cutting edge,2,4,state_todo,user_midori,team_home,,,,2025-09-02,26500,midori/home-265-service-plow,2025-08-05T08:00:00.000Z,2026-07-15T08:00:00.000Z,,,
lin_266,GRE-266,266,Request DVM prereq transcripts,Email registrar for sealed copies,1,3,state_backlog,user_midori,team_gre,,,,2026-09-15,26600,midori/gre-266-request-dvm,2026-09-10T08:00:00.000Z,2026-10-04T08:00:00.000Z,,,
lin_267,GRE-267,267,Manhattan 5lb - quant ch 12,Sections 12.1-12.4 ratios/percent,4,2,state_done,user_midori,team_gre,,,,,26700,midori/gre-267-manhattan-5lb,2026-03-06T08:00:00.000Z,2026-05-05T08:00:00.000Z,2026-03-07T09:00:00.000Z,2026-05-05T07:30:00.000Z,
lin_268,GRE-268,268,Book test seat - March 28,Reserve ETS slot in Portland morning,4,1,state_done,user_midori,team_gre,,,,,26800,midori/gre-268-book-test,2026-02-25T08:00:00.000Z,2026-06-22T08:00:00.000Z,2026-02-26T09:00:00.000Z,2026-06-22T07:30:00.000Z,
